"rgn_id","year","jobs"
2,1990,38490.3783054731
11,1990,97537.2930781061
4,1990,56522.2886850664
9,1990,57579.5284795277
5,1990,1177726.05225324
8,1990,397817.343259214
7,1990,44008.6969461263
3,1990,851513.065161724
1,1990,184517.406235709
6,1990,124321.217535724
12,1990,475867.78200978
2,1991,39149.7074067302
11,1991,99208.0788332852
4,1991,57490.4992207997
9,1991,58565.849228623
5,1991,1197900.16053029
8,1991,404631.839841034
7,1991,44762.5532572986
3,1991,866099.238867426
1,1991,187678.13629282
6,1991,126450.804207346
12,1991,484019.260141268
2,1992,40768.9700008449
11,1992,103311.40275905
4,1992,59868.3513446503
9,1992,60988.1786719375
5,1992,1247446.25039704
8,1992,421367.729993045
7,1992,46613.9675566083
3,1992,901921.782461919
1,1992,195440.651161064
6,1992,131680.90861455
12,1992,504038.676241504
2,1993,42579.2829885297
11,1993,107898.861657
4,1993,62526.7568424652
9,1993,63696.3091923495
5,1993,1302838.08758316
8,1993,440078.22167782
7,1993,48683.8229116368
3,1993,941970.88639152
1,1993,204119.034478354
6,1993,137528.092369502
12,1993,526420.104123457
2,1994,43293.9418615912
11,1994,109709.856898446
4,1994,63576.2179523026
9,1994,64765.4002937154
5,1994,1324705.17256213
8,1994,447464.579171155
7,1994,49500.9415565826
3,1994,957781.10687613
1,1994,207545.007602185
6,1994,139836.3903165
12,1994,535255.640374059
2,1995,43323.3785814497
11,1995,109784.451591938
4,1995,63619.4451392266
9,1995,64809.4360378171
5,1995,1325605.87537141
8,1995,447768.822418531
7,1995,49534.5985831013
3,1995,958432.328107476
1,1995,207686.123055852
6,1995,139931.468853375
12,1995,535619.575134002
2,1996,43742.1019909329
11,1996,110845.525806
4,1996,64234.3314165756
9,1996,65435.8236583815
5,1996,1338417.94658887
8,1996,452096.538633712
7,1996,50013.3538576261
3,1996,967695.641942283
1,1996,209693.423603403
6,1996,141283.91604588
12,1996,540796.374867302
2,1997,44814.0292101687
11,1997,113561.863860961
4,1997,65808.4333714635
9,1997,67039.3689225543
5,1997,1371216.70481864
8,1997,463175.443474275
7,1997,51238.9619762384
3,1997,991409.621182438
1,1997,214832.090430658
6,1997,144746.165648818
12,1997,554048.923965295
2,1998,45751.1881182052
11,1998,115936.689651149
4,1998,67184.6309739769
9,1998,68441.3080671083
5,1998,1399891.83116674
8,1998,472861.450300396
7,1998,52310.4802150778
3,1998,1012142.15459618
1,1998,219324.697117171
6,1998,147773.123075604
12,1998,565635.293094191
2,1999,46545.4740183203
11,1999,117949.465311925
4,1999,68351.0226521382
9,1999,69629.5169031867
5,1999,1424195.33865838
8,1999,481070.793011042
7,1999,53218.6419169278
3,1999,1029713.94399388
1,1999,223132.390898087
6,1999,150338.610725273
12,1999,575455.281522719
2,2000,46929.7152514936
11,2000,118923.15929527
4,2000,68915.272598807
9,2000,70204.3210491196
5,2000,1435952.32652342
8,2000,485042.118658676
7,2000,53657.9713475384
3,2000,1038214.41721928
1,2000,224974.388790424
6,2000,151579.682911065
12,2000,580205.76804524
2,2001,47227.842426203
11,2001,119678.634270949
4,2001,69353.0659117241
9,2001,70650.3032114788
5,2001,1445074.4021173
8,2001,488123.412369406
7,2001,53998.8406520451
