"rgn_id","type","label"
1,"eez","Magallanes y Antártica Chilena"
2,"eez","Aisén del General Carlos Ibáñez del Campo"
3,"eez","Los Lagos"
4,"eez","Araucanía"
5,"eez","Bío-Bío"
6,"eez","Maule"
7,"eez","Libertador General Bernardo O'Higgins"
8,"eez","Coquimbo"
9,"eez","Atacama"
10,"eez","Valparaíso"
11,"eez","Antofagasta"
12,"eez","Tarapacá"
