"rgn_id","habitat","extent_rank"
1,"coral",4468.05066460504
1,"mangrove",1305.44408227957
1,"saltmarsh",5350.71142857143
1,"seagrass",2729.73319268519
1,"seaice_shoreline",367968.137254902
2,"coral",4468.05066460504
2,"mangrove",1305.44408227957
2,"saltmarsh",5350.71142857143
2,"seagrass",2729.73319268519
2,"seaice_shoreline",367968.137254902
3,"coral",4468.05066460504
3,"mangrove",1305.44408227957
3,"saltmarsh",5350.71142857143
3,"seagrass",2729.73319268519
3,"seaice_shoreline",367968.137254902
4,"coral",4468.05066460504
4,"mangrove",1305.44408227957
4,"saltmarsh",5350.71142857143
4,"seagrass",2729.73319268519
4,"seaice_shoreline",367968.137254902
5,"coral",4468.05066460504
5,"mangrove",1305.44408227957
5,"saltmarsh",5350.71142857143
5,"seagrass",2729.73319268519
5,"seaice_shoreline",367968.137254902
6,"coral",4468.05066460504
6,"mangrove",1305.44408227957
6,"saltmarsh",5350.71142857143
6,"seagrass",2729.73319268519
6,"seaice_shoreline",367968.137254902
7,"coral",4468.05066460504
7,"mangrove",1305.44408227957
7,"saltmarsh",5350.71142857143
7,"seagrass",2729.73319268519
7,"seaice_shoreline",367968.137254902
8,"coral",4468.05066460504
8,"mangrove",1305.44408227957
8,"saltmarsh",5350.71142857143
8,"seagrass",2729.73319268519
8,"seaice_shoreline",367968.137254902
9,"coral",4468.05066460504
9,"mangrove",1305.44408227957
9,"saltmarsh",5350.71142857143
9,"seagrass",2729.73319268519
9,"seaice_shoreline",367968.137254902
10,"coral",4468.05066460504
10,"mangrove",1305.44408227957
10,"saltmarsh",5350.71142857143
10,"seagrass",2729.73319268519
10,"seaice_shoreline",367968.137254902
11,"coral",4468.05066460504
11,"mangrove",1305.44408227957
11,"saltmarsh",5350.71142857143
11,"seagrass",2729.73319268519
11,"seaice_shoreline",367968.137254902
12,"coral",4468.05066460504
12,"mangrove",1305.44408227957
12,"saltmarsh",5350.71142857143
12,"seagrass",2729.73319268519
12,"seaice_shoreline",367968.137254902
