"rgn_id","rgn_name","area_km2"
2,"Aisén del General Carlos Ibáñez del Campo",14845.7001953
11,"Antofagasta",690.846984863
4,"Araucanía",158.979003906
9,"Atacama",522.255981445
5,"Bío-Bío",538.231994629
8,"Coquimbo",474.260009766
7,"Libertador General Bernardo O'Higgins",116.962997437
3,"Los Lagos",3558.86010742
1,"Magallanes y Antártica Chilena",23168.8007812
1,"Magallanes y Antártica Chilena",8412.79980469
6,"Maule",206.957000732
12,"Tarapacá",415.562988281
10,"Valparaíso",460.595001221
