"scientific","rgn_id","id","year","area_km2","category","trend"
"""Pelecanus thagus Molina, 1782""",18,2001,2021,77.2,0.2,0.5
"""Pelecanus thagus Molina, 1782""",6,2048,2019,56.9,0.2,0.5
"""Pelecanus thagus Molina, 1782""",27,1490,2019,176.1,0.2,0.5
"""Pelecanus thagus Molina, 1782""",10,1598,2019,18,0.2,0.5
"""Pelecanus thagus Molina, 1782""",17,1479,2021,52.5,0.2,0.5
"""Pelecanus thagus Molina, 1782""",8,1501,2020,190.2,0.2,0.5
"""Pelecanus thagus Molina, 1782""",6,1940,2019,222.6,0.2,0.5
"""Pelecanus thagus Molina, 1782""",6,1945,2021,33.3,0.2,0.5
"""Pelecanus thagus Molina, 1782""",29,1599,2018,124.4,0.2,0.5
"""Pelecanus thagus Molina, 1782""",9,2382,2018,25.5,0.2,0.5
"""Pelecanus thagus Molina, 1782""",11,1484,2020,32,0.2,0.5
"""Pelecanus thagus Molina, 1782""",9,2383,2020,37.4,0.2,0.5
"""Pelecanus thagus Molina, 1782""",9,2271,2020,55.6,0.2,0.5
"""Pelecanus thagus Molina, 1782""",14,2274,2019,44.2,0.2,0.5
"""Pelecanus thagus Molina, 1782""",33,1359,2019,197.1,0.2,0.5
"""Pelecanus thagus Molina, 1782""",14,1933,2019,81,0.2,0.5
"""Pelecanus thagus Molina, 1782""",4,1820,2019,154.9,0.2,0.5
"""Pelecanus thagus Molina, 1782""",1,1480,2019,55.6,0.2,0.5
"""Pelecanus thagus Molina, 1782""",8,1722,2019,120,0.2,0.5
"""Pelecanus thagus Molina, 1782""",1,1142,2018,207.9,0.2,0.5
"""Pelecanus thagus Molina, 1782""",14,2158,2021,27.1,0.2,0.5
"""Pelecanus thagus Molina, 1782""",33,1246,2021,114,0.2,0.5
"""Pelecanus thagus Molina, 1782""",14,2045,2021,40.9,0.2,0.5
"""Pelecanus thagus Molina, 1782""",4,1706,2021,107.4,0.2,0.5
"""Pelecanus thagus Molina, 1782""",6,2050,2021,150.6,0.2,0.5
"""Pelecanus thagus Molina, 1782""",21,2045,2021,126.1,0.2,0.5
"""Pelecanus thagus Molina, 1782""",1,1368,2021,115,0.2,0.5
"""Pelecanus thagus Molina, 1782""",14,2273,2021,33.8,0.2,0.5
"""Pelecanus thagus Molina, 1782""",25,1601,2021,196.7,0.2,0.5
"""Pelecanus thagus Molina, 1782""",25,1487,2021,35.8,0.2,0.5
"""Pelecanus thagus Molina, 1782""",10,1485,2018,34.8,0.2,0.5
"""Pelecanus thagus Molina, 1782""",10,1484,2018,27.8,0.2,0.5
"""Pelecanus thagus Molina, 1782""",1,1594,2021,96,0.2,0.5
"""Pelecanus thagus Molina, 1782""",8,1385,2014,100.5,0.2,0.5
"""Pelecanus thagus Molina, 1782""",6,1937,2019,224.3,0.2,0.5
"""Pelecanus thagus Molina, 1782""",2,1053,2019,138.5,0.2,0.5
"""Pelecanus thagus Molina, 1782""",2,1504,2013,143,0.2,0.5
"""Pelecanus thagus Molina, 1782""",29,1710,2013,56.1,0.2,0.5
"""Pelecanus thagus Molina, 1782""",8,1834,2013,120,0.2,0.5
"""Pelecanus thagus Molina, 1782""",13,1269,2013,132.1,0.2,0.5
"""Pelecanus thagus Molina, 1782""",25,1714,2011,222.4,0.2,0.5
"""Pelecanus thagus Molina, 1782""",2,1730,2010,63.2,0.2,0.5
"""Pelecanus thagus Molina, 1782""",17,1367,2008,189,0.2,0.5
"""Pelecanus thagus Molina, 1782""",25,1375,2014,9.8,0.2,0.5
"""Pelecanus thagus Molina, 1782""",6,1832,2014,172.5,0.2,0.5
"""Pelecanus thagus Molina, 1782""",2,1616,2014,46.9,0.2,0.5
"""Pelecanus thagus Molina, 1782""",24,1373,2018,24.9,0.2,0.5
"""Pelecanus thagus Molina, 1782""",13,1609,2021,135.8,0.2,0.5
"""Pelecanus thagus Molina, 1782""",17,1366,2021,134.4,0.2,0.5
"""Pelecanus thagus Molina, 1782""",28,1823,2018,178.1,0.2,0.5
"""Pelecanus thagus Molina, 1782""",8,1725,2018,63.9,0.2,0.5
"""Pelecanus thagus Molina, 1782""",2,1392,2018,165.9,0.2,0.5
"""Pelecanus thagus Molina, 1782""",14,2048,2020,167.4,0.2,0.5
"""Pelecanus thagus Molina, 1782""",27,1715,2020,134.5,0.2,0.5
"""Pelecanus thagus Molina, 1782""",25,1713,2020,192.8,0.2,0.5
"""Pelecanus thagus Molina, 1782""",6,1831,2006,95.1,0.2,0.5
"""Pelecanus thagus Molina, 1782""",28,1822,2005,222,0.2,0.5
"""Pelecanus thagus Molina, 1782""",13,1719,2000,8.7,0.2,0.5
"""Pelecanus thagus Molina, 1782""",25,1602,2021,93.6,0.2,0.5
"""Pelecanus thagus Molina, 1782""",4,1594,2021,82.4,0.2,0.5
"""Pelecanus thagus Molina, 1782""",2,1508,2021,101.9,0.2,0.5
"""Pelecanus thagus Molina, 1782""",8,1952,2021,82.7,0.2,0.5
"""Pelecanus thagus Molina, 1782""",2,1505,2021,164.5,0.2,0.5
"""Pelecanus thagus Molina, 1782""",25,1488,2021,61.8,0.2,0.5
"""Pelecanus thagus Molina, 1782""",2,1618,2021,118.2,0.2,0.5
"""Pelecanus thagus Molina, 1782""",2,1503,2021,198,0.2,0.5
"""Pelecanus thagus Molina, 1782""",25,1600,2021,155.1,0.2,0.5
"""Pelecanus thagus Molina, 1782""",2,1286,2021,63.2,0.2,0.5
"""Pelecanus thagus Molina, 1782""",2,1731,2021,37.6,0.2,0.5
"""Pelecanus thagus Molina, 1782""",8,1953,2021,95.7,0.2,0.5
"""Pelecanus thagus Molina, 1782""",21,2044,2021,139,0.2,0.5
"""Pelecanus thagus Molina, 1782""",4,1932,2021,200.3,0.2,0.5
"""Pelecanus thagus Molina, 1782""",6,2163,2021,46.9,0.2,0.5
"""Pelecanus thagus Molina, 1782""",25,1248,2014,207.5,0.2,0.5
"""Pelecanus thagus Molina, 1782""",5,1599,2014,49.8,0.2,0.5
"""Pelecanus thagus Molina, 1782""",4,1931,2020,43,0.2,0.5
"""Pelecanus thagus Molina, 1782""",14,1934,2020,203.8,0.2,0.5
"""Pelecanus thagus Molina, 1782""",11,1597,2016,27.6,0.2,0.5
"""Pelecanus thagus Molina, 1782""",27,1375,2021,4.2,0.2,0.5
"""Pelecanus thagus Molina, 1782""",8,1384,2020,137.9,0.2,0.5
"""Pelecanus thagus Molina, 1782""",5,1485,2020,78.4,0.2,0.5
"""Pelecanus thagus Molina, 1782""",14,2047,2020,115.1,0.2,0.5
"""Pelecanus thagus Molina, 1782""",21,1819,2020,11.5,0.2,0.5
"""Pelecanus thagus Molina, 1782""",14,2160,2021,119.1,0.2,0.5
"""Pelecanus thagus Molina, 1782""",29,1598,2020,159.8,0.2,0.5
"""Pelecanus thagus Molina, 1782""",21,2158,2020,1.5,0.2,0.5
"""Pelecanus thagus Molina, 1782""",25,1247,2020,38.7,0.2,0.5
"""Pelecanus thagus Molina, 1782""",5,1373,2020,21,0.2,0.5
"""Pelecanus thagus Molina, 1782""",17,1254,2020,76,0.2,0.5
"""Pelecanus thagus Molina, 1782""",30,1360,2020,75,0.2,0.5
"""Pelecanus thagus Molina, 1782""",2,1279,2018,65,0.2,0.5
"""Pelecanus thagus Molina, 1782""",27,1377,2016,54.5,0.2,0.5
"""Pelecanus thagus Molina, 1782""",21,1930,2021,79.4,0.2,0.5
"""Pelecanus thagus Molina, 1782""",28,1596,2021,88.4,0.2,0.5
"""Pelecanus thagus Molina, 1782""",8,1615,2020,159.5,0.2,0.5
"""Pelecanus thagus Molina, 1782""",8,1164,2018,25.2,0.2,0.5
"""Pelecanus thagus Molina, 1782""",14,2046,2020,84.8,0.2,0.5
"""Pelecanus thagus Molina, 1782""",8,1616,2020,43.3,0.2,0.5
"""Pelecanus thagus Molina, 1782""",27,1378,2017,46.2,0.2,0.5
"""Pelecanus thagus Molina, 1782""",24,1374,2020,0.7,0.2,0.5
"""Pelecanus thagus Molina, 1782""",4,1707,2017,156.7,0.2,0.5
"""Pelecanus thagus Molina, 1782""",14,2276,2017,28.7,0.2,0.5
"""Pelecanus thagus Molina, 1782""",18,966,2016,57.1,0.2,0.5
"""Pelecanus thagus Molina, 1782""",21,1818,2019,39.3,0.2,0.5
"""Pelecanus thagus Molina, 1782""",4,1819,2019,52.8,0.2,0.5
"""Pelecanus thagus Molina, 1782""",5,1486,2016,26.4,0.2,0.5
"""Pelecanus thagus Molina, 1782""",8,1159,2015,67,0.2,0.5
"""Pelecanus thagus Molina, 1782""",13,1382,2018,142.1,0.2,0.5
"""Pelecanus thagus Molina, 1782""",14,2275,2021,51.1,0.2,0.5
"""Pelecanus thagus Molina, 1782""",6,1936,2015,196.3,0.2,0.5
"""Pelecanus thagus Molina, 1782""",2,1507,2021,76.5,0.2,0.5
"""Pelecanus thagus Molina, 1782""",6,2049,2020,85.5,0.2,0.5
"""Pelecanus thagus Molina, 1782""",8,2066,2021,42.6,0.2,0.5
"""Pelecanus thagus Molina, 1782""",4,1933,2021,124,0.2,0.5
"""Pelecanus thagus Molina, 1782""",21,2157,2021,25.6,0.2,0.5
"""Pelecanus thagus Molina, 1782""",17,1592,2018,17.3,0.2,0.5
"""Pelecanus thagus Molina, 1782""",7,1373,2021,24.3,0.2,0.5
"""Pelecanus thagus Molina, 1782""",6,1939,2021,167.8,0.2,0.5
"""Pelecanus thagus Molina, 1782""",9,2158,2017,32.1,0.2,0.5
"""Pelecanus thagus Molina, 1782""",6,2053,2021,45.7,0.2,0.5
"""Pelecanus thagus Molina, 1782""",24,1486,2017,86.3,0.2,0.5
"""Pelecanus thagus Molina, 1782""",8,2176,2016,9.8,0.2,0.5
"""Pelecanus thagus Molina, 1782""",2,1619,2016,9.2,0.2,0.5
"""Pelecanus thagus Molina, 1782""",8,1610,2021,145.8,0.2,0.5
"""Pelecanus thagus Molina, 1782""",2,1958,2021,4.2,0.2,0.5
"""Phocoena dioptrica Lahille, 1912""",23,2914,2011,158.6,0.5,0
"""Phocoena spinipinnis Burmeister, 1865""",18,1776,2015,122.3,0.5,0
"""Phocoena spinipinnis Burmeister, 1865""",18,1777,2015,78.6,0.5,0
"""Phocoena spinipinnis Burmeister, 1865""",31,2574,2013,85.6,0.5,0
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",4,1932,2020,200.3,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",28,1596,2019,88.4,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",33,1359,2019,197.1,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",8,1946,2018,48.5,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",21,2044,2016,139,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",17,1479,2020,52.5,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",5,1373,2020,21,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1398,2019,103.8,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",6,2163,2020,46.9,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",14,2048,2019,167.4,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",24,1373,2018,24.9,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",14,2160,2020,119.1,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1395,2018,135.4,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",5,1485,2016,78.4,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",17,1254,2020,76,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1169,2018,78.7,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",8,1272,2020,73.3,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",25,1601,2019,196.7,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",7,1148,2019,57.7,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1507,2020,76.5,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",8,1610,2019,145.8,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",33,1357,2019,163.6,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",1,1142,2018,207.9,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",27,1490,2019,176.1,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",9,2271,2019,55.6,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1845,2019,58.2,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",8,1723,2019,144.4,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",8,1725,2018,63.9,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",13,1606,2009,197.8,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",21,2158,2019,1.5,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",27,1039,2019,179.5,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",6,2049,2021,85.5,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",8,1498,2021,195,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",5,1486,2016,26.4,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1168,2016,84.4,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",17,1367,2020,189,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",30,1360,2020,75,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",5,1372,2020,19.1,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",4,1931,2020,43,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,938,2010,72.1,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",4,1819,2019,52.8,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",4,1820,2018,154.9,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1399,2017,113.4,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",11,1484,2017,32,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",14,2045,2021,40.9,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",6,2050,2021,150.6,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",14,2275,2021,51.1,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",6,2053,2021,45.7,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1619,2016,9.2,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",21,1930,2020,79.4,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1391,2020,89.5,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",8,1616,2020,43.3,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",7,1373,2020,24.3,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1278,2010,23.2,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",21,1931,2021,139.9,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",6,2277,2021,3.8,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",8,1833,2021,81,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",8,1614,2021,87.3,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",6,2164,2021,10.2,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",4,1933,2020,124,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1392,2013,165.9,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",1,1368,2021,115,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",21,2157,2021,25.6,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1287,2021,87.7,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1731,2021,37.6,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",4,1594,2021,82.4,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1279,2018,65,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1505,2021,164.5,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",25,1600,2021,155.1,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",6,1831,2006,95.1,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",8,1502,2005,143.1,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",21,2045,2021,126.1,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",6,1828,2014,201.6,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1170,2016,66.9,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",9,2158,2021,32.1,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1281,2021,118.2,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",8,937,2021,136.7,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",13,1382,2020,142.1,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1167,2015,92.8,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1508,2021,101.9,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",25,1488,2020,61.8,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",33,1246,2021,114,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",27,1492,2020,194.2,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",29,1598,2020,159.8,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",1,1254,2020,78.4,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",6,1826,2012,188.3,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",6,1939,2019,167.8,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",6,2161,2013,60.8,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",14,2276,2013,28.7,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1063,2020,141.7,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",8,1837,2020,109.1,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",4,1706,2019,107.4,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1730,2010,63.2,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",8,1385,2014,100.5,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",25,1487,2010,35.8,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1844,2020,22.2,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1051,2014,94.2,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",1,1255,2021,26.7,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1286,2021,63.2,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",1,1480,2015,55.6,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",1,1594,2021,96,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",6,1832,2014,172.5,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",2,1620,2010,60.3,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",8,1159,2015,67,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",14,2161,2014,69.3,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",25,1714,2011,222.4,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",6,1945,2021,33.3,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",14,2158,2021,27.1,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",8,1834,2021,120,0.2,-0.5
"""Poikilocarbo gaimardi (Lesson & Garnot, 1828)""",6,1938,2021,199.2,0.2,-0.5
"""Pseudorca crassidens (Owen, 1846)""",32,3138,2013,74,0.5,0
"""Sagmatias australis (Peale, 1848)""",8,1614,2019,87.3,0,0
"""Sagmatias australis (Peale, 1848)""",14,1933,2020,81,0,0
"""Sagmatias australis (Peale, 1848)""",25,1488,2021,61.8,0,0
"""Sagmatias australis (Peale, 1848)""",1,1594,2019,96,0,0
"""Sagmatias australis (Peale, 1848)""",21,2157,2020,25.6,0,0
"""Sagmatias australis (Peale, 1848)""",30,1360,2021,75,0,0
"""Sagmatias australis (Peale, 1848)""",24,1486,2022,86.3,0,0
"""Spheniscus humboldti Meyen, 1834""",6,2277,2021,3.8,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",21,2157,2021,25.6,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",1,1255,2021,26.7,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",6,2050,2021,150.6,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",1,1594,2020,96,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",6,2053,2019,45.7,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",1,1368,2019,115,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",25,1600,2021,155.1,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",4,1932,2019,200.3,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",21,1930,2019,79.4,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",14,2158,2019,27.1,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",14,2273,2019,33.8,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",6,1938,2019,199.2,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",24,1373,2021,24.9,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",4,1594,2021,82.4,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",21,1931,2019,139.9,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",7,1373,2020,24.3,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",21,1818,2018,39.3,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",28,1823,2018,178.1,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",11,1484,2017,32,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",14,2275,2017,51.1,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",1,1143,2016,199.2,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",17,1254,2015,76,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",5,1372,2013,19.1,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",6,1826,2012,188.3,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",33,1359,2012,197.1,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",27,1490,2009,176.1,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",17,1479,2020,52.5,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",1,1142,2018,207.9,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",4,1820,2018,154.9,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",6,1828,2001,201.6,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",1,1480,2006,55.6,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",6,1831,2006,95.1,0.4,-0.5
"""Spheniscus humboldti Meyen, 1834""",10,1484,2018,27.8,0.4,-0.5
"""Sula variegata (Tschudi, 1843)""",14,2045,2021,40.9,0,0
"""Sula variegata (Tschudi, 1843)""",21,2157,2021,25.6,0,0
"""Sula variegata (Tschudi, 1843)""",17,1479,2021,52.5,0,0
"""Sula variegata (Tschudi, 1843)""",21,2044,2021,139,0,0
"""Sula variegata (Tschudi, 1843)""",1,1594,2021,96,0,0
"""Sula variegata (Tschudi, 1843)""",1,1255,2020,26.7,0,0
"""Sula variegata (Tschudi, 1843)""",14,2158,2021,27.1,0,0
"""Sula variegata (Tschudi, 1843)""",1,1368,2021,115,0,0
"""Sula variegata (Tschudi, 1843)""",17,1366,2021,134.4,0,0
"""Sula variegata (Tschudi, 1843)""",5,1372,2020,19.1,0,0
"""Sula variegata (Tschudi, 1843)""",25,1713,2020,192.8,0,0
"""Sula variegata (Tschudi, 1843)""",21,1931,2020,139.9,0,0
"""Sula variegata (Tschudi, 1843)""",14,1934,2020,203.8,0,0
"""Sula variegata (Tschudi, 1843)""",9,2158,2020,32.1,0,0
"""Sula variegata (Tschudi, 1843)""",9,2271,2019,55.6,0,0
"""Sula variegata (Tschudi, 1843)""",14,2275,2019,51.1,0,0
"""Sula variegata (Tschudi, 1843)""",2,1063,2020,141.7,0,0
"""Sula variegata (Tschudi, 1843)""",14,2273,2019,33.8,0,0
"""Sula variegata (Tschudi, 1843)""",7,1373,2019,24.3,0,0
"""Sula variegata (Tschudi, 1843)""",16,1252,2020,176.8,0,0
"""Sula variegata (Tschudi, 1843)""",29,1598,2019,159.8,0,0
"""Sula variegata (Tschudi, 1843)""",21,1930,2020,79.4,0,0
"""Sula variegata (Tschudi, 1843)""",1,1254,2021,78.4,0,0
"""Sula variegata (Tschudi, 1843)""",10,1598,2019,18,0,0
"""Sula variegata (Tschudi, 1843)""",4,1932,2017,200.3,0,0
"""Sula variegata (Tschudi, 1843)""",11,1484,2017,32,0,0
"""Sula variegata (Tschudi, 1843)""",25,1488,2017,61.8,0,0
"""Sula variegata (Tschudi, 1843)""",21,2045,2014,126.1,0,0
"""Sula variegata (Tschudi, 1843)""",27,1492,2013,194.2,0,0
"""Sula variegata (Tschudi, 1843)""",14,2276,2013,28.7,0,0
"""Sula variegata (Tschudi, 1843)""",5,1485,2013,78.4,0,0
"""Sula variegata (Tschudi, 1843)""",33,1359,2012,197.1,0,0
"""Sula variegata (Tschudi, 1843)""",1,1480,2010,55.6,0,0
"""Sula variegata (Tschudi, 1843)""",4,1820,2020,154.9,0,0
"""Sula variegata (Tschudi, 1843)""",4,1819,2019,52.8,0,0
