"targets","layer","filename","fld_value","units","name","description","layer_gl","path_in","fld_id_num","fld_id_chr","fld_category","fld_year","fld_val_num","fld_val_chr","file_exists","year_min","year_max","val_min","val_max","val_0to1","flds_unused","flds_missing","rows_duplicated","num_ids_unique","data_na"
"LIV","le_gdp","le_gdp_pat2021.csv","usd","usd","Salarios en USD","Producción de salarios de cada comuna","le_gdp","~/github/pat/comunas/layers/le_gdp_pat2021.csv","rgn_id",NA,NA,"year","usd",NA,"TRUE",2017,2021,0,8375075000,"FALSE",NA,NA,NA,36,"FALSE"
"FIS","fis_b_bmsy","fis_b_bmsy_pat2021.csv","bbmsy","score",NA,NA,"fis_b_bmsy","~/github/pat/comunas/layers/fis_b_bmsy_pat2021.csv","rgn_id",NA,"Spp","year","bbmsy",NA,"TRUE",2017,2021,0.3608726,1,"FALSE",NA,NA,NA,36,"FALSE"
"FIS","fis_landings","fis_landings_pat2021.csv","SumLandings","tonnes",NA,NA,NA,"~/github/pat/comunas/layers/fis_landings_pat2021.csv","rgn_id",NA,"Spp","year","SumLandings",NA,"TRUE",2017,2021,0.001,14031.718,"FALSE",NA,NA,NA,36,"FALSE"
"CW","cw_coastalpopn_trend","cw_coastalpopn_trend_pat2021.csv","trend","trend",NA,NA,NA,"~/github/pat/comunas/layers/cw_coastalpopn_trend_pat2021.csv","rgn_id",NA,NA,"year","trend",NA,"TRUE",2021,2021,-0.04349884,1,"FALSE",NA,NA,NA,36,"FALSE"
"CW","cw_nutrient_trend","cw_nutrient_trend_pat2021.csv","trend","trend",NA,NA,NA,"~/github/pat/comunas/layers/cw_nutrient_trend_pat2021.csv","rgn_id",NA,NA,"year","trend",NA,"TRUE",2021,2021,0,0.418007505,"FALSE",NA,NA,NA,36,"FALSE"
"CW","cw_pathogen_trend","cw_pathogen_trend_pat2021.csv","trend","trend",NA,NA,NA,"~/github/pat/comunas/layers/cw_pathogen_trend_pat2021.csv","rgn_id",NA,NA,"year","trend",NA,"TRUE",2021,2021,-1.194088e-16,3.821081e-15,"FALSE",NA,NA,NA,36,"FALSE"
"CW","cw_chemical_trend","cw_chemical_trend_pat2021.csv","trend","trend",NA,NA,NA,"~/github/pat/comunas/layers/cw_chemical_trend_pat2021.csv","rgn_id",NA,NA,"year","trend",NA,"TRUE",2021,2021,0,0,"FALSE",NA,NA,NA,36,"FALSE"
"CW","po_nutrients_3nm","po_nutrients_3nm_pat2021.csv","pressure_score","scaled 0-1",NA,NA,NA,"~/github/pat/comunas/layers/po_nutrients_3nm_pat2021.csv","rgn_id",NA,NA,"year","pressure_score",NA,"TRUE",2021,2021,0,1,"FALSE",NA,NA,NA,36,"FALSE"
"CW","po_pathogen","po_pathogen_pat2021.csv","pressure_score","scaled 0-1",NA,NA,NA,"~/github/pat/comunas/layers/po_chemical_pat2021.csv","rgn_id",NA,NA,"year","pressure_score",NA,"TRUE",2021,2021,0,1,"FALSE",NA,NA,NA,36,"FALSE"
"CW","po_chemical","po_chemical_pat2021.csv","pressure_score","scaled 0-1",NA,NA,NA,"~/github/pat/comunas/layers/po_pathogen_pat2021.csv","rgn_id",NA,NA,"year","pressure_score",NA,"TRUE",2021,2021,0,1,"FALSE",NA,NA,NA,36,"FALSE"
"CW","po_trash","po_trash_pat2021.csv","pressure_score","scaled 0-1",NA,NA,NA,"~/github/pat/comunas/layers/po_trash_pat2021.csv","rgn_id",NA,NA,"year","pressure_score",NA,"TRUE",2021,2021,0,0.9090909091,"FALSE",NA,NA,NA,36,"FALSE"
"MAR","mar_harvest_tonnes","mar_harvest_tonnes_pat2021.csv","tonnes","tonnes",NA,NA,NA,"~/github/pat/comunas/layers/mar_harvest_tonnes_pat2021.csv","rgn_id",NA,"species","year","tonnes",NA,"TRUE",2014,2021,0,252752.49,"FALSE",NA,NA,NA,36,"FALSE"
"MAR","mar_sustainability","mar_sustainability_pat2021.csv","sust_coeff","score",NA,NA,NA,"~/github/pat/comunas/layers/mar_sustainability_pat2021.csv","rgn_id",NA,"species","year","sust_coeff",NA,"TRUE",2014,2021,0.3848571,0.668,"FALSE",NA,NA,NA,36,"FALSE"
"AO","ao_coef_gini","ao_coef_gini_pat2021.csv","Gini_inv","indice",NA,NA,NA,"~/github/pat/comunas/layers/ao_coef_gini_pat2021.csv","rgn_id",NA,NA,"year","Gini_inv",NA,"TRUE",1997,2021,0.002649007,1,"FALSE",NA,NA,NA,36,"FALSE"
"AO","ao_coef_sust","ao_coef_sust_pat2021.csv","Sustcoef_norm","indice",NA,NA,NA,"~/github/pat/comunas/layers/ao_coef_sust_pat2021.csv","rgn_id",NA,NA,"year","Sustcoef_norm",NA,"TRUE",1997,2021,0,1,"FALSE",NA,NA,NA,36,"FALSE"
"AO","ao_rpa","ao_rpa_pat2021.csv","normperct","indice",NA,NA,NA,"~/github/pat/comunas/layers/ao_rpa_pat2021.csv","rgn_id",NA,NA,"year","normperct",NA,"TRUE",1992,2021,0,1,"FALSE",NA,NA,NA,36,"FALSE"
"CS","cs_seaweed","cs_seaweed_pat2021.csv","value","tonnes",NA,NA,NA,"~/github/pat/comunas/layers/cs_seaweed_pat2021.csv","rgn_id",NA,NA,"year","value",NA,"TRUE",2017,2021,0.00266224,6.37235107,"FALSE",NA,NA,NA,36,"FALSE"
"pressure","cc_acid","cc_acid_pat2021.csv","pressure_score","scaled 0-1",NA,NA,NA,"~/github/pat/comunas/layers/cc_acid_pat2021.csv","rgn_id",NA,NA,"year","pressure_score",NA,"TRUE",NA,NA,0.1758945,1,"FALSE",NA,NA,NA,36,"FALSE"
"pressure","cc_slr","cc_slr_pat2021.csv","pressure_score","scaled 0-1",NA,NA,NA,"~/github/pat/comunas/layers/cc_sst_pat2021.csv","rgn_id",NA,NA,"year","pressure_score",NA,"TRUE",NA,NA,8.834542e-05,1,"FALSE",NA,NA,NA,36,"FALSE"
"pressure","cc_sst","cc_sst_pat2021.csv","pressure_score","scaled 0-1",NA,"Proporción de la 1mn de cada comuna que puede ser inundada por el cambio en la cota por el cambio climatico",NA,"~/github/pat/comunas/layers/cc_slr_pat2021.csv","rgn_id",NA,NA,"year","pressure_score",NA,"TRUE",NA,NA,0.03628995,1,"FALSE",NA,NA,NA,36,"FALSE"
"pressure","fp_unstt","fp_unstt_pat2021.csv","pressure_score","scaled 0-1",NA,NA,NA,"~/github/pat/comunas/layers/fp_unstt_pat2021.csv","rgn_id",NA,NA,NA,"pressure_score",NA,"TRUE",NA,NA,0.05756912,1,"FALSE",NA,NA,NA,36,"FALSE"
"pressure","hd_infa","hd_infa_pat2021.csv","pressure_score","scaled 0-1",NA,NA,NA,"~/github/pat/comunas/layers/hd_infa_pat2021.csv","rgn_id",NA,NA,NA,"pressure_score",NA,"TRUE",NA,NA,0,1,"FALSE",NA,NA,NA,36,"FALSE"
"pressure","hd_marine","hd_marine_pat2021.csv","pressure_score","scaled 0-1",NA,NA,NA,"~/github/pat/comunas/layers/hd_marine_pat2021.csv","rgn_id",NA,NA,NA,"pressure_score",NA,"TRUE",NA,NA,0,1,"FALSE",NA,NA,NA,36,"FALSE"
"pressure","po_pathogens_fan","po_pathogens_fan_pat2021.csv","pressure_score","scaled 0-1",NA,NA,NA,"~/github/pat/comunas/layers/po_pathogens_fan_pat2021.csv","rgn_id",NA,NA,NA,"pressure_score",NA,"TRUE",NA,NA,0.004802619,1,"FALSE",NA,NA,NA,23,"FALSE"
"pressure","hd_coastal","hd_coastal_pat2021.csv","pressure_score","scaled 0-1",NA,NA,NA,"~/github/pat/comunas/layers/hd_coastal_pat2021.csv","rgn_id",NA,NA,NA,"pressure_score",NA,"TRUE",NA,NA,0.0001061578,1,"FALSE",NA,NA,NA,36,"FALSE"
"pressure","ss_wgi","ss_wgi_pat2021.csv","pressure_score","scaled 0-1",NA,NA,NA,"~/github/pat/comunas/layers/ss_wgi_pat2021.csv","rgn_id",NA,NA,NA,"pressure_score",NA,"TRUE",NA,NA,0.08922247,0.89639031,"FALSE",NA,NA,NA,36,"FALSE"
"FP","fp_wildcaught_weight","fp_wildcaught_weight_pat2021.csv","w_fis","proportion","Proporción de extracción en pesquerias","Proporcion relativa de extracción de pesquerias en relación a la extracción en maricultura a nivel comunal",NA,"~/github/pat/comunas/layers/fp_wildcaught_weight_pat2021.csv","rgn_id",NA,NA,NA,"w_fis",NA,"TRUE",2021,2021,0.001007532,1,"FALSE",NA,NA,NA,23,"FALSE"
"SPP","spp_status","spp_status_pat2021.csv","score","status_score",NA,NA,NA,"~/github/pat/comunas/layers/spp_status_pat2021.csv","rgn_id",NA,NA,NA,"score",NA,"TRUE",2021,2021,72.7489,100,"FALSE",NA,NA,NA,33,"FALSE"
"HAB","hab_all","hab_all_pat2021.csv","value","km^2",NA,NA,NA,"~/github/pat/comunas/layers/hab_all_pat2021.csv","rgn_id",NA,"variable",NA,"value",NA,"TRUE",2021,2021,0,20011,"FALSE",NA,NA,NA,36,"FALSE"
"HAB","hab_sup","hab_sup_pat2021.csv","total_km2","km^2",NA,NA,NA,"~/github/pat/comunas/layers/hab_sup_pat2021.csv","rgn_id",NA,NA,NA,"total_km2",NA,"TRUE",2021,2021,8.315008,32645.91685,"FALSE",NA,NA,NA,36,"TRUE"
"resilience","protection_amp","protection_amp_pat2021.csv","resilience_score","scaled 0-1",NA,NA,NA,"~/github/pat/comunas/layers/protection_amp_pat2021.csv","rgn_id",NA,NA,NA,"resilience_score",NA,"TRUE",NA,NA,0,0.3782365,"FALSE",NA,NA,NA,36,"FALSE"
"resilience","protection_ramsar","protection_ramsar_pat2021.csv","resilience_score","scaled 0-1",NA,NA,NA,"~/github/pat/comunas/layers/protection_amp_pat2021.csv","rgn_id",NA,NA,NA,"resilience_score",NA,"TRUE",NA,NA,0.2199853,0.2199853,"FALSE",NA,NA,NA,36,"TRUE"
"resilience","wgi_all_pat2021.csv","wgi_all","resilience_score","scaled 0-1",NA,NA,NA,"~/github/pat/comunas/layers/wgi_all_pat2021.csv","rgn_id",NA,NA,NA,"resilience_score",NA,"TRUE",NA,NA,0.1036097,0.9107775,"FALSE",NA,NA,NA,36,"FALSE"
"resilience","cc_consumption_ernc","cc_investigation_pat2021.csv","resilience_score","scaled 0-1",NA,NA,NA,"~/github/pat/comunas/layers/cc_consumption_ernc_pat2021.csv","rgn_id",NA,NA,NA,"resilience_score",NA,"TRUE",NA,NA,0.04629675,1,"FALSE",NA,NA,NA,36,"FALSE"
"resilience","cc_investigation","cc_consumption_ernc_pat2021.csv","resilience_score","scaled 0-1",NA,NA,NA,"~/github/pat/comunas/layers/cc_consumption_ernc_pat2021.csv","rgn_id",NA,NA,NA,"resilience_score",NA,"TRUE",NA,NA,0.2061079,1,"FALSE",NA,NA,NA,36,"FALSE"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2061079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
