"";"Comuna";"MeanFactor";"SDFactor";"MedianFactor"
"1";"ANCUD";5,5301739718066;14,5756707057946;0,2065627655626
"2";"AYSÉN";5,7489010501652;6,29093619956773;3,94775268344848
"3";"CABO DE HORNOS(NAVARINO)";14,0073835641477;30,4724925359228;0,474585132744796
"4";"CALBUCO";2,96485646913759;7,32329167396143;0,00995229866039005
"5";"CASTRO";12,5510031903872;30,7791509481136;0,16181583252142
"6";"CHAITÉN";10,5139927084311;26,8972827903487;0,0441203569752314
"7";"CHONCHI";8,78064755314948;19,0825945149553;0,163146611171229
"8";"CISNES";4,65003803269372;13,522975459782;0,0261236117776107
"9";"COCHAMÓ";7,21750733340664;12,4491153007998;0,500281985890065
"10";"CURACO DE VÉLEZ";22,4651567341418;44,2836125429401;0,483585775177338
"11";"DALCAHUE";7,27193307585842;16,4178503006791;0,241320472476935
"12";"FRESIA";20,4206896551724;20,1496871684039;15,6172413793103
"13";"GUAITECAS";8,98760478861614;28,3053668701442;0,00696442008729851
"14";"HUALAIHUÉ";6,84620061335861;13,5237772041002;0,104668372825705
"15";"LOS MUERMOS";14,9084839973711;36,0042533021251;0,230311372344779
"16";"MAULLÍN";6,59866187678519;18,6734327893006;0,0549970146957583
"17";"NATALES";8,59567557237538;24,626624548004;0,00282584617859076
"18";"PORVENIR";12,7178258973515;19,8872737459868;0,497209658094202
"19";"PUERTO MONTT";3,75406127438126;6,58953664301625;0,0630719391972212
"20";"PUNTA ARENAS";8,40131209408876;21,3886486533358;0,0167548354116962
"21";"PUQUELDÓN";17,9633907775311;40,0592513335518;0,0385737948091975
"22";"PURRANQUE";17,5999027656542;35,0250567106994;0,653679988508668
"23";"QUEILÉN";12,6946637768196;32,969420478269;0,318505303949691
"24";"QUELLÓN";7,29194351406863;23,6097597886516;0,0249777277580163
"25";"QUEMCHI";13,4866330296125;27,9295181358823;0,590124652208158
"26";"QUINCHAO";12,5059837821371;22,8605571349569;1,04864098205176
"27";"RÍO VERDE";18,9043846542947;20,0886977728414;17,6447541160957
"28";"SAN JUAN DE LA COSTA";9,60614697809917;14,8293430889003;1,16223877141361
"29";"TORTEL";17,8233725630798;39,2368907390902;0,0262268632635683
