"rgn_id","sector","year","jobs"
1,"Pesca",2017,274
1,"Pesca",2018,190
1,"Pesca",2019,170
1,"Pesca",2020,170
1,"Pesca",2021,118
1,"Acuicultura",2017,1600
1,"Acuicultura",2018,1795
1,"Acuicultura",2019,817
1,"Acuicultura",2020,776
1,"Acuicultura",2021,384.5
1,"Transporte",2017,165
1,"Transporte",2018,198
1,"Transporte",2019,208
1,"Transporte",2020,201
1,"Transporte",2021,222.5
1,"Alojamiento",2017,204
1,"Alojamiento",2018,214
1,"Alojamiento",2019,227
1,"Alojamiento",2020,159
1,"Alojamiento",2021,170.5
1,"Turismo",2017,13
1,"Turismo",2018,12
1,"Turismo",2019,5
1,"Turismo",2020,9
1,"Turismo",2021,5
2,"Pesca",2017,1166
2,"Pesca",2018,44
2,"Pesca",2019,64
2,"Pesca",2020,62
2,"Pesca",2021,2
2,"Acuicultura",2017,1123
2,"Acuicultura",2018,734
2,"Acuicultura",2019,1059
2,"Acuicultura",2020,876
2,"Acuicultura",2021,844
2,"Transporte",2017,216
2,"Transporte",2018,636
2,"Transporte",2019,448
2,"Transporte",2020,792
2,"Transporte",2021,908
2,"Alojamiento",2017,195
2,"Alojamiento",2018,198
2,"Alojamiento",2019,193
2,"Alojamiento",2020,118
2,"Alojamiento",2021,117
2,"Turismo",2017,23
2,"Turismo",2018,24
2,"Turismo",2019,31
2,"Turismo",2020,25
2,"Turismo",2021,29
3,"Pesca",2017,24
3,"Pesca",2018,55
3,"Pesca",2019,2
3,"Pesca",2020,0
3,"Pesca",2021,29
3,"Acuicultura",2017,20
3,"Acuicultura",2018,0
3,"Acuicultura",2019,0
3,"Acuicultura",2020,22
3,"Acuicultura",2021,12
3,"Transporte",2017,0
3,"Transporte",2018,4
3,"Transporte",2019,8
3,"Transporte",2020,1
3,"Transporte",2021,5
3,"Alojamiento",2017,86
3,"Alojamiento",2018,101
3,"Alojamiento",2019,96
3,"Alojamiento",2020,84
3,"Alojamiento",2021,94
3,"Turismo",2017,49
3,"Turismo",2018,105
3,"Turismo",2019,129
3,"Turismo",2020,98
3,"Turismo",2021,138
4,"Pesca",2017,377
4,"Pesca",2018,423
4,"Pesca",2019,407
4,"Pesca",2020,361
4,"Pesca",2021,376
4,"Acuicultura",2017,1035
4,"Acuicultura",2018,895
4,"Acuicultura",2019,967
4,"Acuicultura",2020,1027
4,"Acuicultura",2021,993
4,"Transporte",2017,95
4,"Transporte",2018,61
4,"Transporte",2019,130
4,"Transporte",2020,141
4,"Transporte",2021,159
4,"Alojamiento",2017,33
4,"Alojamiento",2018,29
4,"Alojamiento",2019,30
4,"Alojamiento",2020,34
4,"Alojamiento",2021,33
4,"Turismo",2017,0
4,"Turismo",2018,2
4,"Turismo",2019,0
4,"Turismo",2020,0
4,"Turismo",2021,0
5,"Pesca",2017,80
5,"Pesca",2018,475
5,"Pesca",2019,227
5,"Pesca",2020,42
5,"Pesca",2021,116
5,"Acuicultura",2017,2243
5,"Acuicultura",2018,2199
5,"Acuicultura",2019,2593
5,"Acuicultura",2020,2387
5,"Acuicultura",2021,2562
5,"Transporte",2017,500
5,"Transporte",2018,456
5,"Transporte",2019,600
5,"Transporte",2020,583
5,"Transporte",2021,633
5,"Alojamiento",2017,535
5,"Alojamiento",2018,601
5,"Alojamiento",2019,575
5,"Alojamiento",2020,427
5,"Alojamiento",2021,447
5,"Turismo",2017,1
5,"Turismo",2018,64
5,"Turismo",2019,14
5,"Turismo",2020,55
5,"Turismo",2021,62
5,"Pesca",2017,6
5,"Pesca",2018,4
5,"Pesca",2019,6
5,"Pesca",2020,1
5,"Pesca",2021,2
6,"Acuicultura",2017,6
6,"Acuicultura",2018,7
6,"Acuicultura",2019,10
6,"Acuicultura",2020,25
6,"Acuicultura",2021,27
6,"Pesca",2017,NA
6,"Pesca",2018,NA
6,"Pesca",2019,NA
6,"Pesca",2020,NA
6,"Pesca",2021,NA
6,"Transporte",2017,35
6,"Transporte",2018,66
6,"Transporte",2019,64
6,"Transporte",2020,54
6,"Transporte",2021,69
6,"Alojamiento",2017,36
6,"Alojamiento",2018,67
6,"Alojamiento",2019,66
6,"Alojamiento",2020,50
6,"Alojamiento",2021,65
6,"Turismo",2017,5
6,"Turismo",2018,2
6,"Turismo",2019,5
6,"Turismo",2020,6
6,"Turismo",2021,6
7,"Pesca",2017,1062
7,"Pesca",2018,1025
7,"Pesca",2019,751
7,"Pesca",2020,1
7,"Pesca",2021,0
7,"Acuicultura",2017,3435
7,"Acuicultura",2018,3607
7,"Acuicultura",2019,4307
7,"Acuicultura",2020,4486
7,"Acuicultura",2021,4922
7,"Transporte",2017,137
7,"Transporte",2018,164
7,"Transporte",2019,187
7,"Transporte",2020,215
7,"Transporte",2021,240
7,"Alojamiento",2017,55
7,"Alojamiento",2018,60
7,"Alojamiento",2019,39
7,"Alojamiento",2020,36
7,"Alojamiento",2021,28
7,"Turismo",2017,2
7,"Turismo",2018,4
7,"Turismo",2019,2
7,"Turismo",2020,0
7,"Turismo",2021,0
8,"Pesca",2017,17
8,"Pesca",2018,19
8,"Pesca",2019,16
8,"Pesca",2020,11
8,"Pesca",2021,11
8,"Acuicultura",2017,411
8,"Acuicultura",2018,229
8,"Acuicultura",2019,369
8,"Acuicultura",2020,441
8,"Acuicultura",2021,420
8,"Transporte",2017,8
8,"Transporte",2018,121
8,"Transporte",2019,41
8,"Transporte",2020,17
8,"Transporte",2021,34
8,"Alojamiento",2017,89
8,"Alojamiento",2018,178
8,"Alojamiento",2019,133
8,"Alojamiento",2020,139
8,"Alojamiento",2021,161
8,"Turismo",2017,6
8,"Turismo",2018,2
8,"Turismo",2019,4
8,"Turismo",2020,3
8,"Turismo",2021,2
9,"Pesca",2017,2
9,"Pesca",2018,2
9,"Pesca",2019,1
9,"Pesca",2020,1
9,"Pesca",2021,1
9,"Acuicultura",2017,112
9,"Acuicultura",2018,86
9,"Acuicultura",2019,148
9,"Acuicultura",2020,164
9,"Acuicultura",2021,182
9,"Transporte",2017,0
9,"Transporte",2018,3
9,"Transporte",2019,2
9,"Transporte",2020,5
9,"Transporte",2021,6
9,"Alojamiento",2017,35
9,"Alojamiento",2018,38
9,"Alojamiento",2019,46
9,"Alojamiento",2020,30
9,"Alojamiento",2021,36
9,"Turismo",2017,19
9,"Turismo",2018,0
9,"Turismo",2019,28
9,"Turismo",2020,42
9,"Turismo",2021,47
10,"Pesca",2017,NA
10,"Pesca",2018,NA
10,"Pesca",2019,NA
10,"Pesca",2020,NA
10,"Pesca",2021,NA
10,"Acuicultura",2017,401
10,"Acuicultura",2018,452
10,"Acuicultura",2019,427
10,"Acuicultura",2020,464
10,"Acuicultura",2021,477
10,"Transporte",2017,6
10,"Transporte",2018,0
10,"Transporte",2019,0
10,"Transporte",2020,18
10,"Transporte",2021,15
10,"Turismo",2017,NA
10,"Turismo",2018,NA
10,"Turismo",2019,NA
10,"Turismo",2020,NA
10,"Turismo",2021,NA
10,"Alojamiento",2017,1
10,"Alojamiento",2018,2
10,"Alojamiento",2019,2
10,"Alojamiento",2020,2
10,"Alojamiento",2021,2
11,"Pesca",2017,98
11,"Pesca",2018,26
11,"Pesca",2019,44
11,"Pesca",2020,335
11,"Pesca",2021,308
11,"Acuicultura",2017,1857
11,"Acuicultura",2018,698
11,"Acuicultura",2019,1300
11,"Acuicultura",2020,640
11,"Acuicultura",2021,362
11,"Transporte",2017,124
11,"Transporte",2018,243
11,"Transporte",2019,197
11,"Transporte",2020,267
11,"Transporte",2021,304
11,"Alojamiento",2017,39
11,"Alojamiento",2018,57
11,"Alojamiento",2019,57
11,"Alojamiento",2020,49
11,"Alojamiento",2021,58
11,"Turismo",2017,1
11,"Turismo",2018,0
11,"Turismo",2019,0
11,"Turismo",2020,0
11,"Turismo",2021,0
12,"Pesca",2017,1
12,"Pesca",2018,0
12,"Pesca",2019,0
12,"Pesca",2020,0
12,"Pesca",2021,0
12,"Acuicultura",2017,NA
12,"Acuicultura",2018,NA
12,"Acuicultura",2019,NA
12,"Acuicultura",2020,NA
12,"Acuicultura",2021,NA
12,"Transporte",2017,NA
12,"Transporte",2018,1
12,"Transporte",2019,4
12,"Transporte",2020,4
12,"Transporte",2021,5
12,"Alojamiento",2017,3
12,"Alojamiento",2018,10
12,"Alojamiento",2019,9
12,"Alojamiento",2020,9
12,"Alojamiento",2021,12
12,"Turismo",2017,1
12,"Turismo",2018,0
12,"Turismo",2019,1
12,"Turismo",2020,0
12,"Turismo",2021,0
13,"Pesca",2017,12
13,"Pesca",2018,12
13,"Pesca",2019,3
13,"Pesca",2020,4
13,"Pesca",2021,0
13,"Acuicultura",2017,50
13,"Acuicultura",2018,53
13,"Acuicultura",2019,59
13,"Acuicultura",2020,23
13,"Acuicultura",2021,28
13,"Transporte",2017,13
13,"Transporte",2018,64
13,"Transporte",2019,56
13,"Transporte",2020,91
13,"Transporte",2021,113
13,"Turismo",2017,NA
13,"Turismo",2018,NA
13,"Turismo",2019,NA
13,"Turismo",2020,NA
13,"Turismo",2021,NA
13,"Alojamiento",2017,33
13,"Alojamiento",2018,27
13,"Alojamiento",2019,23
13,"Alojamiento",2020,11
13,"Alojamiento",2021,10
14,"Pesca",2017,10
14,"Pesca",2018,9
14,"Pesca",2019,0
14,"Pesca",2020,61
14,"Pesca",2021,92
14,"Acuicultura",2017,149
14,"Acuicultura",2018,124
14,"Acuicultura",2019,118
14,"Acuicultura",2020,132
14,"Acuicultura",2021,117
14,"Transporte",2017,3
14,"Transporte",2018,4
14,"Transporte",2019,5
14,"Transporte",2020,2
14,"Transporte",2021,3
14,"Alojamiento",2017,55
14,"Alojamiento",2018,76
14,"Alojamiento",2019,92
14,"Alojamiento",2020,73
14,"Alojamiento",2021,92
14,"Turismo",2017,2
14,"Turismo",2018,8
14,"Turismo",2019,14
14,"Turismo",2020,13
14,"Turismo",2021,19
15,"Alojamiento",2017,9
15,"Alojamiento",2018,1
15,"Alojamiento",2019,2
15,"Alojamiento",2020,3
15,"Alojamiento",2021,0
15,"Pesca",2017,NA
15,"Pesca",2018,NA
15,"Pesca",2019,NA
15,"Pesca",2020,NA
15,"Pesca",2021,NA
15,"Acuicultura",2017,NA
15,"Acuicultura",2018,NA
15,"Acuicultura",2019,NA
15,"Acuicultura",2020,NA
15,"Acuicultura",2021,NA
15,"Transporte",2017,NA
15,"Transporte",2018,NA
15,"Transporte",2019,NA
15,"Transporte",2020,NA
15,"Transporte",2021,NA
15,"Turismo",2017,NA
15,"Turismo",2018,NA
15,"Turismo",2019,NA
15,"Turismo",2020,NA
15,"Turismo",2021,NA
16,"Pesca",2017,2
16,"Pesca",2018,3
16,"Pesca",2019,2
16,"Pesca",2020,0
16,"Pesca",2021,0
16,"Acuicultura",2017,0
16,"Acuicultura",2018,0
16,"Acuicultura",2019,0
16,"Acuicultura",2020,7
16,"Acuicultura",2021,7
16,"Transporte",2017,0
16,"Transporte",2018,0
16,"Transporte",2019,0
16,"Transporte",2020,2
16,"Transporte",2021,2
16,"Alojamiento",2017,14
16,"Alojamiento",2018,7
16,"Alojamiento",2019,13
16,"Alojamiento",2020,3
16,"Alojamiento",2021,2.5
16,"Turismo",2017,NA
16,"Turismo",2018,NA
16,"Turismo",2019,NA
16,"Turismo",2020,NA
16,"Turismo",2021,NA
17,"Pesca",2017,55
17,"Pesca",2018,64
17,"Pesca",2019,97
17,"Pesca",2020,60
17,"Pesca",2021,93
17,"Acuicultura",2017,153
17,"Acuicultura",2018,259
17,"Acuicultura",2019,274
17,"Acuicultura",2020,151
17,"Acuicultura",2021,212
