"rgn_id","sector","year","wage_usd"
6,"Acuicultura",2020,100875
6,"Acuicultura",2021,108945
6,"Transporte",2017,174090
6,"Transporte",2018,328284
6,"Transporte",2019,318336
6,"Transporte",2020,268596
6,"Transporte",2021,343206
6,"Turismo",2017,20445
6,"Turismo",2018,8178
6,"Turismo",2019,20445
6,"Turismo",2020,24534
6,"Turismo",2021,24534
6,"Alojamiento",2017,87262.5689
6,"Alojamiento",2018,302208.8173
6,"Alojamiento",2019,280399.028
6,"Alojamiento",2020,162273.2033
6,"Alojamiento",2021,258841.43285
6,"Pesca",2017,NA
6,"Pesca",2018,NA
6,"Pesca",2019,NA
6,"Pesca",2020,NA
6,"Pesca",2021,NA
7,"Acuicultura",2017,137284605.2305
7,"Acuicultura",2018,116470007.3355
7,"Acuicultura",2019,185486489.1425
7,"Acuicultura",2020,212504513.0845
7,"Acuicultura",2021,255155087.378103
7,"Transporte",2017,560193
7,"Transporte",2018,670596
7,"Transporte",2019,764643
7,"Transporte",2020,879135
7,"Transporte",2021,981360
7,"Pesca",2017,4599522
7,"Pesca",2018,4439275
7,"Pesca",2019,3252581
7,"Pesca",2020,4331
7,"Pesca",2021,0
7,"Turismo",2017,8178
7,"Turismo",2018,16356
7,"Turismo",2019,8178
7,"Turismo",2020,0
7,"Turismo",2021,0
7,"Alojamiento",2017,95741.5251
7,"Alojamiento",2018,58191.2318
7,"Alojamiento",2019,26575.0693
7,"Alojamiento",2020,53570.2297
7,"Alojamiento",2021,18987.0018
8,"Pesca",2017,73627
8,"Pesca",2018,82289
8,"Pesca",2019,69296
8,"Pesca",2020,47641
8,"Pesca",2021,16709.356299984
8,"Acuicultura",2017,12947701.949
8,"Acuicultura",2018,8977393.7435
8,"Acuicultura",2019,12635190.2495
8,"Acuicultura",2020,14660540.9405
8,"Acuicultura",2021,16466227.3412
8,"Transporte",2017,39792
8,"Transporte",2018,601854
8,"Transporte",2019,203934
8,"Transporte",2020,84558
8,"Transporte",2021,169116
8,"Turismo",2017,24534
8,"Turismo",2018,8178
8,"Turismo",2019,16356
8,"Turismo",2020,12267
8,"Turismo",2021,8178
8,"Alojamiento",2017,69800.4944
8,"Alojamiento",2018,72856.4187
8,"Alojamiento",2019,227214.3939
8,"Alojamiento",2020,156754.6019
8,"Alojamiento",2021,235461.55165
9,"Acuicultura",2017,4070893.6905
9,"Acuicultura",2018,4436996.8825
9,"Acuicultura",2019,8014482.021
9,"Acuicultura",2020,9249863.896
9,"Acuicultura",2021,11716651.9925002
9,"Transporte",2017,0
9,"Transporte",2018,12267
9,"Transporte",2019,8178
9,"Transporte",2020,20445
9,"Transporte",2021,24534
9,"Pesca",2017,8662
9,"Pesca",2018,8662
9,"Pesca",2019,4331
9,"Pesca",2020,4331
9,"Pesca",2021,4331
9,"Turismo",2017,0
9,"Turismo",2018,0
9,"Turismo",2019,114492
9,"Turismo",2020,171738
9,"Turismo",2021,192183
9,"Alojamiento",2017,5142.5062
9,"Alojamiento",2018,17422.0748
9,"Alojamiento",2019,84420.7806
9,"Alojamiento",2020,37669.6515
9,"Alojamiento",2021,77308.7887
10,"Pesca",2017,NA
10,"Pesca",2018,NA
10,"Pesca",2019,NA
10,"Pesca",2020,NA
10,"Pesca",2021,NA
10,"Turismo",2017,NA
10,"Turismo",2018,NA
10,"Turismo",2019,NA
10,"Turismo",2020,NA
10,"Turismo",2021,NA
10,"Acuicultura",2017,13851519.864
10,"Acuicultura",2018,16197110.566
10,"Acuicultura",2019,20842391.843
10,"Acuicultura",2020,26693248.8095
10,"Acuicultura",2021,31119707.1094008
10,"Alojamiento",2017,1449
10,"Alojamiento",2018,2898
10,"Alojamiento",2019,2898
10,"Alojamiento",2020,2898
10,"Alojamiento",2021,2898
10,"Transporte",2017,29844
10,"Transporte",2018,0
10,"Transporte",2019,0
10,"Transporte",2020,89532
10,"Transporte",2021,74610
11,"Pesca",2017,241149.181
11,"Pesca",2018,490517.5275
11,"Pesca",2019,1606893.6975
11,"Pesca",2020,900177.4145
11,"Pesca",2021,1478533.52919999
11,"Acuicultura",2017,62326858.2755
11,"Acuicultura",2018,27867019.271
11,"Acuicultura",2019,43892528.862
11,"Acuicultura",2020,23120651.099
11,"Acuicultura",2021,21689613.5001031
11,"Transporte",2017,0
11,"Transporte",2018,0
11,"Transporte",2019,4401555.1125
11,"Transporte",2020,4683837.067
11,"Transporte",2021,7381226.52539959
11,"Turismo",2017,4089
11,"Turismo",2018,NA
11,"Turismo",2019,NA
11,"Turismo",2020,NA
11,"Turismo",2021,NA
11,"Alojamiento",2017,27632.5543
11,"Alojamiento",2018,42268.3352
11,"Alojamiento",2019,30686.2543
11,"Alojamiento",2020,23123.8605
11,"Alojamiento",2021,24650.7105
12,"Acuicultura",2017,4035
12,"Acuicultura",2018,0
12,"Acuicultura",2019,0
12,"Acuicultura",2020,0
12,"Acuicultura",2021,0
12,"Transporte",2017,4974
12,"Transporte",2018,19896
12,"Transporte",2019,19896
12,"Transporte",2020,24870
12,"Transporte",2021,14922
12,"Turismo",2017,4089
12,"Turismo",2018,0
12,"Turismo",2019,4089
12,"Turismo",2020,0
12,"Turismo",2021,0
12,"Pesca",2017,4331
12,"Pesca",2018,0
12,"Pesca",2019,0
12,"Pesca",2020,0
12,"Pesca",2021,0
12,"Alojamiento",2017,4347
12,"Alojamiento",2018,14490
12,"Alojamiento",2019,13041
12,"Alojamiento",2020,13041
12,"Alojamiento",2021,17388
13,"Pesca",2017,51972
13,"Pesca",2018,51972
13,"Pesca",2019,12993
13,"Pesca",2020,17324
13,"Pesca",2021,0
13,"Acuicultura",2017,201750
13,"Acuicultura",2018,213855
13,"Acuicultura",2019,238065
13,"Acuicultura",2020,92805
13,"Acuicultura",2021,112980
13,"Alojamiento",2017,123001.6788
13,"Alojamiento",2018,24160.6859
13,"Alojamiento",2019,0
13,"Alojamiento",2020,0
13,"Alojamiento",2021,0
13,"Turismo",2017,NA
13,"Turismo",2018,NA
13,"Turismo",2019,NA
13,"Turismo",2020,NA
13,"Turismo",2021,NA
13,"Transporte",2017,64662
13,"Transporte",2018,318336
13,"Transporte",2019,278544
13,"Transporte",2020,452634
13,"Transporte",2021,562062
14,"Pesca",2017,226931.5685
14,"Pesca",2018,167814.01
14,"Pesca",2019,0
14,"Pesca",2020,264191
14,"Pesca",2021,398452
14,"Acuicultura",2017,2052015.147
14,"Acuicultura",2018,2112688.396
14,"Acuicultura",2019,2176495.4575
14,"Acuicultura",2020,4865575.7605
14,"Acuicultura",2021,5453810.70779989
14,"Transporte",2017,14922
14,"Transporte",2018,19896
14,"Transporte",2019,24870
14,"Transporte",2020,9948
14,"Transporte",2021,14922
14,"Turismo",2017,8178
14,"Turismo",2018,32712
14,"Turismo",2019,57246
14,"Turismo",2020,53157
14,"Turismo",2021,77691
14,"Alojamiento",2017,12876.6235
14,"Alojamiento",2018,26392.2997
14,"Alojamiento",2019,166142.7313
14,"Alojamiento",2020,98016.984
14,"Alojamiento",2021,174650.0379
15,"Pesca",2017,NA
15,"Pesca",2018,NA
15,"Pesca",2019,NA
15,"Pesca",2020,NA
15,"Pesca",2021,NA
15,"Acuicultura",2017,NA
15,"Acuicultura",2018,NA
15,"Acuicultura",2019,NA
15,"Acuicultura",2020,NA
15,"Acuicultura",2021,NA
15,"Transporte",2017,NA
15,"Transporte",2018,NA
15,"Transporte",2019,NA
15,"Transporte",2020,NA
15,"Transporte",2021,NA
15,"Turismo",2017,NA
15,"Turismo",2018,NA
15,"Turismo",2019,NA
15,"Turismo",2020,NA
15,"Turismo",2021,NA
15,"Alojamiento",2017,13041
15,"Alojamiento",2018,1449
15,"Alojamiento",2019,2898
15,"Alojamiento",2020,4347
15,"Alojamiento",2021,0
16,"Pesca",2017,8662
16,"Pesca",2018,12993
16,"Pesca",2019,8662
16,"Pesca",2020,0
16,"Pesca",2021,0
16,"Acuicultura",2017,28245
16,"Acuicultura",2018,28245
16,"Acuicultura",2019,0
16,"Acuicultura",2020,0
16,"Acuicultura",2021,0
16,"Transporte",2017,0
16,"Transporte",2018,0
16,"Transporte",2019,0
16,"Transporte",2020,9948
16,"Transporte",2021,9948
16,"Turismo",2017,NA
16,"Turismo",2018,NA
16,"Turismo",2019,NA
16,"Turismo",2020,NA
16,"Turismo",2021,NA
16,"Alojamiento",2017,20286
16,"Alojamiento",2018,10143
16,"Alojamiento",2019,18837
16,"Alojamiento",2020,4347
16,"Alojamiento",2021,3622.5
17,"Pesca",2017,238205
17,"Pesca",2018,277184
17,"Pesca",2019,420107
17,"Pesca",2020,259860
17,"Pesca",2021,402783
17,"Acuicultura",2017,9094838.48
17,"Acuicultura",2018,13257067.9605
17,"Acuicultura",2019,8408482.082
17,"Acuicultura",2020,9254360.752
17,"Acuicultura",2021,7346830.85499994
17,"Alojamiento",2017,8694
17,"Alojamiento",2018,18837
17,"Alojamiento",2019,13041
17,"Alojamiento",2020,10143
17,"Alojamiento",2021,13041
17,"Transporte",2017,0
17,"Transporte",2018,0
17,"Transporte",2019,0
17,"Transporte",2020,4974
17,"Transporte",2021,4974
17,"Turismo",2017,0
17,"Turismo",2018,4089
17,"Turismo",2019,0
17,"Turismo",2020,0
17,"Turismo",2021,0
18,"Pesca",2017,15998698.6705
18,"Pesca",2018,10008824.462
18,"Pesca",2019,34607807.7345
18,"Pesca",2020,13080314.338
18,"Pesca",2021,22336230.7805001
18,"Acuicultura",2017,20671537.705
18,"Acuicultura",2018,36755754.49
18,"Acuicultura",2019,37713933.166
18,"Acuicultura",2020,43868652.5095
18,"Acuicultura",2021,48891346.9407999
18,"Alojamiento",2017,1897581.9603
18,"Alojamiento",2018,4303937.1453
18,"Alojamiento",2019,5436114.8556
18,"Alojamiento",2020,2752122.9593
18,"Alojamiento",2021,4521389.40695
18,"Transporte",2017,1586324.012
18,"Transporte",2018,3480972.95
18,"Transporte",2019,8672624.87
18,"Transporte",2020,18936247.421
18,"Transporte",2021,24482892.8708012
18,"Turismo",2017,14082109.0865
18,"Turismo",2018,43539903.043
18,"Turismo",2019,49728574.441
18,"Turismo",2020,23476963.601
18,"Turismo",2021,27831403.0631008
19,"Alojamiento",2017,41429.2086
19,"Alojamiento",2018,71631.6211
19,"Alojamiento",2019,109442.2706
19,"Alojamiento",2020,216142.771
19,"Alojamiento",2021,250149.302
19,"Pesca",2017,12179737.115
19,"Pesca",2018,2007129.7155
19,"Pesca",2019,2195560.913
19,"Pesca",2020,3271330.79
19,"Pesca",2021,1565022.00399928
19,"Acuicultura",2017,5753910
19,"Acuicultura",2018,5398830
19,"Acuicultura",2019,653670
19,"Acuicultura",2020,1149975
19,"Acuicultura",2021,0
19,"Transporte",2017,875424
19,"Transporte",2018,726204
19,"Transporte",2019,731178
19,"Transporte",2020,785892
19,"Transporte",2021,716256
19,"Turismo",2017,16356
19,"Turismo",2018,53157
19,"Turismo",2019,16356
19,"Turismo",2020,0
19,"Turismo",2021,8178
20,"Alojamiento",2017,56511
20,"Alojamiento",2018,59409
20,"Alojamiento",2019,43470
20,"Alojamiento",2020,30429
20,"Alojamiento",2021,26082
20,"Pesca",2017,NA
20,"Pesca",2018,NA
20,"Pesca",2019,NA
20,"Pesca",2020,NA
20,"Pesca",2021,NA
20,"Acuicultura",2017,NA
20,"Acuicultura",2018,NA
20,"Acuicultura",2019,NA
20,"Acuicultura",2020,NA
20,"Acuicultura",2021,NA
20,"Transporte",2017,NA
20,"Transporte",2018,NA
20,"Transporte",2019,NA
20,"Transporte",2020,NA
20,"Transporte",2021,NA
20,"Turismo",2017,NA
20,"Turismo",2018,NA
20,"Turismo",2019,NA
20,"Turismo",2020,NA
20,"Turismo",2021,NA
21,"Alojamiento",2017,3444367.9088
21,"Alojamiento",2018,3202248.0659
21,"Alojamiento",2019,2855844.2926
21,"Alojamiento",2020,2032904.1499
21,"Alojamiento",2021,1738642.3418
22,"Pesca",2017,227304831.299
21,"Pesca",2018,426629707.322
21,"Pesca",2019,264678212.071
21,"Pesca",2020,283990514.353
21,"Pesca",2021,230547052.863397
21,"Acuicultura",2017,1569483897.2085
21,"Acuicultura",2018,1548922523.239
21,"Acuicultura",2019,1591459772.539
21,"Acuicultura",2020,2231679560.11
21,"Acuicultura",2021,2381133592.41031
21,"Transporte",2017,126905789.01
21,"Transporte",2018,222458474.056
21,"Transporte",2019,299674290.5975
21,"Transporte",2020,278688194.6485
21,"Transporte",2021,339931002.392807
21,"Turismo",2017,7998934.3525
21,"Turismo",2018,11046042.5075
21,"Turismo",2019,12397087.794
21,"Turismo",2020,7719497.24
21,"Turismo",2021,8204027.93210001
22,"Acuicultura",2017,156037409.164
22,"Acuicultura",2018,173693650.5395
22,"Acuicultura",2019,188415400.446
22,"Acuicultura",2020,254442774.04
22,"Acuicultura",2021,280012546.977798
22,"Pesca",2017,0
22,"Pesca",2018,0
22,"Pesca",2019,148991779.2545
22,"Pesca",2020,0
22,"Pesca",2021,59596711.7017979
22,"Alojamiento",2017,6242567.1295
22,"Alojamiento",2018,8451644.2842
22,"Alojamiento",2019,8017338.1353
22,"Alojamiento",2020,3558252.1442
22,"Alojamiento",2021,4445637.6471
22,"Transporte",2017,0
22,"Transporte",2018,8511238.1445
22,"Transporte",2019,17930396.5295
22,"Transporte",2020,31795197.161
22,"Transporte",2021,41921899.9471978
22,"Turismo",2017,24378002.649
22,"Turismo",2018,39579455.461
22,"Turismo",2019,94168425.3055
22,"Turismo",2020,31777168.8325
22,"Turismo",2021,55092590.007001
23,"Pesca",2017,82786695.4005
23,"Pesca",2018,79237022.683
23,"Pesca",2019,115840717.993
23,"Pesca",2020,142721561.437
23,"Pesca",2021,169350012.768305
23,"Acuicultura",2017,30961789.0855
23,"Acuicultura",2018,30533740.6465
23,"Acuicultura",2019,33678849.386
23,"Acuicultura",2020,35215849.1685
23,"Acuicultura",2021,37324704.6808997
23,"Alojamiento",2017,9000812.1918
23,"Alojamiento",2018,8192464.7389
23,"Alojamiento",2019,9362830.7396
23,"Alojamiento",2020,5757688.7303
23,"Alojamiento",2021,5938698.0042
23,"Transporte",2017,10790254.7935
23,"Transporte",2018,8007361.999
23,"Transporte",2019,10932052.222
23,"Transporte",2020,4464813.262
23,"Transporte",2021,4369601.04490002
23,"Turismo",2017,33729929.87
23,"Turismo",2018,28573771.1805
23,"Turismo",2019,31982391.987
23,"Turismo",2020,12375461.189
23,"Turismo",2021,9468015.77539903
24,"Acuicultura",2017,445448.6855
24,"Acuicultura",2018,1327484.2945
24,"Acuicultura",2019,0
24,"Acuicultura",2020,4361163.898
24,"Acuicultura",2021,4613313.22270025
24,"Pesca",2017,8662
24,"Pesca",2018,25986
24,"Pesca",2019,12993
24,"Pesca",2020,0
24,"Pesca",2021,4331
24,"Transporte",2017,94506
24,"Transporte",2018,109428
24,"Transporte",2019,99480
24,"Transporte",2020,109428
24,"Transporte",2021,114402
24,"Turismo",2017,NA
24,"Turismo",2018,NA
24,"Turismo",2019,NA
24,"Turismo",2020,NA
24,"Turismo",2021,NA
24,"Alojamiento",2017,0
24,"Alojamiento",2018,2003.1518
24,"Alojamiento",2019,9533.5383
24,"Alojamiento",2020,5891.5298
24,"Alojamiento",2021,10658.29895
25,"Transporte",2017,NA
25,"Transporte",2018,NA
25,"Transporte",2019,NA
25,"Transporte",2020,NA
25,"Transporte",2021,NA
25,"Acuicultura",2017,NA
25,"Acuicultura",2018,NA
25,"Acuicultura",2019,NA
25,"Acuicultura",2020,NA
25,"Acuicultura",2021,NA
25,"Pesca",2017,NA
25,"Pesca",2018,NA
25,"Pesca",2019,NA
25,"Pesca",2020,NA
25,"Pesca",2021,NA
25,"Turismo",2017,24588
25,"Turismo",2018,0
25,"Turismo",2019,0
25,"Turismo",2020,20490
25,"Turismo",2021,8196
25,"Alojamiento",2017,20286
25,"Alojamiento",2018,37674
25,"Alojamiento",2019,27531
25,"Alojamiento",2020,13041
25,"Alojamiento",2021,17388
26,"Pesca",2017,6004858.4505
26,"Pesca",2018,9725427.53
26,"Pesca",2019,6444857.601
26,"Pesca",2020,8289213.7965
26,"Pesca",2021,7433856.89410013
26,"Acuicultura",2017,1899693.3865
26,"Acuicultura",2018,1584760.4045
26,"Acuicultura",2019,1846809.146
26,"Acuicultura",2020,1298848.5055
26,"Acuicultura",2021,1283499.02590003
26,"Alojamiento",2017,4347
26,"Alojamiento",2018,8694
26,"Alojamiento",2019,2898
26,"Alojamiento",2020,4347
26,"Alojamiento",2021,4347
26,"Transporte",2017,54714
26,"Transporte",2018,49740
26,"Transporte",2019,34818
26,"Transporte",2020,159168
26,"Transporte",2021,149220
26,"Turismo",2017,0
26,"Turismo",2018,4089
26,"Turismo",2019,0
26,"Turismo",2020,0
26,"Turismo",2021,0
27,"Pesca",2017,70923408.6925
27,"Pesca",2018,71091834.9505
27,"Pesca",2019,87964784.18
27,"Pesca",2020,95776408.91
27,"Pesca",2021,107496188.6453
27,"Acuicultura",2017,36738488.8325
27,"Acuicultura",2018,47511609.9185
27,"Acuicultura",2019,39707610.579
27,"Acuicultura",2020,41426780.5315
27,"Acuicultura",2021,39242839.1355001
27,"Alojamiento",2017,73426.4427
27,"Alojamiento",2018,456188.1714
27,"Alojamiento",2019,601269.4584
27,"Alojamiento",2020,566306.403
27,"Alojamiento",2021,830227.91085
27,"Transporte",2017,454616.5715
27,"Transporte",2018,9461716.2185
27,"Transporte",2019,9910339.621
27,"Transporte",2020,14613634.035
27,"Transporte",2021,17624886.8886991
27,"Turismo",2017,65424
27,"Turismo",2018,12267
27,"Turismo",2019,8178
27,"Turismo",2020,0
27,"Turismo",2021,0
28,"Pesca",2017,65424
28,"Pesca",2018,12267
28,"Pesca",2019,8178
28,"Pesca",2020,0
28,"Pesca",2021,0
28,"Acuicultura",2017,65424
28,"Acuicultura",2018,12267
28,"Acuicultura",2019,8178
28,"Acuicultura",2020,0
28,"Acuicultura",2021,0
28,"Alojamiento",2017,65424
28,"Alojamiento",2018,12267
28,"Alojamiento",2019,8178
28,"Alojamiento",2020,0
28,"Alojamiento",2021,0
28,"Transporte",2017,65424
28,"Transporte",2018,12267
28,"Transporte",2019,8178
28,"Transporte",2020,0
28,"Transporte",2021,0
28,"Turismo",2017,65424
28,"Turismo",2018,12267
28,"Turismo",2019,8178
28,"Turismo",2020,0
28,"Turismo",2021,0
29,"Pesca",2017,65424
29,"Pesca",2018,12267
29,"Pesca",2019,8178
29,"Pesca",2020,0
29,"Pesca",2021,0
29,"Acuicultura",2017,65424
29,"Acuicultura",2018,12267
29,"Acuicultura",2019,8178
29,"Acuicultura",2020,0
29,"Acuicultura",2021,0
29,"Alojamiento",2017,65424
29,"Alojamiento",2018,12267
29,"Alojamiento",2019,8178
29,"Alojamiento",2020,0
29,"Alojamiento",2021,0
29,"Transporte",2017,65424
29,"Transporte",2018,12267
29,"Transporte",2019,8178
29,"Transporte",2020,0
29,"Transporte",2021,0
29,"Turismo",2017,65424
29,"Turismo",2018,12267
29,"Turismo",2019,8178
29,"Turismo",2020,0
29,"Turismo",2021,0
30,"Acuicultura",2017,65424
30,"Acuicultura",2018,12267
30,"Acuicultura",2019,8178
30,"Acuicultura",2020,0
30,"Acuicultura",2021,0
30,"Alojamiento",2017,65424
30,"Alojamiento",2018,12267
30,"Alojamiento",2019,8178
30,"Alojamiento",2020,0
30,"Alojamiento",2021,0
30,"Transporte",2017,65424
30,"Transporte",2018,12267
30,"Transporte",2019,8178
30,"Transporte",2020,0
30,"Transporte",2021,0
30,"Turismo",2017,65424
30,"Turismo",2018,12267
30,"Turismo",2019,8178
30,"Turismo",2020,0
30,"Turismo",2021,0
30,"Pesca",2017,65424
30,"Pesca",2018,12267
30,"Pesca",2019,8178
30,"Pesca",2020,0
30,"Pesca",2021,0
31,"Pesca",2017,65424
31,"Pesca",2018,12267
31,"Pesca",2019,8178
31,"Pesca",2020,0
31,"Pesca",2021,0
31,"Acuicultura",2017,65424
31,"Acuicultura",2018,12267
31,"Acuicultura",2019,8178
31,"Acuicultura",2020,0
31,"Acuicultura",2021,0
31,"Alojamiento",2017,65424
31,"Alojamiento",2018,12267
31,"Alojamiento",2019,8178
31,"Alojamiento",2020,0
31,"Alojamiento",2021,0
31,"Transporte",2017,65424
31,"Transporte",2018,12267
31,"Transporte",2019,8178
31,"Transporte",2020,0
31,"Transporte",2021,0
31,"Turismo",2017,65424
31,"Turismo",2018,12267
31,"Turismo",2019,8178
31,"Turismo",2020,0
31,"Turismo",2021,0
31,"Pesca",2017,65424
31,"Pesca",2018,12267
32,"Pesca",2019,8178
32,"Pesca",2020,0
32,"Pesca",2021,0
32,"Acuicultura",2017,65424
32,"Acuicultura",2018,12267
32,"Acuicultura",2019,8178
32,"Acuicultura",2020,0
32,"Acuicultura",2021,0
32,"Alojamiento",2017,65424
32,"Alojamiento",2018,12267
32,"Alojamiento",2019,8178
32,"Alojamiento",2020,0
32,"Alojamiento",2021,0
32,"Transporte",2017,65424
32,"Transporte",2018,12267
32,"Transporte",2019,8178
32,"Transporte",2020,0
32,"Transporte",2021,0
32,"Turismo",2017,65424
32,"Turismo",2018,12267
32,"Turismo",2019,8178
32,"Turismo",2020,0
32,"Turismo",2021,0
33,"Acuicultura",2017,65424
33,"Acuicultura",2018,12267
33,"Acuicultura",2019,8178
33,"Acuicultura",2020,0
33,"Acuicultura",2021,0
33,"Alojamiento",2017,65424
33,"Alojamiento",2018,12267
33,"Alojamiento",2019,8178
33,"Alojamiento",2020,0
33,"Alojamiento",2021,0
33,"Transporte",2017,65424
33,"Transporte",2018,12267
33,"Transporte",2019,8178
33,"Transporte",2020,0
33,"Transporte",2021,0
33,"Turismo",2017,65424
33,"Turismo",2018,12267
33,"Turismo",2019,8178
33,"Turismo",2020,0
33,"Turismo",2021,0
33,"Turismo",2017,65424
33,"Turismo",2018,12267
33,"Turismo",2019,8178
33,"Turismo",2020,0
33,"Turismo",2021,0
34,"Turismo",2017,65424
34,"Turismo",2018,12267
34,"Turismo",2019,8178
34,"Turismo",2020,0
34,"Turismo",2021,0
34,"Acuicultura",2017,65424
34,"Acuicultura",2018,12267
34,"Acuicultura",2019,8178
34,"Acuicultura",2020,0
34,"Acuicultura",2021,0
34,"Pesca",2017,65424
34,"Pesca",2018,12267
34,"Pesca",2019,8178
34,"Pesca",2020,0
34,"Pesca",2021,0
34,"Transporte",2017,65424
34,"Transporte",2018,12267
34,"Transporte",2019,8178
34,"Transporte",2020,0
34,"Transporte",2021,0
34,"Turismo",2017,65424
34,"Turismo",2018,12267
34,"Turismo",2019,8178
34,"Turismo",2020,0
34,"Turismo",2021,0
34,"Alojamiento",2017,65424
34,"Alojamiento",2018,12267
34,"Alojamiento",2019,8178
34,"Alojamiento",2020,0
34,"Alojamiento",2021,0
35,"Turismo",2017,65424
35,"Turismo",2018,12267
35,"Turismo",2019,8178
35,"Turismo",2020,0
35,"Turismo",2021,0
35,"Acuicultura",2017,65424
35,"Acuicultura",2018,12267
35,"Acuicultura",2019,8178
35,"Acuicultura",2020,0
35,"Acuicultura",2021,0
35,"Pesca",2017,65424
35,"Pesca",2018,12267
35,"Pesca",2019,8178
35,"Pesca",2020,0
35,"Pesca",2021,0
35,"Transporte",2017,65424
35,"Transporte",2018,12267
35,"Transporte",2019,8178
35,"Transporte",2020,0
35,"Transporte",2021,0
35,"Turismo",2017,65424
35,"Turismo",2018,12267
35,"Turismo",2019,8178
35,"Turismo",2020,0
35,"Turismo",2021,0
