"rgn_id","Year","Spp","Meanlandings"
1,2017,"ALMEJA",2.49297652347652
1,2017,"BACALAO DE PROFUNDIDAD",670.562379844961
1,2017,"CARACOL PALO PALO",35.0717804878049
1,2017,"CARACOL PICUYO",0.547222222222222
1,2017,"CARACOL TEGULA",0.015
1,2017,"CENTOLLA",224.179120622568
1,2017,"CHOLGA",0.201636363636364
1,2017,"CHORITO",0.2765
1,2017,"CHORO",0.786568345323741
1,2017,"CONGRIO COLORADO",0.205940594059406
1,2017,"CONGRIO DORADO",0.200122807017544
1,2017,"CONGRIO NEGRO",0.0505454545454545
1,2017,"CORVINA",0.121828571428571
1,2017,"CULENGUE",13.9418403361345
1,2017,"ERIZO",0.48460103626943
1,2017,"HUEPO O NAVAJA DE MAR",0.827588235294118
1,2017,"HUIRO",0.356666666666667
1,2017,"HUIRO PALO",0.02
1,2017,"JAIBA MARMOLA",635.538845528455
1,2017,"JAIBA PANCHOTE O CANGREJO",0.207746987951807
1,2017,"JAIBA PELUDA O PACHONA",0.172821428571429
1,2017,"JAIBA REINA",0.129
1,2017,"LAPA NEGRA",0.03
1,2017,"LUGA-ROJA",695.263184615385
1,2017,"LUGA NEGRA O CRESPA",0.821
1,2017,"MERLUZA DEL SUR O AUSTRAL",177.413058577406
1,2017,"NAVAJUELA",0.056
1,2017,"OSTRA CHILENA",0.175846153846154
1,2017,"PEJEGALLO",14.0174842767296
1,2017,"PEJERREY DE MAR",0.211581818181818
1,2017,"PELILLO",1.92833333333333
1,2017,"PEPINO DE MAR",802.452289473684
1,2017,"PICOROCO",0.05
1,2017,"PIURE",0.442571428571429
1,2017,"PULPO DEL SUR",62.1178346774194
1,2017,"REINETA",2.505
1,2017,"ROBALO",0.116090909090909
1,2017,"ROLLIZO",0.0889587628865979
1,2017,"SIERRA",0.0347
1,2017,"TAQUILLA",0.905714285714286
1,2017,"TOLLO",0.1734
1,2017,"TUMBAO",37.2130196078431
1,2018,"ALMEJA",6.11564661654135
1,2018,"BACALAO DE PROFUNDIDAD",512.770375
1,2018,"CABRILLA ESPAÑOLA",0.005
1,2018,"CARACOL PALO PALO",51.378671875
1,2018,"CARACOL PICUYO",0.1585
1,2018,"CENTOLLA",401.029571875
1,2018,"CHANCHARRO",0.0235
1,2018,"CHICOREA DE MAR",3
1,2018,"CHOLGA",2.20506666666667
1,2018,"CHORITO",0.457869158878505
1,2018,"CHORO",0.442391304347826
1,2018,"COCHAYUYO",0.015
1,2018,"COJINOBA DEL SUR O AZUL",0.045
1,2018,"CONGRIO COLORADO",0.0870140186915888
1,2018,"CONGRIO DORADO",5.54647120418848
1,2018,"CONGRIO NEGRO",0.046
1,2018,"CORVINA",20.9640619469027
1,2018,"CULENGUE",12.6884812834225
1,2018,"ERIZO",4.62752140077821
1,2018,"HUEPO O NAVAJA DE MAR",0.801655172413793
1,2018,"HUIRO",0.575
1,2018,"JAIBA MARMOLA",709.341685805423
1,2018,"JAIBA MORA",0.015
1,2018,"JAIBA PANCHOTE O CANGREJO",0.164283783783784
1,2018,"JAIBA PANCORA",0.084
1,2018,"JAIBA PELUDA O PACHONA",0.143346153846154
1,2018,"JAIBA REINA",0.0782142857142857
1,2018,"JAIBA REMADORA",0.018
1,2018,"JUREL",1
1,2018,"LAPA NEGRA",0.0823333333333333
1,2018,"LENGUADO",0.012
1,2018,"LUCHE",0.00966666666666667
1,2018,"LUGA-ROJA",211.465844444444
1,2018,"LUGA NEGRA O CRESPA",548.465225806452
1,2018,"MERLUZA DEL SUR O AUSTRAL",130.840697368421
1,2018,"NAVAJUELA",0.11
1,2018,"OSTRA CHILENA",0.186872531418312
1,2018,"PEJEGALLO",0.147396341463415
1,2018,"PEJERREY DE MAR",0.232365079365079
1,2018,"PELILLO",0.4925
