"rgn_id","Producto","Sostenibilidad"
1,"Aceite",0.770223707118238
1,"Harina",0.770223707118238
1,"Algas",0.670833333333333
2,"Aceite",0.831733863557267
2,"Harina",0.831733863557267
2,"Algas",0.670833333333333
3,"Aceite",0.947316887381898
3,"Harina",0.947316887381898
3,"Algas",0.670833333333333
4,"Aceite",0.887388758955154
4,"Harina",0.887388758955154
4,"Algas",0.670833333333333
5,"Aceite",0.694439667584606
5,"Harina",0.694439667584606
5,"Algas",0.670833333333333
6,"Aceite",0.73644271061723
6,"Harina",0.73644271061723
6,"Algas",0.670833333333333
7,"Aceite",0.667047417604117
7,"Harina",0.667047417604117
7,"Algas",0.670833333333333
8,"Aceite",0.801565569017576
8,"Harina",0.801565569017576
8,"Algas",0.670833333333333
9,"Aceite",0.799832493730856
9,"Harina",0.799832493730856
9,"Algas",0.670833333333333
10,"Aceite",0.71809194501708
10,"Harina",0.71809194501708
10,"Algas",0.670833333333333
11,"Aceite",0.829621465978027
11,"Harina",0.829621465978027
11,"Algas",0.670833333333333
12,"Aceite",0.760712689588385
12,"Harina",0.760712689588385
12,"Algas",0.670833333333333
13,"Aceite",0.679597195033592
13,"Harina",0.679597195033592
13,"Algas",0.670833333333333
14,"Aceite",0.779755963453265
14,"Harina",0.779755963453265
14,"Algas",0.670833333333333
15,"Aceite",NA
15,"Harina",NA
15,"Algas",0.670833333333333
16,"Aceite",0.647665732095607
16,"Harina",0.647665732095607
16,"Algas",0.670833333333333
17,"Aceite",0.770357980434673
17,"Harina",0.770357980434673
17,"Algas",0.670833333333333
18,"Aceite",0.683971258603108
18,"Harina",0.683971258603108
18,"Algas",0.670833333333333
19,"Aceite",0.712852322259913
19,"Harina",0.712852322259913
19,"Algas",0.670833333333333
20,"Aceite",NA
20,"Harina",NA
20,"Algas",0.670833333333333
21,"Aceite",0.886145088165801
21,"Harina",0.886145088165801
21,"Algas",0.670833333333333
22,"Aceite",NA
22,"Harina",NA
22,"Algas",0.670833333333333
23,"Aceite",0.705042858001898
23,"Harina",0.705042858001898
23,"Algas",0.670833333333333
24,"Aceite",0.440678206443956
24,"Harina",0.440678206443956
24,"Algas",0.670833333333333
25,"Aceite",0.518092153884636
25,"Harina",0.518092153884636
25,"Algas",0.670833333333333
26,"Aceite",0.797969904781116
26,"Harina",0.797969904781116
26,"Algas",0.670833333333333
27,"Aceite",0.791799081798818
27,"Harina",0.791799081798818
27,"Algas",0.670833333333333
28,"Aceite",0.691634193658242
28,"Harina",0.691634193658242
28,"Algas",0.670833333333333
29,"Aceite",0.66105002690075
29,"Harina",0.66105002690075
29,"Algas",0.670833333333333
30,"Aceite",0.75990047621978
30,"Harina",0.75990047621978
30,"Algas",0.670833333333333
31,"Aceite",0.765341853102957
31,"Harina",0.765341853102957
31,"Algas",0.670833333333333
32,"Aceite",NA
32,"Harina",NA
32,"Algas",0.670833333333333
33,"Aceite",0.728065535148706
33,"Harina",0.728065535148706
33,"Algas",0.670833333333333
34,"Aceite",NA
34,"Harina",NA
34,"Algas",0.670833333333333
35,"Aceite",NA
35,"Harina",NA
35,"Algas",0.670833333333333
36,"Aceite",0.905994919924476
36,"Harina",0.905994919924476
36,"Algas",0.670833333333333
