"rgn_id","year","total_km2"
1,2021,1557.58770013914
2,2021,16044.1432085643
3,2021,26307.583069374
4,2021,1073.9540094636
5,2021,361.551545740232
6,2021,4749.27007385027
7,2021,952.16127160164
8,2021,13643.3898671311
9,2021,151.5193356324
10,2021,83.4758467659403
11,2021,817.044095646945
12,2021,616.43493444544
13,2021,3559.55419591072
14,2021,1191.76896542447
15,2021,166.92294214464
16,2021,630.08073754116
17,2021,896.72374804736
18,2021,32645.9168502741
19,2021,2624.50056934848
20,2021,2667.78227617304
21,2021,566.33187322168
22,2021,8.31500784295756
23,2021,20531.542198213
24,2021,151.99140271076
25,2021,688.08593981884
26,2021,1113.85828355144
27,2021,7820.69610187756
28,2021,1489.93249568196
29,2021,815.997009162268
30,2021,488.7143368354
31,2021,4339.78715772224
32,2021,1727.84641353776
33,2021,3266.85798617628
34,2021,638.68634479308
35,2021,143.71580229372
36,2021,15128.735400599
