"rgn_id","Producto","year","tonnes"
1,"Aceite",2017,NA
1,"Harina",2017,NA
1,"Algas",2017,3270.4
2,"Aceite",2017,61
2,"Harina",2017,127.9
2,"Algas",2017,958
3,"Aceite",2017,NA
3,"Harina",2017,NA
3,"Algas",2017,NA
4,"Aceite",2017,0
4,"Harina",2017,516.6
4,"Algas",2017,1791.5
5,"Aceite",2017,373
5,"Harina",2017,530
5,"Algas",2017,9613
6,"Aceite",2017,NA
6,"Harina",2017,NA
6,"Algas",2017,1308
7,"Aceite",2017,NA
7,"Harina",2017,NA
7,"Algas",2017,465
8,"Aceite",2017,NA
8,"Harina",2017,NA
8,"Algas",2017,3
9,"Aceite",2017,NA
9,"Harina",2017,NA
9,"Algas",2017,10
10,"Aceite",2017,NA
10,"Harina",2017,NA
10,"Algas",2017,790
11,"Aceite",2017,NA
11,"Harina",2017,NA
11,"Algas",2017,2653
12,"Aceite",2017,NA
12,"Harina",2017,NA
12,"Algas",2017,NA
13,"Aceite",2017,NA
13,"Harina",2017,NA
13,"Algas",2017,141
14,"Aceite",2017,NA
14,"Harina",2017,NA
14,"Algas",2017,719
15,"Aceite",2017,NA
15,"Harina",2017,NA
15,"Algas",2017,NA
16,"Aceite",2017,NA
16,"Harina",2017,NA
16,"Algas",2017,1479
17,"Aceite",2017,NA
17,"Harina",2017,NA
17,"Algas",2017,8208
18,"Aceite",2017,NA
18,"Harina",2017,NA
18,"Algas",2017,3255
19,"Aceite",2017,NA
19,"Harina",2017,NA
19,"Algas",2017,807
20,"Aceite",2017,NA
20,"Harina",2017,NA
20,"Algas",2017,NA
21,"Aceite",2017,4366
21,"Harina",2017,7821
21,"Algas",2017,3823.4
22,"Aceite",2017,NA
22,"Harina",2017,NA
22,"Algas",2017,NA
23,"Aceite",2017,NA
23,"Harina",2017,NA
23,"Algas",2017,12941
24,"Aceite",2017,NA
24,"Harina",2017,NA
24,"Algas",2017,4
25,"Aceite",2017,NA
25,"Harina",2017,NA
25,"Algas",2017,15
26,"Aceite",2017,NA
26,"Harina",2017,NA
26,"Algas",2017,6594
27,"Aceite",2017,NA
27,"Harina",2017,NA
27,"Algas",2017,12573
28,"Aceite",2017,NA
28,"Harina",2017,NA
28,"Algas",2017,3171
29,"Aceite",2017,NA
29,"Harina",2017,NA
29,"Algas",2017,7945
30,"Aceite",2017,NA
30,"Harina",2017,NA
30,"Algas",2017,4
31,"Aceite",2017,NA
31,"Harina",2017,NA
31,"Algas",2017,NA
32,"Aceite",2017,NA
32,"Harina",2017,NA
32,"Algas",2017,NA
33,"Aceite",2017,NA
33,"Harina",2017,NA
33,"Algas",2017,1206
34,"Aceite",2017,NA
34,"Harina",2017,NA
34,"Algas",2017,NA
35,"Aceite",2017,NA
35,"Harina",2017,NA
35,"Algas",2017,NA
36,"Aceite",2017,NA
36,"Harina",2017,NA
36,"Algas",2017,136
1,"Aceite",2018,NA
1,"Harina",2018,NA
1,"Algas",2018,20646
2,"Aceite",2018,0
2,"Harina",2018,92
2,"Algas",2018,1014
3,"Aceite",2018,NA
3,"Harina",2018,NA
3,"Algas",2018,NA
4,"Aceite",2018,0
4,"Harina",2018,24
4,"Algas",2018,3311
5,"Aceite",2018,373
5,"Harina",2018,530
5,"Algas",2018,10032
6,"Aceite",2018,NA
6,"Harina",2018,NA
6,"Algas",2018,1456
7,"Aceite",2018,NA
