"rgn_id","Producto","year","tonnes"
7,"Harina",2018,NA
7,"Algas",2018,647
8,"Aceite",2018,NA
8,"Harina",2018,NA
8,"Algas",2018,15
9,"Aceite",2018,NA
9,"Harina",2018,NA
9,"Algas",2018,2
10,"Aceite",2018,NA
10,"Harina",2018,NA
10,"Algas",2018,791
11,"Aceite",2018,NA
11,"Harina",2018,NA
11,"Algas",2018,3317
12,"Aceite",2018,NA
12,"Harina",2018,NA
12,"Algas",2018,NA
13,"Aceite",2018,NA
13,"Harina",2018,NA
13,"Algas",2018,376
14,"Aceite",2018,NA
14,"Harina",2018,NA
14,"Algas",2018,1331
15,"Aceite",2018,NA
15,"Harina",2018,NA
15,"Algas",2018,NA
16,"Aceite",2018,NA
16,"Harina",2018,NA
16,"Algas",2018,1582
17,"Aceite",2018,NA
17,"Harina",2018,NA
17,"Algas",2018,15728
18,"Aceite",2018,NA
18,"Harina",2018,NA
18,"Algas",2018,2968
19,"Aceite",2018,NA
19,"Harina",2018,NA
19,"Algas",2018,657
20,"Aceite",2018,NA
20,"Harina",2018,NA
20,"Algas",2018,NA
21,"Aceite",2018,4366
21,"Harina",2018,7821
21,"Algas",2018,8808
22,"Aceite",2018,NA
22,"Harina",2018,NA
22,"Algas",2018,NA
23,"Aceite",2018,NA
23,"Harina",2018,NA
23,"Algas",2018,12670
24,"Aceite",2018,NA
24,"Harina",2018,NA
24,"Algas",2018,23
25,"Aceite",2018,NA
25,"Harina",2018,NA
25,"Algas",2018,32
26,"Aceite",2018,NA
26,"Harina",2018,NA
26,"Algas",2018,8431
27,"Aceite",2018,NA
27,"Harina",2018,NA
27,"Algas",2018,12060
28,"Aceite",2018,NA
28,"Harina",2018,NA
28,"Algas",2018,2078
29,"Aceite",2018,NA
29,"Harina",2018,NA
29,"Algas",2018,5472
30,"Aceite",2018,NA
30,"Harina",2018,NA
30,"Algas",2018,0
31,"Aceite",2018,NA
31,"Harina",2018,NA
31,"Algas",2018,NA
32,"Aceite",2018,NA
32,"Harina",2018,NA
32,"Algas",2018,NA
33,"Aceite",2018,NA
33,"Harina",2018,NA
33,"Algas",2018,752
34,"Aceite",2018,NA
34,"Harina",2018,NA
34,"Algas",2018,NA
35,"Aceite",2018,NA
35,"Harina",2018,NA
35,"Algas",2018,NA
36,"Aceite",2018,NA
36,"Harina",2018,NA
36,"Algas",2018,828
1,"Aceite",2019,NA
1,"Harina",2019,NA
1,"Algas",2019,34010
2,"Aceite",2019,93
2,"Harina",2019,186
2,"Algas",2019,1768
3,"Aceite",2019,NA
3,"Harina",2019,NA
3,"Algas",2019,NA
4,"Aceite",2019,743
4,"Harina",2019,1502
4,"Algas",2019,2086
5,"Aceite",2019,0
5,"Harina",2019,0
5,"Algas",2019,8999
6,"Aceite",2019,NA
6,"Harina",2019,NA
6,"Algas",2019,2019
7,"Aceite",2019,NA
7,"Harina",2019,NA
7,"Algas",2019,285
8,"Aceite",2019,NA
8,"Harina",2019,NA
8,"Algas",2019,2
9,"Aceite",2019,NA
9,"Harina",2019,NA
9,"Algas",2019,0
10,"Aceite",2019,NA
10,"Harina",2019,NA
10,"Algas",2019,506
11,"Aceite",2019,NA
11,"Harina",2019,NA
11,"Algas",2019,4060
12,"Aceite",2019,NA
12,"Harina",2019,NA
12,"Algas",2019,NA
13,"Aceite",2019,NA
13,"Harina",2019,NA
13,"Algas",2019,577
14,"Aceite",2019,NA
14,"Harina",2019,NA
14,"Algas",2019,1170
15,"Aceite",2019,NA
15,"Harina",2019,NA
15,"Algas",2019,NA
16,"Aceite",2019,NA
16,"Harina",2019,NA
16,"Algas",2019,1460
17,"Aceite",2019,NA
17,"Harina",2019,NA
17,"Algas",2019,21611
18,"Aceite",2019,NA
18,"Harina",2019,NA
18,"Algas",2019,3124
19,"Aceite",2019,NA
19,"Harina",2019,NA
19,"Algas",2019,1194
20,"Aceite",2019,NA
20,"Harina",2019,NA
20,"Algas",2019,NA
21,"Aceite",2019,372
21,"Harina",2019,874
21,"Algas",2019,12360
22,"Aceite",2019,NA
22,"Harina",2019,NA
22,"Algas",2019,NA
23,"Aceite",2019,NA
23,"Harina",2019,NA
23,"Algas",2019,11609
24,"Aceite",2019,NA
24,"Harina",2019,NA
24,"Algas",2019,187
25,"Aceite",2019,NA
25,"Harina",2019,NA
25,"Algas",2019,4
26,"Aceite",2019,NA
26,"Harina",2019,NA
26,"Algas",2019,10091
27,"Aceite",2019,NA
27,"Harina",2019,NA
27,"Algas",2019,15083
28,"Aceite",2019,NA
28,"Harina",2019,NA
28,"Algas",2019,4382
29,"Aceite",2019,NA
29,"Harina",2019,NA
29,"Algas",2019,3685
30,"Aceite",2019,NA
30,"Harina",2019,NA
30,"Algas",2019,0
31,"Aceite",2019,NA
31,"Harina",2019,NA
31,"Algas",2019,NA
32,"Aceite",2019,NA
32,"Harina",2019,NA
32,"Algas",2019,NA
33,"Aceite",2019,NA
33,"Harina",2019,NA
33,"Algas",2019,383
34,"Aceite",2019,NA
34,"Harina",2019,NA
34,"Algas",2019,NA
35,"Aceite",2019,NA
35,"Harina",2019,NA
35,"Algas",2019,NA
36,"Aceite",2019,NA
36,"Harina",2019,NA
36,"Algas",2019,1645
1,"Aceite",2020,NA
1,"Harina",2020,NA
1,"Algas",2020,36384
2,"Aceite",2020,199
2,"Harina",2020,382
2,"Algas",2020,40
3,"Aceite",2020,NA
3,"Harina",2020,NA
3,"Algas",2020,NA
4,"Aceite",2020,1741
4,"Harina",2020,2924
4,"Algas",2020,2122
5,"Aceite",2020,0
5,"Harina",2020,0
5,"Algas",2020,10674
6,"Aceite",2020,NA
6,"Harina",2020,NA
6,"Algas",2020,2087
7,"Aceite",2020,NA
7,"Harina",2020,NA
7,"Algas",2020,2
8,"Aceite",2020,NA
8,"Harina",2020,NA
8,"Algas",2020,8
9,"Aceite",2020,NA
9,"Harina",2020,NA
9,"Algas",2020,1
10,"Aceite",2020,NA
10,"Harina",2020,NA
10,"Algas",2020,403
11,"Aceite",2020,NA
11,"Harina",2020,NA
11,"Algas",2020,2443
12,"Aceite",2020,NA
12,"Harina",2020,NA
12,"Algas",2020,NA
13,"Aceite",2020,NA
13,"Harina",2020,NA
13,"Algas",2020,396
14,"Aceite",2020,NA
14,"Harina",2020,NA
14,"Algas",2020,922
15,"Aceite",2020,NA
15,"Harina",2020,NA
15,"Algas",2020,NA
16,"Aceite",2020,NA
16,"Harina",2020,NA
16,"Algas",2020,1168
17,"Aceite",2020,NA
17,"Harina",2020,NA
17,"Algas",2020,14398
18,"Aceite",2020,NA
18,"Harina",2020,NA
18,"Algas",2020,3676
19,"Aceite",2020,NA
19,"Harina",2020,NA
19,"Algas",2020,717
20,"Aceite",2020,NA
20,"Harina",2020,NA
20,"Algas",2020,NA
21,"Aceite",2020,180
21,"Harina",2020,382
21,"Algas",2020,14766
22,"Aceite",2020,NA
22,"Harina",2020,NA
22,"Algas",2020,NA
23,"Aceite",2020,NA
23,"Harina",2020,NA
23,"Algas",2020,9573
24,"Aceite",2020,NA
24,"Harina",2020,NA
24,"Algas",2020,56
25,"Aceite",2020,NA
25,"Harina",2020,NA
25,"Algas",2020,1
26,"Aceite",2020,NA
26,"Harina",2020,NA
26,"Algas",2020,10712
27,"Aceite",2020,NA
27,"Harina",2020,NA
27,"Algas",2020,14694
28,"Aceite",2020,NA
28,"Harina",2020,NA
28,"Algas",2020,4960
29,"Aceite",2020,NA
29,"Harina",2020,NA
29,"Algas",2020,3818
30,"Aceite",2020,NA
30,"Harina",2020,NA
30,"Algas",2020,0
31,"Aceite",2020,NA
31,"Harina",2020,NA
31,"Algas",2020,NA
32,"Aceite",2020,NA
32,"Harina",2020,NA
32,"Algas",2020,NA
33,"Aceite",2020,NA
33,"Harina",2020,NA
33,"Algas",2020,659
34,"Aceite",2020,NA
34,"Harina",2020,NA
34,"Algas",2020,NA
35,"Aceite",2020,NA
35,"Harina",2020,NA
35,"Algas",2020,NA
36,"Aceite",2020,NA
36,"Harina",2020,NA
36,"Algas",2020,0
1,"Aceite",2021,NA
1,"Harina",2021,NA
1,"Algas",2021,32631
2,"Aceite",2021,215
2,"Harina",2021,453
2,"Algas",2021,1071.61
3,"Aceite",2021,NA
3,"Harina",2021,NA
3,"Algas",2021,NA
4,"Aceite",2021,710
4,"Harina",2021,1272
4,"Algas",2021,3031.52
5,"Aceite",2021,0
5,"Harina",2021,0
5,"Algas",2021,12113.05
6,"Aceite",2021,NA
6,"Harina",2021,NA
6,"Algas",2021,2081
7,"Aceite",2021,NA
7,"Harina",2021,NA
7,"Algas",2021,11.97
8,"Aceite",2021,NA
8,"Harina",2021,NA
8,"Algas",2021,2.43
9,"Aceite",2021,NA
9,"Harina",2021,NA
9,"Algas",2021,0
10,"Aceite",2021,NA
10,"Harina",2021,NA
10,"Algas",2021,75.053
11,"Aceite",2021,NA
11,"Harina",2021,NA
11,"Algas",2021,2329.67
12,"Aceite",2021,NA
12,"Harina",2021,NA
12,"Algas",2021,NA
13,"Aceite",2021,NA
13,"Harina",2021,NA
13,"Algas",2021,487.95
14,"Aceite",2021,NA
14,"Harina",2021,NA
14,"Algas",2021,648.99
15,"Aceite",2021,NA
15,"Harina",2021,NA
15,"Algas",2021,NA
16,"Aceite",2021,NA
16,"Harina",2021,NA
16,"Algas",2021,1017.53
17,"Aceite",2021,NA
17,"Harina",2021,NA
17,"Algas",2021,7137.61
18,"Aceite",2021,NA
18,"Harina",2021,NA
18,"Algas",2021,1679.28
19,"Aceite",2021,NA
19,"Harina",2021,NA
19,"Algas",2021,3364.28
20,"Aceite",2021,NA
20,"Harina",2021,NA
20,"Algas",2021,NA
21,"Aceite",2021,945
21,"Harina",2021,1982
21,"Algas",2021,7749.14
22,"Aceite",2021,NA
22,"Harina",2021,NA
22,"Algas",2021,NA
23,"Aceite",2021,NA
23,"Harina",2021,NA
23,"Algas",2021,1667.71
24,"Aceite",2021,NA
24,"Harina",2021,NA
24,"Algas",2021,62.17
25,"Aceite",2021,NA
25,"Harina",2021,NA
25,"Algas",2021,1.2
26,"Aceite",2021,NA
26,"Harina",2021,NA
26,"Algas",2021,9141.89
27,"Aceite",2021,NA
27,"Harina",2021,NA
27,"Algas",2021,10796.07
28,"Aceite",2021,NA
28,"Harina",2021,NA
28,"Algas",2021,4919.91
29,"Aceite",2021,NA
29,"Harina",2021,NA
29,"Algas",2021,3413.73
30,"Aceite",2021,NA
30,"Harina",2021,NA
30,"Algas",2021,1.25
31,"Aceite",2021,NA
31,"Harina",2021,NA
31,"Algas",2021,NA
32,"Aceite",2021,NA
32,"Harina",2021,NA
32,"Algas",2021,NA
33,"Aceite",2021,NA
33,"Harina",2021,NA
33,"Algas",2021,980.37
34,"Aceite",2021,NA
34,"Harina",2021,NA
34,"Algas",2021,NA
35,"Aceite",2021,NA
35,"Harina",2021,NA
35,"Algas",2021,NA
36,"Aceite",2021,NA
36,"Harina",2021,NA
36,"Algas",2021,411.35
