"rgn_id","habitat","boolean"
1,"CE",1
1,"CI",1
1,"MY",1
10,"CI",1
10,"MY",1
11,"CE",1
11,"MY",1
11,"CI",1
12,"CE",1
12,"FD",1
12,"FB",1
12,"MY",1
13,"MY",1
13,"CA",1
13,"CE",1
14,"AF",1
14,"CI",1
14,"MY",1
15,"MY",1
15,"EM",1
16,"CE",1
16,"FB",1
16,"FD",1
16,"MY",1
17,"CE",1
17,"MY",1
18,"MY",1
18,"EM",1
18,"CE",1
18,"CA",1
18,"AF",1
19,"MY",1
19,"EM",1
2,"CA",1
2,"AF",1
2,"CE",1
2,"Gp",1
2,"MY",1
20,"MY",1
20,"EM",1
21,"MY",1
21,"CI",1
22,"AF",1
22,"MY",1
23,"EM",1
23,"CA",1
23,"AF",1
23,"MY",1
23,"CE",1
24,"MY",1
24,"CI",1
25,"FB",1
25,"MY",1
25,"CE",1
25,"FD",1
26,"MY",1
26,"CI",1
27,"MY",1
27,"CE",1
27,"CI",1
28,"CI",1
28,"MY",1
29,"MY",1
29,"CI",1
3,"AF",1
3,"CA",1
3,"MY",1
3,"CE",1
30,"FB",1
30,"FD",1
30,"MY",1
31,"CA",1
31,"AF",1
31,"EM",1
31,"MY",1
32,"MY",1
32,"EM",1
33,"FD",1
33,"FB",1
33,"EM",1
33,"MY",1
34,"CA",1
34,"MY",1
35,"MY",1
35,"AF",1
36,"AF",1
36,"MY",1
36,"CA",1
36,"Gp",1
36,"CE",1
4,"CI",1
4,"MY",1
4,"CE",1
5,"CE",1
5,"MY",1
5,"CI",1
6,"CE",1
6,"CI",1
6,"MY",1
6,"AF",1
6,"CA",1
7,"MY",1
7,"CE",1
7,"CI",1
8,"MY",1
8,"AF",1
8,"CE",1
8,"CA",1
9,"AF",1
9,"MY",1
9,"CI",1
