"rgn_id","resilience_score","year"
1,1,2021
2,0.688885056681266,2021
3,0.0462967460185141,2021
4,1,2021
5,1,2021
6,1,2021
7,1,2021
8,0.688885056681266,2021
9,1,2021
10,1,2021
11,1,2021
12,1,2021
13,0.688885056681266,2021
14,0.688885056681266,2021
15,0.0462967460185141,2021
16,1,2021
17,1,2021
18,0.688885056681266,2021
19,0.0462967460185141,2021
20,0.0462967460185141,2021
21,1,2021
22,1,2021
23,0.0462967460185141,2021
24,1,2021
25,1,2021
26,1,2021
27,1,2021
28,1,2021
29,1,2021
30,1,2021
31,0.0462967460185141,2021
32,0.0462967460185141,2021
33,1,2021
34,0.0462967460185141,2021
35,0.0462967460185141,2021
36,0.688885056681266,2021
