"rgn_id","year","Spp","SumLandings"
1,2018,"TUMBAO",12.106
1,2019,"ALMEJA",1121.9
1,2019,"BACALAO DE PROFUNDIDAD",71.022
1,2019,"CARACOL PALO PALO",8.914
1,2019,"CARACOL PICUYO",1.458
1,2019,"CARACOL RUBIO",0.016
1,2019,"CARACOL TEGULA",0.115
1,2019,"CAROLA",0.3
1,2019,"CENTOLLA",169.093
1,2019,"CHANCHARRO",4.478
1,2019,"CHOLGA",0.585
1,2019,"CHORITO",57.16
1,2019,"CHORO",65.875
1,2019,"COCHAYUYO",1.52
1,2019,"COJINOBA DEL SUR O AZUL",0.162
1,2019,"CONGRIO COLORADO",20.302
1,2019,"CONGRIO DORADO",35.329
1,2019,"CONGRIO NEGRO",1.044
1,2019,"CORVINA",20.528
1,2019,"CULENGUE",72.567
1,2019,"ERIZO",173.721
1,2019,"HUEPO O NAVAJA DE MAR",38.875
1,2019,"HUIRO",0.65
1,2019,"JAIBA MARMOLA",856.184
1,2019,"JAIBA MORA",0.729
1,2019,"JAIBA PANCHOTE O CANGREJO",11.95
1,2019,"JAIBA PELUDA O PACHONA",26.835
1,2019,"JAIBA REINA",0.672
1,2019,"JIBIA O CALAMAR ROJO",0.693
1,2019,"LAPA NEGRA",0.01
1,2019,"LUGA-ROJA",3.539
1,2019,"LUGA NEGRA O CRESPA",2.103
1,2019,"MERLUZA DEL SUR O AUSTRAL",152.53
1,2019,"NAVAJUELA",2.446
1,2019,"OSTRA CHILENA",118.694
1,2019,"PEJEGALLO",39.658
1,2019,"PEJERREY DE MAR",16.909
1,2019,"PEJESAPO",0.043
1,2019,"PEPINO DE MAR",40.781
1,2019,"PIURE",4.671
1,2019,"PULPO DEL SUR",224.046
1,2019,"RAYA ESPINOSA",5.783
1,2019,"RAYA VOLANTIN",15.883
1,2019,"REINETA",4.293
1,2019,"ROBALO",2.834
1,2019,"ROLLIZO",15.109
1,2019,"SIERRA",0.225
1,2019,"TAQUILLA",0.214
1,2019,"TIBURON FUME, GRIS O GATA DE MAR",0.5
1,2019,"TOLLO",0.259
1,2019,"TUMBAO",46.835
1,2020,"ALMEJA",753.002
1,2020,"ANGUILA BABOSA",0.03
1,2020,"ANGUILA COMUN",0.085
1,2020,"CARACOL PALO PALO",2.42
1,2020,"CAROLA",1.11
1,2020,"CENTOLLA",89.353
1,2020,"CHANCHARRO",9.401
1,2020,"CHICOREA DE MAR",0.01
1,2020,"CHOLGA",0.375
1,2020,"CHORITO",4.72
1,2020,"CHORO",137.012
1,2020,"COCHAYUYO",15.819
1,2020,"CONGRIO COLORADO",7.021
1,2020,"CONGRIO DORADO",26.555
1,2020,"CONGRIO NEGRO",0.535
1,2020,"CONGRIO PLATEADO",0.01
1,2020,"CORVINA",14.392
1,2020,"CULENGUE",3.974
1,2020,"ERIZO",156.091
1,2020,"HUEPO O NAVAJA DE MAR",11.51
1,2020,"JAIBA MARMOLA",662.634
1,2020,"JAIBA MORA",0.587
1,2020,"JAIBA PANCHOTE O CANGREJO",13.688
1,2020,"JAIBA PELUDA O PACHONA",7.002
1,2020,"JAIBA REINA",0.725
1,2020,"JAIBA REMADORA",0.454
1,2020,"LUGA-ROJA",55.651
1,2020,"LUGA NEGRA O CRESPA",40.037
1,2020,"MERLUZA DEL SUR O AUSTRAL",103.852
1,2020,"NAVAJUELA",1.11
1,2020,"OSTRA CHILENA",77.476
1,2020,"PEJEGALLO",59.23
1,2020,"PEJERREY DE MAR",39.854
1,2020,"PEPINO DE MAR",0.1
1,2020,"PICOROCO",9.956
1,2020,"PIURE",0.4
1,2020,"PULPO DEL SUR",73.996
1,2020,"RAYA ESPINOSA",0.387
1,2020,"RAYA VOLANTIN",6.289
1,2020,"REINETA",12.305
1,2020,"ROBALO",2.021
1,2020,"ROLLIZO",9.764
1,2020,"SIERRA",0.03
1,2020,"TIBURON FUME, GRIS O GATA DE MAR",0.669
1,2020,"TOLLO",2.053
1,2020,"TUMBAO",0.7
1,2021,"ALMEJA",623.686
1,2021,"ANGUILA BABOSA",0.15
1,2021,"BACALAO DE PROFUNDIDAD",77.672
1,2021,"CARACOL PALO PALO",7.47
1,2021,"CARACOL PICUYO",0.08
1,2021,"CAROLA",1.53
1,2021,"CENTOLLA",143.318
1,2021,"CHANCHARRO",0.47
1,2021,"CHOLGA",0.4
1,2021,"CHORITO",13.6
1,2021,"CHORO",11.759
1,2021,"COCHAYUYO",0.32
1,2021,"CONGRIO COLORADO",2.426
1,2021,"CONGRIO DORADO",18.051
1,2021,"CONGRIO NEGRO",0.368
1,2021,"CONGRIO PLATEADO",0.3
1,2021,"CORVINA",11.424
1,2021,"ERIZO",90.448
1,2021,"HUEPO O NAVAJA DE MAR",0.2
1,2021,"HUIRO",0.4
1,2021,"JAIBA MARMOLA",853.961
1,2021,"JAIBA MORA",0.04
1,2021,"JAIBA PANCHOTE O CANGREJO",17.757
1,2021,"JAIBA PELUDA O PACHONA",2.441
1,2021,"JAIBA REINA",2.757
1,2021,"JAIBA REMADORA",0.646
1,2021,"LAPA BONETE",0.15
1,2021,"LAPA NEGRA",0.02
1,2021,"LUGA-ROJA",21.386
1,2021,"LUGA NEGRA O CRESPA",25.3
1,2021,"MERLUZA COMUN",0.015
1,2021,"MERLUZA DEL SUR O AUSTRAL",61.278
1,2021,"NAVAJUELA",2.5
1,2021,"OSTRA CHILENA",87.507
1,2021,"PEJEGALLO",32.279
1,2021,"PEJERREY DE MAR",32.785
1,2021,"PICOROCO",5.249
1,2021,"PIURE",2.4
1,2021,"PULPO DEL SUR",112.478
1,2021,"RAYA ESPINOSA",0.748
1,2021,"RAYA VOLANTIN",9.227
1,2021,"REINETA",7.377
1,2021,"ROBALO",1.197
1,2021,"ROLLIZO",2.23
1,2021,"SIERRA",0.56
1,2021,"TIBURON FUME, GRIS O GATA DE MAR",0.55
1,2021,"TOLLO",2.945
1,2021,"TUMBAO",2
2,2017,"ALMEJA",150.52
2,2017,"BROTULA",0.03
2,2017,"CABRILLA COMUN",0.015
2,2017,"CABRILLA ESPAÑOLA",0.01
2,2017,"CARACOL LOCATE",0.09
2,2017,"CARACOL PALO PALO",1.315
2,2017,"CENTOLLA",115.922
2,2017,"CHANCHARRO",0.04
2,2017,"CHOLGA",61.527
2,2017,"CHORITO",14.447
2,2017,"CHORO",91.444
2,2017,"COJINOBA DEL SUR O AZUL",0.04
2,2017,"CONGRIO COLORADO",2.575
2,2017,"CONGRIO DORADO",73.435
2,2017,"CONGRIO NEGRO",0.15
2,2017,"CULENGUE",71.714
2,2017,"ERIZO",47.801
2,2017,"JAIBA MARMOLA",51.722
2,2017,"JAIBA REMADORA",0.06
2,2017,"JUREL",0.03
2,2017,"LAPA NEGRA",0.328
2,2017,"LENGUADO",0.01
2,2017,"LUCHE",0.02
2,2017,"MERLUZA DEL SUR O AUSTRAL",55.532
2,2017,"PEJERREY DE MAR",3.331
2,2017,"PULPO DEL SUR",0.115
2,2017,"PUYE",0.007
2,2017,"REINETA",0.185
2,2017,"ROBALO",33.692
2,2017,"ROLLIZO",25.011
2,2017,"SARDINA AUSTRAL",4779.331
2,2017,"SIERRA",0.095
2,2018,"ALMEJA",22.18
2,2018,"CARACOL LOCATE",0.544
2,2018,"CARACOL PALO PALO",10.448
2,2018,"CENTOLLA",121.449
2,2018,"CHOLGA",6.04
2,2018,"CHORITO",0.175
2,2018,"CHORO",11.233
2,2018,"COJINOBA DEL SUR O AZUL",0.025
2,2018,"CONGRIO DORADO",43.508
2,2018,"CULENGUE",4.479
2,2018,"ERIZO",177.777
2,2018,"JAIBA MARMOLA",201.263
2,2018,"LAPA NEGRA",0.15
2,2018,"LUCHE",0.05
2,2018,"LUGA-ROJA",55.064
2,2018,"MERLUZA DEL SUR O AUSTRAL",17.757
2,2018,"PEJERREY DE MAR",2.855
2,2018,"RAYA ESPINOSA",3.453
2,2018,"RAYA VOLANTIN",4.837
2,2018,"REINETA",0.379
2,2018,"ROBALO",21.436
2,2018,"ROLLIZO",6.092
2,2018,"SARDINA AUSTRAL",634.838
2,2018,"TOLLO",0.05
2,2019,"ALMEJA",49.26
2,2019,"BLANQUILLO",0.08
2,2019,"CABRILLA ESPAÑOLA",0.015
2,2019,"CARACOL PALO PALO",0.067
2,2019,"CENTOLLA",223.771
2,2019,"CENTOLLON",0.008
2,2019,"CHANCHARRO",0.035
2,2019,"CHOLGA",28.07
2,2019,"CHORITO",1
2,2019,"CHORO",20.296
2,2019,"CONGRIO COLORADO",0.205
2,2019,"CONGRIO DORADO",36.199
2,2019,"ERIZO",418.721
2,2019,"JAIBA MARMOLA",110.406
2,2019,"LUGA-ROJA",42.115
2,2019,"MERLUZA DEL SUR O AUSTRAL",3.882
2,2019,"PEJERREY DE MAR",1.457
2,2019,"PULPO DEL SUR",0.04
2,2019,"PUYE",0.05
2,2019,"RAYA VOLANTIN",1.588
2,2019,"ROBALO",15.7
2,2019,"ROLLIZO",0.99
2,2019,"SARDINA AUSTRAL",492.743
2,2020,"ALMEJA",31.49
2,2020,"CARACOL PALO PALO",0.02
2,2020,"CENTOLLA",74.72
2,2020,"CHOLGA",27.15
2,2020,"CHORITO",2.25
2,2020,"CHORO",17.2
2,2020,"CONGRIO DORADO",59.889
2,2020,"CULENGUE",14.548
2,2020,"ERIZO",485.575
2,2020,"JAIBA MARMOLA",379.125
2,2020,"MERLUZA DEL SUR O AUSTRAL",32.288
2,2020,"PEJERREY DE MAR",3.415
2,2020,"ROBALO",14.02
2,2020,"ROLLIZO",0.17
2,2020,"SARDINA AUSTRAL",2072.126
2,2020,"SIERRA",0.01
2,2021,"ALMEJA",64.13
2,2021,"ANCHOVETA",8.031
2,2021,"BLANQUILLO",0.1
2,2021,"CENTOLLA",102.772
2,2021,"CHOLGA",54.735
2,2021,"CHORITO",1.8
2,2021,"CHORO",21.91
2,2021,"CONGRIO COLORADO",0.24
2,2021,"CONGRIO DORADO",67.013
2,2021,"CULENGUE",20.977
2,2021,"ERIZO",387.199
2,2021,"JAIBA MARMOLA",174.357
2,2021,"JAIBA MORA",1.8
2,2021,"LAPA NEGRA",0.1
2,2021,"LUCHE",0.25
2,2021,"MERLUZA DEL SUR O AUSTRAL",281.509
2,2021,"PEJERREY DE MAR",5.531
2,2021,"ROBALO",16.983
2,2021,"ROLLIZO",1.621
2,2021,"SARDINA AUSTRAL",3674.457
3,2017,"CENTOLLA",154.25
3,2017,"CENTOLLON",540.614
3,2018,"CENTOLLA",271.681
3,2018,"CENTOLLON",756.036
3,2019,"CENTOLLA",156.357
3,2019,"CENTOLLON",463.032
3,2019,"ERIZO",11.466
3,2020,"CENTOLLA",124.119
3,2020,"CENTOLLON",496.025
3,2021,"CENTOLLA",155.331
3,2021,"CENTOLLON",362.379
3,2021,"CONGRIO DORADO",2.438
4,2017,"ALMEJA",1269.117
4,2017,"ANCHOVETA",1464.371
4,2017,"BACALADILLO O MOTE",1647.159
4,2017,"BACALAO DE PROFUNDIDAD",98.987
4,2017,"CABRILLA COMUN",0.095
4,2017,"CALAMAR",0.1
4,2017,"CARACOL PALO PALO",4.256
4,2017,"CARACOL TEGULA",0.3
4,2017,"CENTOLLA",389.362
4,2017,"CHANCHARRO",0.015
4,2017,"CHOLGA",273.37
4,2017,"CHORITO",56.04
4,2017,"CHORO",229.966
4,2017,"CONGRIO COLORADO",1.759
4,2017,"CONGRIO DORADO",17.305
4,2017,"CONGRIO NEGRO",0.262
4,2017,"CORVINA",0.218
4,2017,"CULENGUE",538.747
4,2017,"ERIZO",678.002
4,2017,"HUEPO O NAVAJA DE MAR",74.466
4,2017,"JAIBA MARMOLA",14.472
4,2017,"JAIBA MORA",0.419
4,2017,"JAIBA PANCORA",0.436
4,2017,"JAIBA REINA",0.504
4,2017,"JUREL",9.468
4,2017,"LANGOSTINO DE LOS CANALES",8.801
4,2017,"LANGOSTINO ENANO",19.842
4,2017,"LUCHE",0.02
4,2017,"LUGA-ROJA",6.29
4,2017,"LUGA NEGRA O CRESPA",79.8
4,2017,"MERLUZA COMUN",0.5
4,2017,"MERLUZA DEL SUR O AUSTRAL",1332.812
4,2017,"NAVAJUELA",56.462
4,2017,"OSTRA CHILENA",0.19
4,2017,"PAMPANITO",164.27
4,2017,"PEJEGALLO",59.998
4,2017,"PEJERREY DE MAR",277.833
4,2017,"PELILLO",0.2
4,2017,"PICOROCO",21.975
4,2017,"PIURE",1.762
4,2017,"PULPO DEL SUR",82.013
4,2017,"PULPO ENANO",0.165
4,2017,"REINETA",996.966
4,2017,"ROBALO",0.769
4,2017,"ROLLIZO",2.21
4,2017,"SARDINA AUSTRAL",13778.3
4,2017,"SARDINA COMUN",5937.69
4,2017,"SIERRA",0.386
4,2017,"TIBURON FUME, GRIS O GATA DE MAR",0.15
4,2017,"TOLLO",0.33
4,2017,"TUMBAO",300.739
4,2018,"ALMEJA",1550.745
4,2018,"ANCHOVETA",387.117
4,2018,"BACALADILLO O MOTE",215.496
4,2018,"BACALAO DE PROFUNDIDAD",89.972
4,2018,"CABRILLA COMUN",0.082
4,2018,"CARACOL PALO PALO",8.602
4,2018,"CENTOLLA",543.213
4,2018,"CHOLGA",86.716
4,2018,"CHORITO",42.24
4,2018,"CHORO",299.192
4,2018,"COJINOBA DEL NORTE / PIAFRI",0.03
4,2018,"CONGRIO COLORADO",2.593
4,2018,"CONGRIO DORADO",21.462
4,2018,"CONGRIO NEGRO",0.376
4,2018,"CORVINA",8.166
4,2018,"CULENGUE",408.012
4,2018,"ERIZO",641.684
4,2018,"HUEPO O NAVAJA DE MAR",126.27
4,2018,"JAIBA MARMOLA",2.308
4,2018,"JAIBA MORA",3.707
4,2018,"JAIBA PANCORA",0.495
4,2018,"JULIANA O TAWERA",9
4,2018,"JUREL",93.427
4,2018,"LANGOSTINO DE LOS CANALES",4.937
4,2018,"LUGA-ROJA",4.87
4,2018,"LUGA NEGRA O CRESPA",45
4,2018,"MERLUZA DEL SUR O AUSTRAL",1286.139
4,2018,"NAVAJUELA",96.685
4,2018,"PAMPANITO",41.562
4,2018,"PEJEGALLO",38.061
4,2018,"PEJERREY DE MAR",42.23
4,2018,"PEPINO DE MAR",0.508
4,2018,"PICOROCO",14.602
4,2018,"PIURE",0.829
4,2018,"PULPO DEL SUR",81.364
4,2018,"RAYA ESPINOSA",3.216
4,2018,"RAYA VOLANTIN",77.37
4,2018,"REINETA",1287.579
4,2018,"ROBALO",1.926
4,2018,"ROLLIZO",4.146
4,2018,"SARDINA AUSTRAL",8030.642
4,2018,"SARDINA COMUN",656.872
4,2018,"SIERRA",0.172
4,2018,"TIBURON FUME, GRIS O GATA DE MAR",0.051
4,2018,"TOLLO",0.469
4,2018,"TUMBAO",234.715
4,2019,"ALMEJA",1138.15
4,2019,"ANCHOVETA",1195.149
4,2019,"BACALADILLO O MOTE",682.775
4,2019,"BACALAO DE PROFUNDIDAD",64.175
4,2019,"CALAMAR",1.43
4,2019,"CARACOL RUBIO",0.07
4,2019,"CENTOLLA",420.568
4,2019,"CHANCHARRO",0.09
4,2019,"CHOLGA",114.137
4,2019,"CHORITO",7.92
4,2019,"CHORO",166.538
4,2019,"COCHAYUYO",0.05
4,2019,"CONGRIO COLORADO",1.465
4,2019,"CONGRIO DORADO",17.658
4,2019,"CONGRIO NEGRO",0.005
4,2019,"CORVINA",2.22
4,2019,"CULENGUE",220.826
4,2019,"ERIZO",701.262
4,2019,"HUEPO O NAVAJA DE MAR",117.9
4,2019,"JAIBA MARMOLA",16.16
4,2019,"JUREL",151.847
4,2019,"LANGOSTINO DE LOS CANALES",32.512
4,2019,"LUGA-ROJA",0.42
4,2019,"LUGA NEGRA O CRESPA",1.231
4,2019,"MERLUZA DEL SUR O AUSTRAL",1044.491
4,2019,"NAVAJUELA",113.467
4,2019,"OSTRA CHILENA",5.34
4,2019,"PAMPANITO",48.709
4,2019,"PEJEGALLO",31.192
4,2019,"PEJERREY DE MAR",29.865
4,2019,"PEPINO DE MAR",0.037
4,2019,"PICOROCO",9.185
4,2019,"PIURE",0.2
4,2019,"PULPO DEL NORTE",0.15
4,2019,"PULPO DEL SUR",81.653
4,2019,"RAYA ESPINOSA",14.683
4,2019,"RAYA VOLANTIN",104.844
4,2019,"REINETA",556.267
4,2019,"ROBALO",1.173
4,2019,"ROLLIZO",3.331
4,2019,"SARDINA AUSTRAL",10552.217
4,2019,"SARDINA COMUN",548.058
4,2019,"SIERRA",0.02
4,2019,"TOLLO",0.387
4,2019,"TUMBAO",121.32
4,2020,"ALMEJA",1813.79
4,2020,"ANCHOVETA",2656.926
4,2020,"BACALADILLO O MOTE",26.27
4,2020,"BACALAO DE PROFUNDIDAD",2.634
4,2020,"CABRILLA COMUN",0.02
4,2020,"CENTOLLA",167.896
4,2020,"CHANCHARRO",0.39
4,2020,"CHOLGA",401.248
4,2020,"CHORITO",168.044
4,2020,"CHORO",149.034
4,2020,"CONGRIO COLORADO",0.893
4,2020,"CONGRIO DORADO",41.969
4,2020,"CULENGUE",105.118
4,2020,"ERIZO",317.932
4,2020,"HUEPO O NAVAJA DE MAR",54.907
4,2020,"JAIBA MARMOLA",0.227
4,2020,"JAIBA PANCORA",0.31
4,2020,"JUREL",2.5
4,2020,"LANGOSTINO DE LOS CANALES",8.631
4,2020,"LUGA NEGRA O CRESPA",63.861
4,2020,"MERLUZA COMUN",0.14
4,2020,"MERLUZA DEL SUR O AUSTRAL",808.229
4,2020,"NAVAJUELA",101.222
4,2020,"PEJEGALLO",16.475
4,2020,"PEJERREY DE MAR",70.813
4,2020,"PICOROCO",1.655
4,2020,"PULPO DEL SUR",66.231
4,2020,"RAYA ESPINOSA",39.298
4,2020,"RAYA VOLANTIN",92.456
4,2020,"REINETA",594.726
4,2020,"ROBALO",1.919
4,2020,"ROLLIZO",1.048
4,2020,"SARDINA AUSTRAL",14031.718
4,2020,"SARDINA COMUN",1728.3
4,2020,"TOLLO",0.021
4,2020,"TUMBAO",86.487
4,2021,"ALMEJA",3222.554
4,2021,"ANCHOVETA",4243.741
4,2021,"BACALADILLO O MOTE",26.091
4,2021,"BACALAO DE PROFUNDIDAD",46.713
4,2021,"CABRILLA COMUN",0.07
4,2021,"CALAMAR",0.55
4,2021,"CENTOLLA",53.104
4,2021,"CHANCHARRO",0.05
4,2021,"CHOLGA",502.757
4,2021,"CHORITO",165.891
4,2021,"CHORO",355.528
4,2021,"CONGRIO COLORADO",1.23
4,2021,"CONGRIO DORADO",60.159
4,2021,"CULENGUE",15.399
4,2021,"ERIZO",92.911
4,2021,"JAIBA LIMON",2.19
4,2021,"JAIBA MARMOLA",8.46
4,2021,"JAIBA PANCORA",0.5
4,2021,"JUREL",0.85
4,2021,"LANGOSTINO DE LOS CANALES",0.005
4,2021,"LUGA NEGRA O CRESPA",59.485
4,2021,"MERLUZA DE COLA",9.364
4,2021,"MERLUZA DEL SUR O AUSTRAL",1423.353
4,2021,"NAVAJUELA",17.884
4,2021,"OSTRA CHILENA",0.4
4,2021,"PAMPANITO",6.454
4,2021,"PEJEGALLO",9.678
4,2021,"PEJERREY DE MAR",151.831
4,2021,"PICOROCO",0.35
4,2021,"PIURE",13
4,2021,"PULPO DEL SUR",33.889
4,2021,"RAYA ESPINOSA",1.902
4,2021,"RAYA VOLANTIN",101.197
4,2021,"REINETA",1034.588
4,2021,"ROBALO",1.724
4,2021,"ROLLIZO",0.202
4,2021,"SARDINA AUSTRAL",11670.401
4,2021,"SARDINA COMUN",1069.287
4,2021,"TUMBAO",9.831
5,2017,"ALMEJA",298.869
5,2017,"CARACOL PALO PALO",0.42
5,2017,"CENTOLLA",1.792
5,2017,"CHOLGA",156.065
5,2017,"CHORITO",11.478
5,2017,"CHORO",889.967
5,2017,"CONGRIO COLORADO",0.03
5,2017,"CONGRIO DORADO",0.09
5,2017,"CULENGUE",8.748
5,2017,"ERIZO",106.363
5,2017,"HUIRO",5916.914
5,2017,"HUIRO NEGRO O CHASCON",15.142
5,2017,"JAIBA MARMOLA",700.591
5,2017,"LUGA-ROJA",8.733
5,2017,"MERLUZA DEL SUR O AUSTRAL",1.276
5,2017,"PEJEGALLO",37.206
5,2017,"PEJERREY DE MAR",0.197
5,2017,"PULPO DEL SUR",1.12
5,2017,"ROBALO",0.319
5,2017,"SIERRA",0.02
5,2017,"TUMBAO",3.18
5,2018,"ALMEJA",298.458
5,2018,"CARACOL PALO PALO",0.946
5,2018,"CENTOLLA",0.672
5,2018,"CHOLGA",164.185
5,2018,"CHORITO",66.24
5,2018,"CHORO",872.908
5,2018,"CULENGUE",6.402
5,2018,"ERIZO",36.008
5,2018,"HUEPO O NAVAJA DE MAR",0.51
5,2018,"HUIRO",8479.233
5,2018,"JAIBA MARMOLA",473.15
5,2018,"LUCHE",0.03
5,2018,"LUGA NEGRA O CRESPA",2.5
5,2018,"MERLUZA DEL SUR O AUSTRAL",20.574
5,2018,"NAVAJUELA",1.26
5,2018,"PEJEGALLO",22.929
5,2018,"PEJERREY DE MAR",0.301
5,2018,"PELILLO",4.4
5,2018,"PULPO DEL SUR",0.26
5,2018,"ROBALO",0.057
5,2018,"TUMBAO",0.06
5,2019,"ALMEJA",287.424
5,2019,"CENTOLLA",0.588
5,2019,"CHOLGA",63.83
5,2019,"CHORITO",54.55
5,2019,"CHORO",645.439
5,2019,"CULENGUE",2.25
5,2019,"ERIZO",16.791
5,2019,"HUIRO",7587.889
5,2019,"JAIBA MARMOLA",383.957
5,2019,"LUGA-ROJA",6
5,2019,"MERLUZA DEL SUR O AUSTRAL",8.9
5,2019,"PEJEGALLO",17.417
5,2019,"PEJERREY DE MAR",0.072
5,2019,"PELILLO",11.478
5,2019,"PULPO DEL SUR",0.02
5,2019,"RAYA VOLANTIN",76.869
5,2019,"ROBALO",0.067
5,2020,"ALMEJA",129.443
5,2020,"ANCHOVETA",0.05
5,2020,"CENTOLLA",0.223
5,2020,"CHOLGA",103.317
5,2020,"CHORITO",76.55
5,2020,"CHORO",508.424
5,2020,"CULENGUE",0.35
5,2020,"ERIZO",19.047
5,2020,"HUIRO",8308.688
5,2020,"JAIBA MARMOLA",215.927
5,2020,"LUGA-ROJA",9.5
5,2020,"MERLUZA DEL SUR O AUSTRAL",3.171
5,2020,"PEJEGALLO",11.748
5,2020,"PEJERREY DE MAR",0.752
5,2020,"PULPO DEL SUR",0.43
5,2020,"SARDINA AUSTRAL",0.023
5,2020,"SARDINA COMUN",0.041
5,2021,"ALMEJA",137.825
5,2021,"CARACOL PALO PALO",2.71
5,2021,"CENTOLLA",4.172
5,2021,"CHOLGA",130.404
5,2021,"CHORITO",34.71
5,2021,"CHORO",343.815
5,2021,"ERIZO",7.585
5,2021,"HUIRO",8921.543
5,2021,"JAIBA MARMOLA",99.035
5,2021,"MERLUZA DEL SUR O AUSTRAL",1.4
5,2021,"PEJEGALLO",6.103
5,2021,"PEJERREY DE MAR",1.172
5,2021,"PELILLO",1
5,2021,"PICOROCO",3.1
5,2021,"PULPO DEL SUR",0.693
6,2017,"ALMEJA",0.19
6,2017,"CABRILLA ESPAÑOLA",0.06
6,2017,"CARACOL PALO PALO",0.02
6,2017,"CENTOLLA",0.03
6,2017,"CONGRIO COLORADO",0.043
6,2017,"CONGRIO DORADO",1.384
6,2017,"CULENGUE",0.02
6,2017,"ERIZO",311.998
6,2017,"JULIANA O TAWERA",19.421
6,2017,"LAPA NEGRA",0.01
6,2017,"LUGA-ROJA",4.245
6,2017,"LUGA NEGRA O CRESPA",12.78
6,2017,"MERLUZA DEL SUR O AUSTRAL",27.261
6,2017,"NAVAJUELA",0.1
6,2017,"PEJERREY DE MAR",0.172
6,2017,"PICOROCO",0.02
6,2017,"REINETA",0.299
6,2017,"ROBALO",2.582
6,2017,"ROLLIZO",1.057
6,2017,"SIERRA",1.9
6,2017,"TUMBAO",0.03
6,2018,"ALMEJA",18.065
6,2018,"CABRILLA ESPAÑOLA",0.02
6,2018,"CENTOLLON",0.03
6,2018,"CHANCHARRO",0.03
6,2018,"CHOLGA",0.074
6,2018,"CHORITO",1.795
6,2018,"CHORO",3.068
6,2018,"CONGRIO COLORADO",0.191
