"rgn_id","pressure_score","year"
1,0.228812395639445,2021
2,0.0851269928122233,2021
3,0.105740260717868,2021
4,0.322362164630479,2021
5,0.349113702844485,2021
6,0.0958536222920564,2021
7,0.767007933938457,2021
8,0.086325715820156,2021
9,0.219312859549082,2021
10,0.755846424420298,2021
11,1,2021
13,0.0835577478589275,2021
14,0.152352168419962,2021
17,0.111262134584757,2021
18,0.0814400135409473,2021
21,0.198520611330691,2021
22,0.232565847727814,2021
23,0.0879556795488585,2021
24,0.377637277494505,2021
26,0.319242302539926,2021
27,0.348394771635022,2021
28,0.139026667471195,2021
29,0.170941765491414,2021
31,0.0842611973609173,2021
35,0.069577080577322,2021
