rgn_id,year,factor
1,2021,0.5
2,2021,1
3,2021,0.5
4,2021,0.25
5,2021,0.5
6,2021,0.25
7,2021,0.25
8,2021,1
9,2021,0.5
10,2021,0.25
11,2021,0.25
12,2021,0.25
13,2021,0.25
14,2021,0.5
15,2021,0.1
16,2021,0.25
17,2021,0.25
18,2021,0.5
19,2021,0.25
20,2021,0.25
21,2021,1
22,2021,0.25
23,2021,1
24,2021,0.25
25,2021,0.25
26,2021,0.5
27,2021,0.5
28,2021,0.25
29,2021,0.25
30,2021,0.25
31,2021,0.1
32,2021,0.25
33,2021,0.25
34,2021,0.1
35,2021,0.25
36,2021,0.5
