"rgn_id","sciname","popn_trend"
1,"Leopardus guigna","Decreciendo"
1,"Lontra provocax","Decreciendo"
1,"Loxechinus albus","Decreciendo"
1,"Phoenicopterus chilensis","Decreciendo"
1,"Pudu puda","Decreciendo"
1,"Spheniscus magellanicus","Decreciendo"
1,"Balaenoptera musculus","Creciendo"
1,"Eubalaena australis","Creciendo"
1,"Megaptera novaeangliae","Creciendo"
1,"Patagioenas araucana","Creciendo"
1,"Tachycineta leucopyga","Creciendo"
1,"Thalassarche melanophrys","Creciendo"
1,"Vanellus chilensis","Creciendo"
1,"Aulacomya atra","Estable"
1,"Colaptes pitius","Estable"
1,"Mimus thenca","Estable"
1,"Pleurodema thaul","Estable"
1,"Sympterygia lima","Estable"
1,"Venus antiqua","Estable"
2,"Cephalorhynchus eutropia","Decreciendo"
2,"Hippocamelus bisulcus","Decreciendo"
2,"Leopardus guigna","Decreciendo"
2,"Lontra provocax","Decreciendo"
2,"Spheniscus magellanicus","Decreciendo"
2,"Balaenoptera musculus","Creciendo"
2,"Eubalaena australis","Creciendo"
2,"Lama guanicoe","Creciendo"
2,"Megaptera novaeangliae","Creciendo"
2,"Patagioenas araucana","Creciendo"
2,"Tachycineta leucopyga","Creciendo"
2,"Thalassarche melanophrys","Creciendo"
2,"Vanellus chilensis","Creciendo"
2,"Colaptes pitius","Estable"
2,"Mirounga leonina","Estable"
3,"Loxechinus albus","Decreciendo"
3,"Spheniscus magellanicus","Decreciendo"
3,"Sprattus fuegensis","Decreciendo"
3,"Balaenoptera musculus","Creciendo"
3,"Lama guanicoe","Creciendo"
3,"Lithodes santolla","Creciendo"
3,"Megaptera novaeangliae","Creciendo"
3,"Paralomis granulosa","Creciendo"
3,"Tachycineta leucopyga","Creciendo"
3,"Thalassarche melanophrys","Creciendo"
3,"Vanellus chilensis","Creciendo"
3,"Aulacomya atra","Estable"
3,"Colaptes pitius","Estable"
3,"Mirounga leonina","Estable"
4,"Cephalorhynchus eutropia","Decreciendo"
4,"Cephalorhynchus eutropia","Decreciendo"
4,"Nothoprocta perdicaria","Decreciendo"
4,"Phoenicopterus chilensis","Decreciendo"
4,"Spheniscus magellanicus","Decreciendo"
4,"Tachymenis chilensis","Decreciendo"
4,"Patagioenas araucana","Creciendo"
4,"Tachycineta leucopyga","Creciendo"
4,"Thalassarche melanophrys","Creciendo"
4,"Vanellus chilensis","Creciendo"
4,"Aulacomya atra","Estable"
4,"Colaptes pitius","Estable"
4,"Mimus thenca","Estable"
4,"Pleurodema thaul","Estable"
4,"Venus antiqua","Estable"
5,"Cephalorhynchus eutropia","Decreciendo"
5,"Phoenicopterus chilensis","Decreciendo"
5,"Pudu puda","Decreciendo"
5,"Spheniscus magellanicus","Decreciendo"
5,"Tachymenis chilensis","Decreciendo"
5,"Patagioenas araucana","Creciendo"
5,"Tachycineta leucopyga","Creciendo"
5,"Thalassarche melanophrys","Creciendo"
5,"Vanellus chilensis","Creciendo"
5,"Colaptes pitius","Estable"
5,"Mimus thenca","Estable"
5,"Pleurodema thaul","Estable"
6,"Lontra provocax","Decreciendo"
6,"Phoenicopterus chilensis","Decreciendo"
6,"Pudu puda","Decreciendo"
6,"Spheniscus magellanicus","Decreciendo"
6,"Megaptera novaeangliae","Creciendo"
6,"Patagioenas araucana","Creciendo"
6,"Tachycineta leucopyga","Creciendo"
6,"Thalassarche melanophrys","Creciendo"
6,"Vanellus chilensis","Creciendo"
6,"Colaptes pitius","Estable"
6,"Mimus thenca","Estable"
6,"Pleurodema thaul","Estable"
7,"Cephalorhynchus eutropia","Decreciendo"
7,"Leopardus guigna","Decreciendo"
7,"Lontra provocax","Decreciendo"
7,"Spheniscus magellanicus","Decreciendo"
7,"Tachymenis chilensis","Decreciendo"
7,"Eubalaena australis","Creciendo"
7,"Patagioenas araucana","Creciendo"
7,"Tachycineta leucopyga","Creciendo"
7,"Thalassarche melanophrys","Creciendo"
7,"Vanellus chilensis","Creciendo"
7,"Aulacomya atra","Estable"
7,"Colaptes pitius","Estable"
7,"Mimus thenca","Estable"
7,"Pleurodema thaul","Estable"
8,"Cephalorhynchus eutropia","Decreciendo"
8,"Lontra provocax","Decreciendo"
8,"Merluccius australis","Decreciendo"
8,"Phoenicopterus chilensis","Decreciendo"
8,"Spheniscus magellanicus","Decreciendo"
