"rgn_id","Producto","year","proportion"
18,"Algas",2021,45.6822633297062
18,"Harina",2017,NA
18,"Harina",2018,NA
18,"Harina",2019,NA
18,"Harina",2020,NA
18,"Harina",2021,NA
19,"Aceite",2017,NA
19,"Aceite",2018,NA
19,"Aceite",2019,NA
19,"Aceite",2020,NA
19,"Aceite",2021,NA
19,"Algas",2017,23.9873018892601
19,"Algas",2018,19.5286955901411
19,"Algas",2019,35.4905061409871
19,"Algas",2020,21.3121381097887
19,"Algas",2021,100
19,"Harina",2017,NA
19,"Harina",2018,NA
19,"Harina",2019,NA
19,"Harina",2020,NA
19,"Harina",2021,NA
2,"Aceite",2017,28.3720930232558
2,"Aceite",2018,0
2,"Aceite",2019,43.2558139534884
2,"Aceite",2020,92.5581395348837
2,"Aceite",2021,100
2,"Algas",2017,54.185520361991
2,"Algas",2018,57.3529411764706
2,"Algas",2019,100
2,"Algas",2020,2.26244343891403
2,"Algas",2021,60.6114253393665
2,"Harina",2017,28.233995584989
2,"Harina",2018,20.3090507726269
2,"Harina",2019,41.0596026490066
2,"Harina",2020,84.326710816777
2,"Harina",2021,100
20,"Aceite",2017,NA
20,"Aceite",2018,NA
20,"Aceite",2019,NA
20,"Aceite",2020,NA
20,"Aceite",2021,NA
20,"Algas",2017,NA
20,"Algas",2018,NA
20,"Algas",2019,NA
20,"Algas",2020,NA
20,"Algas",2021,NA
20,"Harina",2017,NA
20,"Harina",2018,NA
20,"Harina",2019,NA
20,"Harina",2020,NA
20,"Harina",2021,NA
21,"Aceite",2017,100
21,"Aceite",2018,100
21,"Aceite",2019,8.52038479157123
21,"Aceite",2020,4.12276683463124
21,"Aceite",2021,21.644525881814
21,"Algas",2017,25.8932683191115
21,"Algas",2018,59.650548557497
21,"Algas",2019,83.7058106460788
21,"Algas",2020,100
21,"Algas",2021,52.4796153325207
21,"Harina",2017,100
21,"Harina",2018,100
21,"Harina",2019,11.1750415547884
21,"Harina",2020,4.88428589694412
21,"Harina",2021,25.3420278736734
22,"Aceite",2017,NA
22,"Aceite",2018,NA
22,"Aceite",2019,NA
22,"Aceite",2020,NA
22,"Aceite",2021,NA
22,"Algas",2017,NA
22,"Algas",2018,NA
22,"Algas",2019,NA
22,"Algas",2020,NA
22,"Algas",2021,NA
22,"Harina",2017,NA
22,"Harina",2018,NA
22,"Harina",2019,NA
22,"Harina",2020,NA
22,"Harina",2021,NA
23,"Aceite",2017,NA
23,"Aceite",2018,NA
23,"Aceite",2019,NA
23,"Aceite",2020,NA
23,"Aceite",2021,NA
23,"Algas",2017,100
23,"Algas",2018,97.9058805347346
23,"Algas",2019,89.7071323699869
23,"Algas",2020,73.974190557144
23,"Algas",2021,12.8870257321691
23,"Harina",2017,NA
23,"Harina",2018,NA
23,"Harina",2019,NA
23,"Harina",2020,NA
23,"Harina",2021,NA
24,"Aceite",2017,NA
24,"Aceite",2018,NA
24,"Aceite",2019,NA
24,"Aceite",2020,NA
24,"Aceite",2021,NA
24,"Algas",2017,2.13903743315508
24,"Algas",2018,12.2994652406417
24,"Algas",2019,100
24,"Algas",2020,29.9465240641711
24,"Algas",2021,33.2459893048128
24,"Harina",2017,NA
24,"Harina",2018,NA
24,"Harina",2019,NA
24,"Harina",2020,NA
24,"Harina",2021,NA
25,"Aceite",2017,NA
25,"Aceite",2018,NA
25,"Aceite",2019,NA
25,"Aceite",2020,NA
25,"Aceite",2021,NA
25,"Algas",2017,46.875
25,"Algas",2018,100
25,"Algas",2019,12.5
25,"Algas",2020,3.125
25,"Algas",2021,3.75
25,"Harina",2017,NA
25,"Harina",2018,NA
25,"Harina",2019,NA
25,"Harina",2020,NA
25,"Harina",2021,NA
26,"Aceite",2017,NA
26,"Aceite",2018,NA
26,"Aceite",2019,NA
26,"Aceite",2020,NA
26,"Aceite",2021,NA
26,"Algas",2017,61.5571321882001
26,"Algas",2018,78.7061239731143
26,"Algas",2019,94.2027632561613
26,"Algas",2020,100
26,"Algas",2021,85.3425130694548
26,"Harina",2017,NA
26,"Harina",2018,NA
26,"Harina",2019,NA
26,"Harina",2020,NA
26,"Harina",2021,NA
27,"Aceite",2017,NA
27,"Aceite",2018,NA
27,"Aceite",2019,NA
27,"Aceite",2020,NA
27,"Aceite",2021,NA
27,"Algas",2017,83.35874825963
27,"Algas",2018,79.9575681230524
27,"Algas",2019,100
27,"Algas",2020,97.4209374792813
27,"Algas",2021,71.5777365245641
27,"Harina",2017,NA
27,"Harina",2018,NA
27,"Harina",2019,NA
27,"Harina",2020,NA
27,"Harina",2021,NA
28,"Aceite",2017,NA
28,"Aceite",2018,NA
28,"Aceite",2019,NA
28,"Aceite",2020,NA
28,"Aceite",2021,NA
28,"Algas",2017,63.9314516129032
28,"Algas",2018,41.8951612903226
28,"Algas",2019,88.3467741935484
28,"Algas",2020,100
28,"Algas",2021,99.1917338709677
28,"Harina",2017,NA
28,"Harina",2018,NA
28,"Harina",2019,NA
28,"Harina",2020,NA
28,"Harina",2021,NA
29,"Aceite",2017,NA
29,"Aceite",2018,NA
29,"Aceite",2019,NA
29,"Aceite",2020,NA
29,"Aceite",2021,NA
29,"Algas",2017,100
29,"Algas",2018,68.8735053492763
29,"Algas",2019,46.3813719320327
29,"Algas",2020,48.0553807426054
29,"Algas",2021,42.967023285085
29,"Harina",2017,NA
29,"Harina",2018,NA
29,"Harina",2019,NA
29,"Harina",2020,NA
29,"Harina",2021,NA
3,"Aceite",2017,NA
3,"Aceite",2018,NA
3,"Aceite",2019,NA
3,"Aceite",2020,NA
3,"Aceite",2021,NA
3,"Algas",2017,NA
3,"Algas",2018,NA
3,"Algas",2019,NA
3,"Algas",2020,NA
3,"Algas",2021,NA
3,"Harina",2017,NA
3,"Harina",2018,NA
3,"Harina",2019,NA
3,"Harina",2020,NA
3,"Harina",2021,NA
30,"Aceite",2017,NA
30,"Aceite",2018,NA
30,"Aceite",2019,NA
30,"Aceite",2020,NA
30,"Aceite",2021,NA
30,"Algas",2017,100
30,"Algas",2018,0
30,"Algas",2019,0
30,"Algas",2020,0
30,"Algas",2021,31.25
30,"Harina",2017,NA
30,"Harina",2018,NA
30,"Harina",2019,NA
30,"Harina",2020,NA
30,"Harina",2021,NA
31,"Aceite",2017,NA
31,"Aceite",2018,NA
31,"Aceite",2019,NA
31,"Aceite",2020,NA
31,"Aceite",2021,NA
31,"Algas",2017,NA
31,"Algas",2018,NA
31,"Algas",2019,NA
31,"Algas",2020,NA
31,"Algas",2021,NA
31,"Harina",2017,NA
31,"Harina",2018,NA
31,"Harina",2019,NA
31,"Harina",2020,NA
31,"Harina",2021,NA
32,"Aceite",2017,NA
32,"Aceite",2018,NA
32,"Aceite",2019,NA
32,"Aceite",2020,NA
32,"Aceite",2021,NA
32,"Algas",2017,NA
32,"Algas",2018,NA
32,"Algas",2019,NA
32,"Algas",2020,NA
32,"Algas",2021,NA
32,"Harina",2017,NA
32,"Harina",2018,NA
32,"Harina",2019,NA
32,"Harina",2020,NA
32,"Harina",2021,NA
33,"Aceite",2017,NA
33,"Aceite",2018,NA
33,"Aceite",2019,NA
33,"Aceite",2020,NA
33,"Aceite",2021,NA
33,"Algas",2017,100
33,"Algas",2018,62.3548922056385
33,"Algas",2019,31.7578772802653
33,"Algas",2020,54.6434494195688
33,"Algas",2021,81.2910447761194
33,"Harina",2017,NA
33,"Harina",2018,NA
33,"Harina",2019,NA
33,"Harina",2020,NA
33,"Harina",2021,NA
34,"Aceite",2017,NA
34,"Aceite",2018,NA
34,"Aceite",2019,NA
34,"Aceite",2020,NA
34,"Aceite",2021,NA
34,"Algas",2017,NA
34,"Algas",2018,NA
34,"Algas",2019,NA
34,"Algas",2020,NA
34,"Algas",2021,NA
34,"Harina",2017,NA
34,"Harina",2018,NA
34,"Harina",2019,NA
34,"Harina",2020,NA
34,"Harina",2021,NA
35,"Aceite",2017,NA
35,"Aceite",2018,NA
35,"Aceite",2019,NA
35,"Aceite",2020,NA
35,"Aceite",2021,NA
35,"Algas",2017,NA
35,"Algas",2018,NA
35,"Algas",2019,NA
35,"Algas",2020,NA
35,"Algas",2021,NA
35,"Harina",2017,NA
35,"Harina",2018,NA
35,"Harina",2019,NA
35,"Harina",2020,NA
35,"Harina",2021,NA
36,"Aceite",2017,NA
36,"Aceite",2018,NA
36,"Aceite",2019,NA
36,"Aceite",2020,NA
36,"Aceite",2021,NA
36,"Algas",2017,8.26747720364742
36,"Algas",2018,50.3343465045593
36,"Algas",2019,100
36,"Algas",2020,0
36,"Algas",2021,25.0060790273556
36,"Harina",2017,NA
36,"Harina",2018,NA
36,"Harina",2019,NA
36,"Harina",2020,NA
36,"Harina",2021,NA
4,"Aceite",2017,0
4,"Aceite",2018,0
4,"Aceite",2019,42.676622630672
4,"Aceite",2020,100
4,"Aceite",2021,40.7811602527283
4,"Algas",2017,54.1075203865902
4,"Algas",2018,100
4,"Algas",2019,63.0021141649049
4,"Algas",2020,64.0893989731199
4,"Algas",2021,91.5590456055572
4,"Harina",2017,17.6675786593707
4,"Harina",2018,0.820793433652531
4,"Harina",2019,51.3679890560876
4,"Harina",2020,100
4,"Harina",2021,43.5020519835841
5,"Aceite",2017,100
5,"Aceite",2018,100
5,"Aceite",2019,0
5,"Aceite",2020,0
5,"Aceite",2021,0
5,"Algas",2017,79.360689504295
5,"Algas",2018,82.81976876179
5,"Algas",2019,74.2917762248154
5,"Algas",2020,88.1198376957084
5,"Algas",2021,100
5,"Harina",2017,100
5,"Harina",2018,100
5,"Harina",2019,0
5,"Harina",2020,0
5,"Harina",2021,0
6,"Aceite",2017,NA
6,"Aceite",2018,NA
6,"Aceite",2019,NA
6,"Aceite",2020,NA
6,"Aceite",2021,NA
6,"Algas",2017,62.6736942980355
6,"Algas",2018,69.7652132247245
6,"Algas",2019,96.7417345471969
6,"Algas",2020,100
6,"Algas",2021,99.7125059894585
6,"Harina",2017,NA
6,"Harina",2018,NA
6,"Harina",2019,NA
6,"Harina",2020,NA
6,"Harina",2021,NA
7,"Aceite",2017,NA
7,"Aceite",2018,NA
7,"Aceite",2019,NA
7,"Aceite",2020,NA
7,"Aceite",2021,NA
7,"Algas",2017,71.870170015456
7,"Algas",2018,100
7,"Algas",2019,44.0494590417311
7,"Algas",2020,0.309119010819165
7,"Algas",2021,1.8500772797527
7,"Harina",2017,NA
7,"Harina",2018,NA
7,"Harina",2019,NA
7,"Harina",2020,NA
7,"Harina",2021,NA
8,"Aceite",2017,NA
8,"Aceite",2018,NA
8,"Aceite",2019,NA
8,"Aceite",2020,NA
8,"Aceite",2021,NA
8,"Algas",2017,20
8,"Algas",2018,100
8,"Algas",2019,13.3333333333333
8,"Algas",2020,53.3333333333333
8,"Algas",2021,16.2
8,"Harina",2017,NA
8,"Harina",2018,NA
8,"Harina",2019,NA
8,"Harina",2020,NA
8,"Harina",2021,NA
9,"Aceite",2017,NA
9,"Aceite",2018,NA
9,"Aceite",2019,NA
9,"Aceite",2020,NA
9,"Aceite",2021,NA
9,"Algas",2017,100
9,"Algas",2018,20
9,"Algas",2019,0
9,"Algas",2020,10
9,"Algas",2021,0
9,"Harina",2017,NA
9,"Harina",2018,NA
9,"Harina",2019,NA
9,"Harina",2020,NA
9,"Harina",2021,NA
