"rgn_id","porcentaje","score"
1,0.083333333,0.09999999952
2,0.268510661,0.32221279294223
3,0.416666667,0.5
4,0.153172621,0.183807145052954
5,0.060667904,0.0728014847417588
6,0.050092539,0.0601110467519112
7,0,0
8,0.324575158,0.389490189288408
9,0.132451631,0.158941957072846
10,0.142857143,0.171428571462857
11,0.128571429,0.154285714676571
13,0.155102041,0.186122449051102
14,0.191640502,0.229968602216025
18,0.293424036,0.352108842918313
21,0.087868481,0.105442177115646
22,0.833333334,1
23,0.560714286,0.672857142661714
24,0.036363636,0.0436363631650909
26,0.141999667,0.17039960026368
27,0.194041253,0.23284950341372
28,0.151082251,0.181298701054961
29,0.10148423,0.121781075902575
31,0.193237295,0.231884753814492
