rgn_id,mean_inc
1,0.067236884
2,0.687418872
4,0.019677245
5,0.02565547
6,0.222516468
7,0.054635379
8,0.873776306
9,0.015403069
10,0.026773129
11,0.055538742
12,0.0491965
13,0.477132239
14,0.033858243
16,0.0491965
17,0.04780402
21,0.004196415
22,0.0205808
24,0.006490764
25,0.0491965
26,0.043105382
27,0.096569603
28,0.021714246
29,0.033359188
30,0.0491965
33,0.0491965
36,0.263093
