rgn_id,porcentaje
1,0.083333333
2,0.268510661
3,0.416666667
4,0.153172621
5,0.060667904
6,0.050092539
7,0
8,0.324575158
9,0.132451631
10,0.142857143
11,0.128571429
13,0.155102041
14,0.191640502
18,0.293424036
21,0.087868481
22,0.833333334
23,0.560714286
24,0.036363636
26,0.141999667
27,0.194041253
28,0.151082251
29,0.10148423
31,0.193237295
