"rgn_id","habitat","boolean","layer"
1,"CE",1,"element_wts_hab_pres_abs"
1,"CI",1,"element_wts_hab_pres_abs"
1,"MY",1,"element_wts_hab_pres_abs"
10,"CI",1,"element_wts_hab_pres_abs"
10,"MY",1,"element_wts_hab_pres_abs"
11,"CE",1,"element_wts_hab_pres_abs"
11,"MY",1,"element_wts_hab_pres_abs"
11,"CI",1,"element_wts_hab_pres_abs"
12,"CE",1,"element_wts_hab_pres_abs"
12,"FD",1,"element_wts_hab_pres_abs"
12,"FB",1,"element_wts_hab_pres_abs"
12,"MY",1,"element_wts_hab_pres_abs"
13,"MY",1,"element_wts_hab_pres_abs"
13,"CA",1,"element_wts_hab_pres_abs"
13,"CE",1,"element_wts_hab_pres_abs"
14,"AF",1,"element_wts_hab_pres_abs"
14,"CI",1,"element_wts_hab_pres_abs"
14,"MY",1,"element_wts_hab_pres_abs"
15,"MY",1,"element_wts_hab_pres_abs"
15,"EM",1,"element_wts_hab_pres_abs"
16,"CE",1,"element_wts_hab_pres_abs"
16,"FB",1,"element_wts_hab_pres_abs"
16,"FD",1,"element_wts_hab_pres_abs"
16,"MY",1,"element_wts_hab_pres_abs"
17,"CE",1,"element_wts_hab_pres_abs"
17,"MY",1,"element_wts_hab_pres_abs"
18,"MY",1,"element_wts_hab_pres_abs"
18,"EM",1,"element_wts_hab_pres_abs"
18,"CE",1,"element_wts_hab_pres_abs"
18,"CA",1,"element_wts_hab_pres_abs"
18,"AF",1,"element_wts_hab_pres_abs"
19,"MY",1,"element_wts_hab_pres_abs"
19,"EM",1,"element_wts_hab_pres_abs"
2,"CA",1,"element_wts_hab_pres_abs"
2,"AF",1,"element_wts_hab_pres_abs"
2,"CE",1,"element_wts_hab_pres_abs"
2,"Gp",1,"element_wts_hab_pres_abs"
2,"MY",1,"element_wts_hab_pres_abs"
20,"MY",1,"element_wts_hab_pres_abs"
20,"EM",1,"element_wts_hab_pres_abs"
21,"MY",1,"element_wts_hab_pres_abs"
21,"CI",1,"element_wts_hab_pres_abs"
22,"AF",1,"element_wts_hab_pres_abs"
22,"MY",1,"element_wts_hab_pres_abs"
23,"EM",1,"element_wts_hab_pres_abs"
23,"CA",1,"element_wts_hab_pres_abs"
23,"AF",1,"element_wts_hab_pres_abs"
23,"MY",1,"element_wts_hab_pres_abs"
23,"CE",1,"element_wts_hab_pres_abs"
24,"MY",1,"element_wts_hab_pres_abs"
24,"CI",1,"element_wts_hab_pres_abs"
25,"FB",1,"element_wts_hab_pres_abs"
25,"MY",1,"element_wts_hab_pres_abs"
25,"CE",1,"element_wts_hab_pres_abs"
25,"FD",1,"element_wts_hab_pres_abs"
26,"MY",1,"element_wts_hab_pres_abs"
26,"CI",1,"element_wts_hab_pres_abs"
27,"MY",1,"element_wts_hab_pres_abs"
27,"CE",1,"element_wts_hab_pres_abs"
27,"CI",1,"element_wts_hab_pres_abs"
28,"CI",1,"element_wts_hab_pres_abs"
28,"MY",1,"element_wts_hab_pres_abs"
29,"MY",1,"element_wts_hab_pres_abs"
29,"CI",1,"element_wts_hab_pres_abs"
3,"AF",1,"element_wts_hab_pres_abs"
3,"CA",1,"element_wts_hab_pres_abs"
3,"MY",1,"element_wts_hab_pres_abs"
3,"CE",1,"element_wts_hab_pres_abs"
30,"FB",1,"element_wts_hab_pres_abs"
30,"FD",1,"element_wts_hab_pres_abs"
30,"MY",1,"element_wts_hab_pres_abs"
31,"CA",1,"element_wts_hab_pres_abs"
31,"AF",1,"element_wts_hab_pres_abs"
31,"EM",1,"element_wts_hab_pres_abs"
31,"MY",1,"element_wts_hab_pres_abs"
32,"MY",1,"element_wts_hab_pres_abs"
32,"EM",1,"element_wts_hab_pres_abs"
33,"FD",1,"element_wts_hab_pres_abs"
33,"FB",1,"element_wts_hab_pres_abs"
33,"EM",1,"element_wts_hab_pres_abs"
33,"MY",1,"element_wts_hab_pres_abs"
34,"CA",1,"element_wts_hab_pres_abs"
34,"MY",1,"element_wts_hab_pres_abs"
35,"MY",1,"element_wts_hab_pres_abs"
35,"AF",1,"element_wts_hab_pres_abs"
36,"AF",1,"element_wts_hab_pres_abs"
36,"MY",1,"element_wts_hab_pres_abs"
36,"CA",1,"element_wts_hab_pres_abs"
36,"Gp",1,"element_wts_hab_pres_abs"
36,"CE",1,"element_wts_hab_pres_abs"
4,"CI",1,"element_wts_hab_pres_abs"
4,"MY",1,"element_wts_hab_pres_abs"
4,"CE",1,"element_wts_hab_pres_abs"
5,"CE",1,"element_wts_hab_pres_abs"
5,"MY",1,"element_wts_hab_pres_abs"
5,"CI",1,"element_wts_hab_pres_abs"
6,"CE",1,"element_wts_hab_pres_abs"
6,"CI",1,"element_wts_hab_pres_abs"
6,"MY",1,"element_wts_hab_pres_abs"
6,"AF",1,"element_wts_hab_pres_abs"
6,"CA",1,"element_wts_hab_pres_abs"
7,"MY",1,"element_wts_hab_pres_abs"
7,"CE",1,"element_wts_hab_pres_abs"
7,"CI",1,"element_wts_hab_pres_abs"
8,"MY",1,"element_wts_hab_pres_abs"
8,"AF",1,"element_wts_hab_pres_abs"
8,"CE",1,"element_wts_hab_pres_abs"
8,"CA",1,"element_wts_hab_pres_abs"
9,"AF",1,"element_wts_hab_pres_abs"
9,"MY",1,"element_wts_hab_pres_abs"
9,"CI",1,"element_wts_hab_pres_abs"
