,s1,s2,rgn_id,id,year,area_km2,category
71,Arctocephalus,gazella,18,295,2008,224.3,0
72,Arctocephalus,gazella,18,419,2008,224.5,0
73,Arctocephalus,gazella,18,183,2008,183.4,0
74,Arctocephalus,gazella,34,3828,2016,2.5,0
75,Arctocephalus,gazella,18,177,2008,224.5,0
76,Arctocephalus,gazella,18,175,2008,207.3,0
77,Arctocephalus,gazella,18,406,2008,187.8,0
78,Arctocephalus,gazella,18,185,2008,199.4,0
79,Arctocephalus,gazella,36,58,2008,135.3,0
80,Arctocephalus,gazella,18,62,2008,223.5,0
81,Arctocephalus,gazella,18,60,2008,94.9,0
82,Arctocephalus,tropicalis,23,2128,2015,149.6,0
83,Arctocephalus,tropicalis,27,814,2015,193.9,0
84,Ardenna,creatopus,33,1246,2021,114,0.6
85,Ardenna,creatopus,6,2050,2021,150.6,0.6
86,Ardenna,creatopus,4,1933,2021,124,0.6
87,Ardenna,creatopus,4,1932,2021,200.3,0.6
88,Ardenna,creatopus,29,1825,2021,53.5,0.6
89,Ardenna,creatopus,21,1930,2021,79.4,0.6
90,Ardenna,creatopus,21,2045,2021,126.1,0.6
91,Ardenna,creatopus,21,1931,2020,139.9,0.6
92,Ardenna,creatopus,6,1936,2020,196.3,0.6
93,Ardenna,creatopus,6,2049,2021,85.5,0.6
94,Ardenna,creatopus,14,2047,2021,115.1,0.6
95,Ardenna,creatopus,8,1610,2021,145.8,0.6
96,Ardenna,creatopus,1,1594,2021,96,0.6
97,Ardenna,creatopus,6,1935,2020,188.6,0.6
98,Ardenna,creatopus,3,4851,2020,140.2,0.6
99,Ardenna,creatopus,36,276,2020,224.5,0.6
100,Ardenna,creatopus,27,1492,2020,194.2,0.6
101,Ardenna,creatopus,2,157,2020,219.9,0.6
102,Ardenna,creatopus,36,841,2020,217.9,0.6
103,Ardenna,creatopus,6,1939,2020,167.8,0.6
104,Ardenna,creatopus,29,1598,2020,159.8,0.6
105,Ardenna,creatopus,28,1708,2020,224.4,0.6
106,Ardenna,creatopus,33,1358,2020,175.5,0.6
107,Ardenna,creatopus,36,731,2020,149.7,0.6
108,Ardenna,creatopus,25,1247,2020,38.7,0.6
109,Ardenna,creatopus,16,1252,2020,176.8,0.6
110,Ardenna,creatopus,25,1600,2021,155.1,0.6
111,Ardenna,creatopus,14,2158,2020,27.1,0.6
112,Ardenna,creatopus,13,1383,2020,133.2,0.6
113,Ardenna,creatopus,14,2048,2020,167.4,0.6
114,Ardenna,creatopus,27,1491,2020,220.4,0.6
115,Ardenna,creatopus,6,1828,2020,201.6,0.6
116,Ardenna,creatopus,8,1501,2020,190.2,0.6
117,Ardenna,creatopus,18,60,2019,94.9,0.6
118,Ardenna,creatopus,29,1824,2019,64.5,0.6
119,Ardenna,creatopus,6,2048,2019,56.9,0.6
120,Ardenna,creatopus,4,1594,2019,82.4,0.6
121,Ardenna,creatopus,8,1499,2019,184,0.6
122,Ardenna,creatopus,13,1382,2019,142.1,0.6
123,Ardenna,creatopus,17,1254,2020,76,0.6
124,Ardenna,creatopus,2,268,2019,55.4,0.6
125,Ardenna,creatopus,14,2160,2019,119.1,0.6
126,Ardenna,creatopus,8,1723,2018,144.4,0.6
127,Ardenna,creatopus,2,158,2018,168.3,0.6
128,Ardenna,creatopus,27,1605,2018,160.4,0.6
129,Ardenna,creatopus,8,824,2018,218.9,0.6
130,Ardenna,creatopus,2,602,2018,222.6,0.6
131,Ardenna,creatopus,13,1495,2018,205.6,0.6
132,Ardenna,creatopus,1,1254,2018,78.4,0.6
133,Ardenna,creatopus,27,1489,2018,64.5,0.6
134,Ardenna,creatopus,6,1940,2018,222.6,0.6
135,Ardenna,creatopus,8,1164,2017,25.2,0.6
136,Ardenna,creatopus,36,614,2017,224.5,0.6
137,Ardenna,creatopus,2,45,2017,191.4,0.6
138,Ardenna,creatopus,2,1393,2017,96.5,0.6
139,Ardenna,creatopus,2,44,2017,100.4,0.6
140,Ardenna,creatopus,36,501,2017,224.5,0.6
141,Ardenna,creatopus,2,274,2017,224.5,0.6
142,Ardenna,creatopus,29,1712,2017,129.4,0.6
143,Ardenna,creatopus,4,1820,2017,154.9,0.6
144,Ardenna,creatopus,13,1606,2017,197.8,0.6
145,Ardenna,creatopus,4,1707,2017,156.7,0.6
146,Ardenna,creatopus,27,1490,2017,176.1,0.6
147,Ardenna,creatopus,25,1713,2017,192.8,0.6
148,Ardenna,creatopus,13,1493,2017,224.4,0.6
149,Ardenna,creatopus,36,503,2017,224.5,0.6
150,Ardenna,creatopus,36,845,2017,97.4,0.6
151,Ardenna,creatopus,1,1368,2017,115,0.6
152,Ardenna,creatopus,6,1715,2016,33.3,0.6
153,Ardenna,creatopus,5,1486,2016,26.4,0.6
154,Ardenna,creatopus,33,1359,2016,197.1,0.6
155,Ardenna,creatopus,25,1601,2016,196.7,0.6
156,Ardenna,creatopus,27,816,2016,170.1,0.6
157,Ardenna,creatopus,2,1391,2015,89.5,0.6
158,Ardenna,creatopus,2,492,2015,189.8,0.6
159,Ardenna,creatopus,36,1071,2015,77,0.6
160,Ardenna,creatopus,13,1608,2015,157.7,0.6
161,Ardenna,creatopus,8,1500,2015,180.4,0.6
162,Ardenna,creatopus,2,1050,2015,7.4,0.6
163,Ardenna,creatopus,13,1609,2015,135.8,0.6
164,Ardenna,creatopus,8,1389,2015,144.4,0.6
165,Ardenna,creatopus,2,1845,2014,58.2,0.6
166,Ardenna,creatopus,6,2161,2013,60.8,0.6
167,Ardenna,creatopus,36,730,2013,218.9,0.6
168,Ardenna,creatopus,2,1504,2013,143,0.6
169,Ardenna,creatopus,4,1706,2013,107.4,0.6
170,Ardenna,creatopus,27,1715,2013,134.5,0.6
171,Ardenna,creatopus,2,1731,2011,37.6,0.6
172,Ardenna,creatopus,2,717,2011,199.5,0.6
173,Ardenna,creatopus,2,1957,2010,50,0.6
174,Ardenna,creatopus,2,1392,2010,165.9,0.6
175,Ardenna,creatopus,2,1051,2010,94.2,0.6
176,Ardenna,creatopus,18,179,2010,218.6,0.6
177,Ardenna,creatopus,2,828,2009,167.7,0.6
178,Ardenna,creatopus,8,486,2008,224.5,0.6
179,Ardenna,creatopus,3,3720,2007,66.2,0.6
180,Ardenna,creatopus,28,1822,2005,222,0.6
181,Ardenna,creatopus,8,1502,2005,143.1,0.6
182,Ardenna,creatopus,6,1827,2001,220.4,0.6
183,Ardenna,creatopus,13,1607,2001,199.9,0.6
184,Ardenna,creatopus,8,1612,1978,218.7,0.6
185,Ardenna,creatopus,6,1938,2020,199.2,0.6
186,Ardenna,creatopus,30,1360,2020,75,0.6
187,Ardenna,creatopus,16,1140,2020,23.7,0.6
188,Ardenna,creatopus,6,2053,2020,45.7,0.6
189,Ardenna,creatopus,21,1819,2020,11.5,0.6
190,Ardenna,creatopus,3,4518,2020,215.3,0.6
191,Ardenna,creatopus,14,1934,2020,203.8,0.6
192,Ardenna,creatopus,4,1931,2020,43,0.6
193,Ardenna,creatopus,1,1255,2020,26.7,0.6
194,Ardenna,creatopus,4,2046,2020,21.8,0.6
195,Ardenna,creatopus,17,1140,2020,46.2,0.6
196,Ardenna,creatopus,2,713,2020,185.9,0.6
197,Ardenna,creatopus,28,1595,2020,145.6,0.6
198,Ardenna,creatopus,18,180,2020,224.5,0.6
199,Ardenna,creatopus,2,156,2020,189.2,0.6
200,Ardenna,creatopus,18,532,2020,219.7,0.6
201,Ardenna,creatopus,2,827,2020,223,0.6
202,Ardenna,creatopus,14,2275,2019,51.1,0.6
203,Balaenoptera,acutorostrata,3,4624,2016,48,0
204,Balaenoptera,acutorostrata,3,4737,2022,116.9,0
205,Balaenoptera,acutorostrata,3,4739,2001,123.1,0
206,Balaenoptera,acutorostrata,21,1930,2009,79.4,0
207,Balaenoptera,acutorostrata,1,1368,2011,115,0
208,Balaenoptera,acutorostrata,3,4398,2004,35.6,0
209,Balaenoptera,acutorostrata,3,4400,2004,120,0
210,Balaenoptera,borealis,23,2803,2020,72.4,0.8
211,Balaenoptera,borealis,3,4631,2020,205,0.8
212,Balaenoptera,borealis,23,2915,2020,216,0.8
213,Balaenoptera,borealis,3,4398,2020,35.6,0.8
214,Balaenoptera,borealis,23,2916,2015,156.3,0.8
215,Balaenoptera,borealis,3,4510,2021,58.4,0.8
216,Balaenoptera,borealis,32,3589,2019,42,0.8
217,Balaenoptera,borealis,23,2128,2020,149.6,0.8
218,Balaenoptera,borealis,3,4851,2017,140.2,0.8
219,Balaenoptera,borealis,18,635,2015,110,0.8
220,Balaenoptera,borealis,3,4856,2018,222.2,0.8
221,Balaenoptera,borealis,3,4284,2012,52,0.8
222,Balaenoptera,borealis,3,5078,2019,156.2,0.8
223,Balaenoptera,borealis,27,1039,2018,179.5,0.8
224,Balaenoptera,borealis,23,2804,2018,119.9,0.8
225,Balaenoptera,borealis,3,3494,2018,45.9,0.8
226,Balaenoptera,borealis,23,2807,2019,189.7,0.8
227,Balaenoptera,borealis,19,3029,2018,208.8,0.8
228,Balaenoptera,borealis,3,5078,2017,156.2,0.8
229,Balaenoptera,musculus,2,491,2020,224.5,0.6
230,Balaenoptera,musculus,1,1143,2017,199.2,0.6
231,Balaenoptera,musculus,32,3702,2018,65.7,0.6
232,Balaenoptera,musculus,2,269,2019,223.1,0.6
233,Balaenoptera,musculus,27,1604,2016,200.9,0.6
234,Balaenoptera,musculus,13,1382,2011,142.1,0.6
235,Balaenoptera,musculus,17,1254,2017,76,0.6
236,Balaenoptera,musculus,8,1721,2016,94.2,0.6
237,Balaenoptera,musculus,8,1502,2019,143.1,0.6
238,Balaenoptera,physalus,4,2046,2019,21.8,0.8
239,Balaenoptera,physalus,4,1933,2019,124,0.8
240,Balaenoptera,physalus,3,4852,2019,201.2,0.8
241,Balaenoptera,physalus,2,379,2019,170.2,0.8
242,Campylonotus,vagans,3,3945,2018,72.9,0
243,Campylonotus,vagans,21,1818,2012,39.3,0
244,Campylonotus,vagans,18,532,2019,219.7,0
245,Campylonotus,vagans,8,1273,2002,124.8,0
246,Campylonotus,vagans,4,1932,2013,200.3,0
247,Campylonotus,vagans,2,1051,2002,94.2,0
248,Campylonotus,vagans,8,1612,2002,218.7,0
249,Campylonotus,vagans,3,2588,1997,126.6,0
250,Campylonotus,vagans,2,1166,2002,50.4,0
251,Campylonotus,vagans,27,929,2002,201.4,0
252,Campylonotus,vagans,13,1267,2001,190.4,0
253,Campylonotus,vagans,3,4966,2010,222.9,0
254,Campylonotus,vagans,29,1711,2011,200.1,0
255,Campylonotus,vagans,34,3603,2010,43.7,0
256,Desmophyllum,dianthus,6,2276,2012,21.1,0.2
257,Desmophyllum,dianthus,4,1707,2013,156.7,0.2
258,Desmophyllum,dianthus,14,2276,2013,28.7,0.2
259,Desmophyllum,dianthus,18,636,1972,203.4,0.2
260,Desmophyllum,dianthus,36,846,1972,134.2,0.2
261,Desmophyllum,dianthus,4,1932,2013,200.3,0.2
262,Errina,antarctica,36,1184,2014,88.8,0.6
263,Errina,antarctica,18,294,1972,224.5,0.6
264,Eubalaena,australis,2,1063,2021,141.7,0.6
265,Haematopus,palliatus,14,2273,2021,33.8,0.2
266,Haematopus,palliatus,27,1153,2020,218.8,0.2
267,Haematopus,palliatus,23,2915,2020,216,0.2
268,Haematopus,palliatus,21,1931,2020,139.9,0.2
269,Haematopus,palliatus,14,2161,2019,69.3,0.2
270,Haematopus,palliatus,25,1487,2021,35.8,0.2
271,Haematopus,palliatus,17,1366,2021,134.4,0.2
272,Haematopus,palliatus,4,1933,2020,124,0.2
273,Haematopus,palliatus,1,1143,2021,199.2,0.2
274,Haematopus,palliatus,7,1374,2020,3.1,0.2
275,Haematopus,palliatus,4,1820,2020,154.9,0.2
276,Haematopus,palliatus,23,2806,2021,136.6,0.2
277,Haematopus,palliatus,20,4041,2020,218,0.2
278,Haematopus,palliatus,25,1375,2019,9.8,0.2
279,Haematopus,palliatus,4,1594,2021,82.4,0.2
280,Haematopus,palliatus,10,1484,2020,27.8,0.2
281,Haematopus,palliatus,6,2050,2021,150.6,0.2
282,Haematopus,palliatus,30,1360,2020,75,0.2
283,Haematopus,palliatus,6,1936,2020,196.3,0.2
284,Haematopus,palliatus,6,2049,2021,85.5,0.2
285,Haematopus,palliatus,14,2047,2020,115.1,0.2
286,Haematopus,palliatus,14,2046,2020,84.8,0.2
287,Haematopus,palliatus,1,1142,2020,207.9,0.2
288,Haematopus,palliatus,14,1933,2020,81,0.2
289,Haematopus,palliatus,23,2805,2020,117.8,0.2
290,Haematopus,palliatus,29,1598,2020,159.8,0.2
291,Haematopus,palliatus,3,4398,2020,35.6,0.2
292,Haematopus,palliatus,27,1375,2020,4.2,0.2
293,Haematopus,palliatus,8,1833,2013,81,0.2
294,Haematopus,palliatus,14,2158,2020,27.1,0.2
295,Haematopus,palliatus,10,1485,2020,34.8,0.2
296,Haematopus,palliatus,27,1492,2011,194.2,0.2
297,Haematopus,palliatus,2,1507,2010,76.5,0.2
298,Haematopus,palliatus,17,1367,2008,189,0.2
299,Haematopus,palliatus,20,3816,2007,144.3,0.2
300,Haematopus,palliatus,28,1596,2021,88.4,0.2
301,Haematopus,palliatus,25,1601,2021,196.7,0.2
302,Haematopus,palliatus,6,1826,2021,188.3,0.2
303,Haematopus,palliatus,6,1825,2021,157.3,0.2
304,Haematopus,palliatus,28,1710,2014,107.2,0.2
305,Haematopus,palliatus,27,1037,2020,74.2,0.2
306,Haematopus,palliatus,27,1490,2020,176.1,0.2
307,Haematopus,palliatus,9,2158,2020,32.1,0.2
308,Haematopus,palliatus,20,3703,2019,19.5,0.2
309,Haematopus,palliatus,7,1373,2021,24.3,0.2
310,Haematopus,palliatus,8,2066,2021,42.6,0.2
311,Haematopus,palliatus,6,1938,2019,199.2,0.2
312,Haematopus,palliatus,3,4284,2019,52,0.2
313,Haematopus,palliatus,6,2052,2019,12.5,0.2
314,Haematopus,palliatus,20,4042,2021,45.7,0.2
315,Haematopus,palliatus,24,1486,2021,86.3,0.2
316,Haematopus,palliatus,24,1373,2021,24.9,0.2
317,Haematopus,palliatus,1,1254,2021,78.4,0.2
318,Haematopus,palliatus,6,2161,2013,60.8,0.2
319,Haematopus,palliatus,27,1489,2021,64.5,0.2
320,Haematopus,palliatus,17,1479,2021,52.5,0.2
321,Haematopus,palliatus,5,1485,2021,78.4,0.2
322,Haematopus,palliatus,5,1373,2021,21,0.2
323,Haematopus,palliatus,21,1930,2021,79.4,0.2
324,Haematopus,palliatus,1,1255,2021,26.7,0.2
325,Haematopus,palliatus,21,2044,2021,139,0.2
326,Haematopus,palliatus,6,2053,2021,45.7,0.2
327,Haematopus,palliatus,8,2065,2021,70.8,0.2
328,Haematopus,palliatus,5,1372,2021,19.1,0.2
329,Haematopus,palliatus,27,1488,2021,22.5,0.2
330,Haematopus,palliatus,1,1368,2021,115,0.2
331,Haematopus,palliatus,8,1946,2020,48.5,0.2
332,Haematopus,palliatus,14,2045,2021,40.9,0.2
333,Haematopus,palliatus,4,1706,2021,107.4,0.2
334,Haematopus,palliatus,20,3702,2013,111.1,0.2
335,Haematopus,palliatus,7,1147,2012,58.9,0.2
336,Haematopus,palliatus,6,1939,2021,167.8,0.2
337,Haematopus,palliatus,1,1594,2021,96,0.2
338,Haematopus,palliatus,29,1712,2018,129.4,0.2
339,Haematopus,palliatus,14,2275,2017,51.1,0.2
340,Haematopus,palliatus,11,1597,2016,27.6,0.2
341,Haematopus,palliatus,5,1486,2016,26.4,0.2
342,Haematopus,palliatus,33,1359,2019,197.1,0.2
343,Haematopus,palliatus,8,1722,2019,120,0.2
344,Haematopus,palliatus,6,2277,2021,3.8,0.2
345,Haematopus,palliatus,27,1377,2021,54.5,0.2
346,Haematopus,palliatus,1,1480,2021,55.6,0.2
347,Haematopus,palliatus,7,1487,2021,7.8,0.2
348,Haematopus,palliatus,21,2157,2021,25.6,0.2
349,Haematopus,palliatus,32,3589,2018,42,0.2
350,Haematopus,palliatus,28,1823,2018,178.1,0.2
351,Haematopus,palliatus,10,1598,2021,18,0.2
352,Haematopus,palliatus,4,1932,2020,200.3,0.2
353,Haematopus,palliatus,14,2160,2015,119.1,0.2
354,Haematopus,palliatus,25,1488,2021,61.8,0.2
355,Haematopus,palliatus,4,1931,2020,43,0.2
356,Haematopus,palliatus,21,2158,2021,1.5,0.2
357,Haematopus,palliatus,19,3142,2019,7.4,0.2
358,Haematopus,palliatus,7,1033,2016,95.8,0.2
359,Haematopus,palliatus,21,1818,2021,39.3,0.2
360,Haematopus,palliatus,11,1484,2019,32,0.2
361,Haematopus,palliatus,1,1481,2016,16,0.2
362,Haematopus,palliatus,6,2051,2019,39.8,0.2
363,Haematopus,palliatus,4,1819,2021,52.8,0.2
364,Haematopus,palliatus,32,3588,2019,19.2,0.2
365,Haematopus,palliatus,6,2163,2019,46.9,0.2
366,Haematopus,palliatus,29,1599,2014,124.4,0.2
367,Hydrurga,leptonyx,34,3490,2009,36.6,0.2
368,Hydrurga,leptonyx,23,1902,2007,15.6,0.2
369,Hydrurga,leptonyx,34,3603,2013,43.7,0.2
370,Hydrurga,leptonyx,34,3489,1927,156.4,0.2
371,Hydrurga,leptonyx,18,1889,1978,145.4,0.2
372,Hydrurga,leptonyx,34,3604,2007,22.3,0.2
373,Hydrurga,leptonyx,3,3379,2006,109.6,0.2
374,Hydrurga,leptonyx,34,2923,2003,120.2,0.2
375,Lagenorhynchus,australis,27,1604,2014,200.9,0
376,Lagenorhynchus,australis,21,1930,2013,79.4,0
377,Lagenorhynchus,australis,36,1188,2014,46.9,0
378,Lagenorhynchus,australis,27,1377,1985,54.5,0
379,Lagenorhynchus,australis,18,527,1984,214.6,0
380,Lagenorhynchus,australis,18,412,1984,108.4,0
381,Lagenorhynchus,australis,3,3155,1984,206.2,0
382,Lagenorhynchus,australis,18,968,2014,55.4,0
383,Lagenorhynchus,australis,18,291,1978,172.3,0
384,Lagenorhynchus,australis,18,1195,1978,72.1,0
385,Lagenorhynchus,australis,18,745,1978,37.5,0
386,Lagenorhynchus,australis,18,979,1978,91.3,0
387,Lagenorhynchus,australis,17,1367,1988,189,0
388,Lagenorhynchus,australis,1,1594,1988,96,0
389,Lagenorhynchus,australis,27,1603,1988,216,0
390,Lagenorhynchus,australis,1,1481,1988,16,0
391,Lagenorhynchus,australis,18,288,1978,60.5,0
392,Lagenorhynchus,australis,2,1052,2001,78.7,0
393,Lagenorhynchus,australis,1,1595,1990,31.6,0
394,Lagenorhynchus,australis,3,2135,1988,211.6,0
395,Lagenorhynchus,australis,3,3041,1988,92.5,0
396,Lagenorhynchus,australis,3,4518,2012,215.3,0
397,Lagenorhynchus,australis,23,2806,2012,136.6,0
398,Lagenorhynchus,australis,3,4516,1988,102.6,0
399,Lagenorhynchus,australis,28,1709,1988,218.7,0
400,Lagenorhynchus,australis,23,1338,1973,211.1,0
401,Lagenorhynchus,australis,31,1331,1973,164.2,0
402,Lagenorhynchus,australis,8,935,2002,150.1,0
403,Lagenorhynchus,australis,8,1386,2002,107.5,0
404,Lagenorhynchus,australis,2,1504,2001,143,0
405,Lagenorhynchus,australis,25,1601,1988,196.7,0
406,Lagenorhynchus,australis,3,4060,1968,60.5,0
407,Lagenorhynchus,australis,6,1940,NA,222.6,0
408,Lagenorhynchus,australis,18,1326,NA,125.6,0
409,Lagenorhynchus,australis,19,3144,NA,197.3,0
410,Lagenorhynchus,australis,2,602,1983,222.6,0
411,Lagenorhynchus,australis,2,717,1983,199.5,0
412,Lagenorhynchus,australis,2,830,1983,96.5,0
413,Lagenorhynchus,australis,2,603,1983,213.1,0
414,Lagenorhynchus,australis,2,1056,1983,31.3,0
415,Lagenorhynchus,australis,2,1391,1973,89.5,0
416,Lagenorhynchus,australis,2,943,1973,64.2,0
417,Lagenorhynchus,australis,27,1489,1988,64.5,0
418,Lagenorhynchus,australis,19,3030,2016,209.8,0
419,Lagenorhynchus,australis,23,2915,2016,216,0
420,Lagenorhynchus,australis,8,2066,2015,42.6,0
421,Lagenorhynchus,australis,23,3145,1978,98.9,0
422,Lagenorhynchus,australis,18,2001,1977,77.2,0
423,Lagenorhynchus,australis,18,1210,1977,100.6,0
424,Lagenorhynchus,australis,18,1330,1977,138,0
425,Lagenorhynchus,australis,2,1166,2002,50.4,0
426,Lagenorhynchus,australis,18,750,1978,170.2,0
427,Lagenorhynchus,australis,18,632,1978,130.3,0
428,Lagenorhynchus,australis,8,1161,2002,70.6,0
429,Lagenorhynchus,australis,13,1496,2002,117.7,0
430,Lagenorhynchus,australis,2,1051,2002,94.2,0
431,Lagenorhynchus,australis,18,293,1978,157.8,0
432,Lagenorhynchus,australis,18,636,1978,203.4,0
433,Lagenorhynchus,australis,18,297,1978,202.7,0
434,Lagenorhynchus,australis,3,4969,1988,144.1,0
435,Lagenorhynchus,australis,3,4628,1988,223.2,0
436,Lagenorhynchus,australis,18,1439,1977,129,0
437,Lagenorhynchus,australis,23,2803,NA,72.4,0
438,Lagenorhynchus,australis,25,1602,1983,93.6,0
439,Lagenorhynchus,australis,18,290,1978,177.8,0
440,Lagenorhynchus,australis,23,2133,1968,149.5,0
441,Lagenorhynchus,australis,18,401,1977,142.2,0
442,Lagenorhynchus,australis,18,1552,1977,75.7,0
443,Lagenorhynchus,australis,23,2917,NA,210.8,0
444,Lagenorhynchus,australis,3,4400,NA,120,0
445,Lagenorhynchus,australis,3,4402,1968,161.9,0
446,Lagenorhynchus,australis,18,637,1978,190.8,0
447,Lagenorhynchus,australis,18,1323,1978,114.8,0
448,Lagenorhynchus,australis,18,1086,1978,74.4,0
449,Lagenorhynchus,australis,3,4514,NA,223.2,0
450,Lagenorhynchus,australis,18,1082,1977,62.5,0
451,Lagenorhynchus,australis,18,744,1978,16.9,0
452,Lagenorhynchus,australis,18,970,1978,110.3,0
453,Lagenorhynchus,cruciger,3,4743,1978,222.3,0
454,Lagenorhynchus,cruciger,34,3716,2013,128.1,0
455,Larosterna,inca,6,2054,2021,59.4,0.2
456,Larosterna,inca,8,1162,2021,73.6,0.2
457,Larosterna,inca,21,1930,2020,79.4,0.2
458,Leptonychotes,weddellii,3,4516,NA,102.6,0
459,Leptonychotes,weddellii,2,1958,2015,4.2,0
460,Leucophaeus,modestus,4,1594,2009,82.4,0.4
461,Leucophaeus,modestus,1,1594,2014,96,0.4
462,Leucophaeus,modestus,1,1368,2016,115,0.4
463,Leucophaeus,modestus,9,2271,2017,55.6,0.4
464,Leucophaeus,modestus,1,1255,2017,26.7,0.4
465,Leucophaeus,modestus,24,1373,2018,24.9,0.4
466,Leucophaeus,modestus,1,1480,2006,55.6,0.4
467,Leucophaeus,modestus,7,1373,2020,24.3,0.4
468,Leucophaeus,modestus,5,1372,2018,19.1,0.4
469,Leucophaeus,pipixcan,14,2273,2021,33.8,0
470,Leucophaeus,pipixcan,6,2049,2021,85.5,0
471,Leucophaeus,pipixcan,4,1594,2021,82.4,0
472,Leucophaeus,pipixcan,14,2046,2020,84.8,0
473,Leucophaeus,pipixcan,8,1385,2020,100.5,0
474,Leucophaeus,pipixcan,21,1931,2021,139.9,0
475,Leucophaeus,pipixcan,14,2158,2021,27.1,0
476,Leucophaeus,pipixcan,14,1933,2020,81,0
477,Leucophaeus,pipixcan,1,1255,2021,26.7,0
478,Leucophaeus,pipixcan,5,1373,2021,21,0
479,Leucophaeus,pipixcan,8,2065,2020,70.8,0
480,Leucophaeus,pipixcan,21,2044,2021,139,0
481,Leucophaeus,pipixcan,14,2047,2021,115.1,0
482,Leucophaeus,pipixcan,5,1372,2021,19.1,0
483,Leucophaeus,pipixcan,2,1281,2021,118.2,0
484,Leucophaeus,pipixcan,8,937,2021,136.7,0
485,Leucophaeus,pipixcan,21,1818,2021,39.3,0
486,Leucophaeus,pipixcan,29,1825,2021,53.5,0
487,Leucophaeus,pipixcan,8,1272,2020,73.3,0
