"","Comuna","YearRPA","N_births","CumSum","ind_rate","perct","normperct"
"333","GUAITECAS",2006,20,514,0.0389105058365759,2.11193241816262,0.11377245508982
"334","GUAITECAS",2007,16,530,0.030188679245283,1.68954593453009,0.0898203592814371
"335","GUAITECAS",2008,21,551,0.0381125226860254,2.21752903907075,0.119760479041916
"336","GUAITECAS",2009,37,588,0.0629251700680272,3.90707497360084,0.215568862275449
"337","GUAITECAS",2010,21,609,0.0344827586206897,2.21752903907075,0.119760479041916
"338","GUAITECAS",2011,7,616,0.0113636363636364,0.739176346356917,0.0359281437125748
"339","GUAITECAS",2012,13,629,0.0206677265500795,1.3727560718057,0.0718562874251497
"340","GUAITECAS",2013,7,636,0.0110062893081761,0.739176346356917,0.0359281437125748
"341","GUAITECAS",2014,22,658,0.033434650455927,2.32312565997888,0.125748502994012
"342","GUAITECAS",2015,72,730,0.0986301369863014,7.60295670538543,0.425149700598802
"343","GUAITECAS",2016,50,780,0.0641025641025641,5.27983104540655,0.293413173652695
"344","GUAITECAS",2017,20,800,0.025,2.11193241816262,0.11377245508982
"345","GUAITECAS",2018,79,879,0.0898748577929465,8.34213305174234,0.467065868263473
"346","GUAITECAS",2019,20,899,0.0222469410456062,2.11193241816262,0.11377245508982
"347","GUAITECAS",2020,26,925,0.0281081081081081,2.7455121436114,0.149700598802395
"348","GUAITECAS",2021,21,946,0.0221987315010571,2.21752903907075,0.119760479041916
"349","GUAITECAS",2022,1,947,0.00105596620908131,0.105596620908131,0
"350","HUALAIHUÉ",1992,152,152,1,6.84068406840684,0.808743169398907
"351","HUALAIHUÉ",1993,50,202,0.247524752475248,2.25022502250225,0.251366120218579
"352","HUALAIHUÉ",1994,67,269,0.24907063197026,3.01530153015302,0.344262295081967
"353","HUALAIHUÉ",1995,13,282,0.0460992907801418,0.585058505850585,0.0491803278688525
"354","HUALAIHUÉ",1996,18,300,0.06,0.81008100810081,0.0765027322404372
"355","HUALAIHUÉ",1997,52,352,0.147727272727273,2.34023402340234,0.262295081967213
"356","HUALAIHUÉ",1998,155,507,0.305719921104536,6.97569756975698,0.825136612021858
"357","HUALAIHUÉ",1999,121,628,0.192675159235669,5.44554455445545,0.639344262295082
"358","HUALAIHUÉ",2000,50,678,0.0737463126843658,2.25022502250225,0.251366120218579
"359","HUALAIHUÉ",2001,163,841,0.193816884661118,7.33573357335734,0.868852459016393
"360","HUALAIHUÉ",2002,61,902,0.0676274944567627,2.74527452745275,0.311475409836066
"361","HUALAIHUÉ",2003,159,1061,0.14985862393968,7.15571557155716,0.846994535519126
"362","HUALAIHUÉ",2004,38,1099,0.0345768880800728,1.71017101710171,0.185792349726776
"363","HUALAIHUÉ",2005,12,1111,0.0108010801080108,0.54005400540054,0.0437158469945355
"364","HUALAIHUÉ",2006,28,1139,0.0245829675153644,1.26012601260126,0.131147540983607
"365","HUALAIHUÉ",2007,187,1326,0.141025641025641,8.41584158415842,1
"366","HUALAIHUÉ",2008,34,1360,0.025,1.53015301530153,0.163934426229508
"367","HUALAIHUÉ",2009,22,1382,0.0159189580318379,0.99009900990099,0.0983606557377049
"368","HUALAIHUÉ",2010,31,1413,0.0219391365888181,1.3951395139514,0.147540983606557
"369","HUALAIHUÉ",2011,66,1479,0.0446247464503043,2.97029702970297,0.33879781420765
"370","HUALAIHUÉ",2012,50,1529,0.0327011118378025,2.25022502250225,0.251366120218579
"371","HUALAIHUÉ",2013,23,1552,0.014819587628866,1.03510351035104,0.103825136612022
"372","HUALAIHUÉ",2014,80,1632,0.0490196078431373,3.6003600360036,0.415300546448087
"373","HUALAIHUÉ",2015,106,1738,0.0609896432681243,4.77047704770477,0.557377049180328
"374","HUALAIHUÉ",2016,134,1872,0.0715811965811966,6.03060306030603,0.710382513661202
"375","HUALAIHUÉ",2017,89,1961,0.0453850076491586,4.00540054005401,0.46448087431694
"376","HUALAIHUÉ",2018,36,1997,0.0180270405608413,1.62016201620162,0.174863387978142
"377","HUALAIHUÉ",2019,42,2039,0.0205983325159392,1.89018901890189,0.207650273224044
"378","HUALAIHUÉ",2020,62,2101,0.0295097572584484,2.79027902790279,0.316939890710382
"379","HUALAIHUÉ",2021,117,2218,0.0527502254283138,5.26552655265527,0.617486338797814
"380","HUALAIHUÉ",2022,4,2222,0.0018001800180018,0.18001800180018,0
"381","LOS MUERMOS",1992,51,51,1,6.21193666260658,0.31055900621118
"382","LOS MUERMOS",1993,19,70,0.271428571428571,2.3142509135201,0.111801242236025
"383","LOS MUERMOS",1994,1,71,0.0140845070422535,0.121802679658952,0
"384","LOS MUERMOS",1995,1,72,0.0138888888888889,0.121802679658952,0
"385","LOS MUERMOS",1999,47,119,0.394957983193277,5.72472594397077,0.285714285714286
"386","LOS MUERMOS",2000,12,131,0.0916030534351145,1.46163215590743,0.0683229813664596
"387","LOS MUERMOS",2001,16,147,0.108843537414966,1.94884287454324,0.093167701863354
"388","LOS MUERMOS",2002,54,201,0.26865671641791,6.57734470158343,0.329192546583851
"389","LOS MUERMOS",2003,147,348,0.422413793103448,17.904993909866,0.906832298136646
"390","LOS MUERMOS",2004,57,405,0.140740740740741,6.94275274056029,0.347826086956522
"391","LOS MUERMOS",2005,17,422,0.0402843601895735,2.07064555420219,0.0993788819875776
"392","LOS MUERMOS",2006,5,427,0.0117096018735363,0.609013398294762,0.0248447204968944
"393","LOS MUERMOS",2007,6,433,0.0138568129330254,0.730816077953715,0.031055900621118
"394","LOS MUERMOS",2008,18,451,0.0399113082039911,2.19244823386114,0.105590062111801
"395","LOS MUERMOS",2009,1,452,0.00221238938053097,0.121802679658952,0
"396","LOS MUERMOS",2010,51,503,0.101391650099404,6.21193666260658,0.31055900621118
"397","LOS MUERMOS",2011,22,525,0.0419047619047619,2.67965895249695,0.130434782608696
"398","LOS MUERMOS",2012,14,539,0.025974025974026,1.70523751522533,0.0807453416149068
"399","LOS MUERMOS",2013,21,560,0.0375,2.557856272838,0.124223602484472
"400","LOS MUERMOS",2014,162,722,0.224376731301939,19.7320341047503,1
"401","LOS MUERMOS",2015,27,749,0.0360480640854473,3.28867235079172,0.161490683229814
"402","LOS MUERMOS",2016,34,783,0.0434227330779055,4.14129110840438,0.204968944099379
"403","LOS MUERMOS",2017,13,796,0.0163316582914573,1.58343483556638,0.0745341614906832
"404","LOS MUERMOS",2018,9,805,0.0111801242236025,1.09622411693057,0.0496894409937888
"405","LOS MUERMOS",2019,5,810,0.00617283950617284,0.609013398294762,0.0248447204968944
"406","LOS MUERMOS",2020,5,815,0.00613496932515337,0.609013398294762,0.0248447204968944
"407","LOS MUERMOS",2021,6,821,0.00730816077953715,0.730816077953715,0.031055900621118
"408","MAULLÍN",1992,502,502,1,11.652739090065,0.771956856702619
"409","MAULLÍN",1993,445,947,0.469904963041183,10.3296193129062,0.684129429892142
"410","MAULLÍN",1994,69,1016,0.0679133858267717,1.6016713091922,0.104776579352851
"411","MAULLÍN",1995,17,1033,0.0164569215876089,0.394614670380687,0.024653312788906
"412","MAULLÍN",1996,5,1038,0.00481695568400771,0.116063138347261,0.0061633281972265
"413","MAULLÍN",1997,10,1048,0.00954198473282443,0.232126276694522,0.0138674884437596
"414","MAULLÍN",1998,43,1091,0.0394133822181485,0.998142989786444,0.0647149460708783
"415","MAULLÍN",1999,58,1149,0.0504786771105309,1.34633240482823,0.0878274268104777
"416","MAULLÍN",2000,61,1210,0.0504132231404959,1.41597028783658,0.0924499229583975
"417","MAULLÍN",2001,256,1466,0.17462482946794,5.94243268337976,0.392912172573189
"418","MAULLÍN",2002,230,1696,0.13561320754717,5.338904363974,0.352850539291217
"419","MAULLÍN",2003,147,1843,0.079761258817146,3.41225626740947,0.224961479198767
"420","MAULLÍN",2004,75,1918,0.0391032325338895,1.74094707520891,0.11402157164869
"421","MAULLÍN",2005,56,1974,0.0283687943262411,1.29990714948932,0.0847457627118644
"422","MAULLÍN",2006,182,2156,0.0844155844155844,4.2246982358403,0.278890600924499
"423","MAULLÍN",2007,650,2806,0.231646471846044,15.0882079851439,1
"424","MAULLÍN",2008,224,3030,0.0739273927392739,5.19962859795729,0.343605546995377
"425","MAULLÍN",2009,57,3087,0.0184645286686103,1.32311977715877,0.086286594761171
"426","MAULLÍN",2010,50,3137,0.015938795027096,1.16063138347261,0.0755007704160246
"427","MAULLÍN",2011,138,3275,0.0421374045801527,3.2033426183844,0.211093990755008
"428","MAULLÍN",2012,112,3387,0.0330676114555654,2.59981429897864,0.171032357473035
"429","MAULLÍN",2013,26,3413,0.00761793143861705,0.603528319405757,0.0385208012326656
"430","MAULLÍN",2014,102,3515,0.0290184921763869,2.36768802228412,0.155624036979969
"431","MAULLÍN",2015,94,3609,0.0260459961208091,2.18198700092851,0.143297380585516
"432","MAULLÍN",2016,333,3942,0.0844748858447489,7.72980501392758,0.5115562403698
"433","MAULLÍN",2017,83,4025,0.0206211180124224,1.92664809656453,0.126348228043143
"434","MAULLÍN",2018,58,4083,0.0142052412441832,1.34633240482823,0.0878274268104777
"435","MAULLÍN",2019,39,4122,0.00946142649199418,0.905292479108635,0.0585516178736518
"436","MAULLÍN",2020,24,4146,0.00578871201157742,0.557103064066852,0.0354391371340524
"437","MAULLÍN",2021,158,4304,0.0367100371747212,3.66759517177344,0.24191063174114
"438","MAULLÍN",2022,3,4307,0.000696540515439981,0.0696378830083565,0.00308166409861325
"439","NATALES",1992,175,175,1,10.4540023894863,1
"440","NATALES",1993,43,218,0.197247706422018,2.56869772998805,0.241379310344828
"441","NATALES",1994,29,247,0.117408906882591,1.73237753882915,0.160919540229885
"442","NATALES",1995,90,337,0.267062314540059,5.37634408602151,0.511494252873563
"443","NATALES",1996,33,370,0.0891891891891892,1.97132616487455,0.183908045977011
"444","NATALES",1997,39,409,0.0953545232273839,2.32974910394265,0.218390804597701
"445","NATALES",1998,80,489,0.16359918200409,4.77897252090801,0.454022988505747
"446","NATALES",1999,57,546,0.104395604395604,3.40501792114695,0.32183908045977
"447","NATALES",2000,18,564,0.0319148936170213,1.0752688172043,0.0977011494252874
"448","NATALES",2001,43,607,0.070840197693575,2.56869772998805,0.241379310344828
"449","NATALES",2002,74,681,0.108663729809104,4.4205495818399,0.419540229885057
"450","NATALES",2003,59,740,0.0797297297297297,3.52449223416965,0.333333333333333
"451","NATALES",2004,101,841,0.120095124851367,6.03345280764636,0.574712643678161
"452","NATALES",2005,86,927,0.09277238403452,5.1373954599761,0.488505747126437
"453","NATALES",2006,50,977,0.0511770726714432,2.9868578255675,0.281609195402299
"454","NATALES",2007,102,1079,0.0945319740500463,6.09318996415771,0.580459770114943
"455","NATALES",2008,44,1123,0.0391807658058771,2.6284348864994,0.247126436781609
"456","NATALES",2009,33,1156,0.0285467128027682,1.97132616487455,0.183908045977011
"457","NATALES",2010,19,1175,0.0161702127659574,1.13500597371565,0.103448275862069
"458","NATALES",2011,29,1204,0.0240863787375415,1.73237753882915,0.160919540229885
"459","NATALES",2012,23,1227,0.0187449062754686,1.37395459976105,0.126436781609195
"460","NATALES",2013,16,1243,0.0128720836685438,0.955794504181601,0.0862068965517241
"461","NATALES",2014,14,1257,0.0111376292760541,0.836320191158901,0.0747126436781609
"462","NATALES",2015,50,1307,0.0382555470543229,2.9868578255675,0.281609195402299
"463","NATALES",2016,68,1375,0.0494545454545455,4.0621266427718,0.385057471264368
"464","NATALES",2017,42,1417,0.0296400846859562,2.5089605734767,0.235632183908046
"465","NATALES",2018,48,1465,0.0327645051194539,2.8673835125448,0.270114942528736
"466","NATALES",2019,68,1533,0.0443574690150033,4.0621266427718,0.385057471264368
"467","NATALES",2020,78,1611,0.0484171322160149,4.6594982078853,0.442528735632184
"468","NATALES",2021,62,1673,0.0370591751344889,3.7037037037037,0.350574712643678
"469","NATALES",2022,1,1674,0.000597371565113501,0.0597371565113501,0
"470","PORVENIR",1992,27,27,1,6.3231850117096,0.276595744680851
"471","PORVENIR",1993,1,28,0.0357142857142857,0.234192037470726,0
"472","PORVENIR",1994,3,31,0.0967741935483871,0.702576112412178,0.0212765957446809
"473","PORVENIR",1995,5,36,0.138888888888889,1.17096018735363,0.0425531914893617
"474","PORVENIR",1996,3,39,0.0769230769230769,0.702576112412178,0.0212765957446809
"475","PORVENIR",1997,3,42,0.0714285714285714,0.702576112412178,0.0212765957446809
"476","PORVENIR",1998,1,43,0.0232558139534884,0.234192037470726,0
"477","PORVENIR",1999,6,49,0.122448979591837,1.40515222482436,0.0531914893617021
"478","PORVENIR",2000,2,51,0.0392156862745098,0.468384074941452,0.0106382978723404
"479","PORVENIR",2001,8,59,0.135593220338983,1.87353629976581,0.074468085106383
"480","PORVENIR",2002,8,67,0.119402985074627,1.87353629976581,0.074468085106383
"481","PORVENIR",2003,2,69,0.0289855072463768,0.468384074941452,0.0106382978723404
"482","PORVENIR",2004,9,78,0.115384615384615,2.10772833723653,0.0851063829787234
"483","PORVENIR",2005,17,95,0.178947368421053,3.98126463700234,0.170212765957447
"484","PORVENIR",2006,19,114,0.166666666666667,4.44964871194379,0.191489361702128
"485","PORVENIR",2007,3,117,0.0256410256410256,0.702576112412178,0.0212765957446809
"486","PORVENIR",2008,5,122,0.040983606557377,1.17096018735363,0.0425531914893617
"487","PORVENIR",2009,6,128,0.046875,1.40515222482436,0.0531914893617021
"488","PORVENIR",2010,8,136,0.0588235294117647,1.87353629976581,0.074468085106383
"489","PORVENIR",2011,8,144,0.0555555555555556,1.87353629976581,0.074468085106383
"490","PORVENIR",2012,11,155,0.0709677419354839,2.57611241217799,0.106382978723404
"491","PORVENIR",2013,5,160,0.03125,1.17096018735363,0.0425531914893617
"492","PORVENIR",2014,10,170,0.0588235294117647,2.34192037470726,0.0957446808510639
"493","PORVENIR",2015,10,180,0.0555555555555556,2.34192037470726,0.0957446808510639
"494","PORVENIR",2016,17,197,0.0862944162436548,3.98126463700234,0.170212765957447
"495","PORVENIR",2017,42,239,0.175732217573222,9.83606557377049,0.436170212765958
"496","PORVENIR",2018,41,280,0.146428571428571,9.60187353629976,0.425531914893617
"497","PORVENIR",2019,95,375,0.253333333333333,22.248243559719,1
"498","PORVENIR",2020,29,404,0.0717821782178218,6.79156908665105,0.297872340425532
"499","PORVENIR",2021,21,425,0.0494117647058823,4.91803278688525,0.212765957446809
"500","PORVENIR",2022,2,427,0.00468384074941452,0.468384074941452,0.0106382978723404
"501","PUERTO MONTT",1992,108,108,1,4.19417475728155,0.393382352941176
"502","PUERTO MONTT",1993,46,154,0.298701298701299,1.78640776699029,0.165441176470588
"503","PUERTO MONTT",1994,44,198,0.222222222222222,1.70873786407767,0.158088235294118
"504","PUERTO MONTT",1995,19,217,0.0875576036866359,0.737864077669903,0.0661764705882353
"505","PUERTO MONTT",1996,12,229,0.0524017467248908,0.466019417475728,0.0404411764705882
"506","PUERTO MONTT",1997,13,242,0.0537190082644628,0.504854368932039,0.0441176470588235
"507","PUERTO MONTT",1998,62,304,0.203947368421053,2.40776699029126,0.224264705882353
"508","PUERTO MONTT",1999,65,369,0.176151761517615,2.52427184466019,0.235294117647059
"509","PUERTO MONTT",2000,34,403,0.0843672456575682,1.32038834951456,0.121323529411765
"510","PUERTO MONTT",2001,134,537,0.249534450651769,5.20388349514563,0.488970588235294
"511","PUERTO MONTT",2002,145,682,0.212609970674487,5.63106796116505,0.529411764705882
"512","PUERTO MONTT",2003,145,827,0.175332527206771,5.63106796116505,0.529411764705882
"513","PUERTO MONTT",2004,69,896,0.0770089285714286,2.67961165048544,0.25
"514","PUERTO MONTT",2005,39,935,0.0417112299465241,1.51456310679612,0.139705882352941
"515","PUERTO MONTT",2006,32,967,0.0330920372285419,1.24271844660194,0.113970588235294
"516","PUERTO MONTT",2007,41,1008,0.0406746031746032,1.59223300970874,0.147058823529412
"517","PUERTO MONTT",2008,169,1177,0.143585386576041,6.56310679611651,0.617647058823529
"518","PUERTO MONTT",2009,35,1212,0.0288778877887789,1.35922330097087,0.125
"519","PUERTO MONTT",2010,62,1274,0.0486656200941915,2.40776699029126,0.224264705882353
"520","PUERTO MONTT",2011,60,1334,0.0449775112443778,2.33009708737864,0.216911764705882
"521","PUERTO MONTT",2012,44,1378,0.0319303338171263,1.70873786407767,0.158088235294118
"522","PUERTO MONTT",2013,22,1400,0.0157142857142857,0.854368932038835,0.0772058823529412
"523","PUERTO MONTT",2014,48,1448,0.0331491712707182,1.86407766990291,0.172794117647059
"524","PUERTO MONTT",2015,88,1536,0.0572916666666667,3.41747572815534,0.319852941176471
"525","PUERTO MONTT",2016,273,1809,0.150912106135987,10.6019417475728,1
"526","PUERTO MONTT",2017,178,1987,0.089582284851535,6.9126213592233,0.650735294117647
"527","PUERTO MONTT",2018,167,2154,0.0775301764159703,6.48543689320388,0.610294117647059
"528","PUERTO MONTT",2019,127,2281,0.0556773345024112,4.93203883495146,0.463235294117647
"529","PUERTO MONTT",2020,41,2322,0.0176571920757967,1.59223300970874,0.147058823529412
"530","PUERTO MONTT",2021,243,2565,0.0947368421052632,9.43689320388349,0.889705882352941
"531","PUERTO MONTT",2022,9,2574,0.0034965034965035,0.349514563106796,0.0294117647058824
"532","PUNTA ARENAS",1992,385,385,1,9.08661789001652,1
"533","PUNTA ARENAS",1993,32,417,0.0767386091127098,0.755251357092282,0.0686015831134565
"534","PUNTA ARENAS",1994,119,536,0.222014925373134,2.80859098418692,0.298153034300792
"535","PUNTA ARENAS",1995,187,723,0.258644536652835,4.41350011800802,0.477572559366755
"536","PUNTA ARENAS",1996,109,832,0.131009615384615,2.57257493509559,0.271767810026385
"537","PUNTA ARENAS",1997,113,945,0.11957671957672,2.66698135473212,0.282321899736148
"538","PUNTA ARENAS",1998,139,1084,0.128228782287823,3.2806230823696,0.350923482849604
"539","PUNTA ARENAS",1999,115,1199,0.0959132610508757,2.71418456455039,0.287598944591029
"540","PUNTA ARENAS",2000,62,1261,0.049167327517843,1.4632995043663,0.147757255936675
"541","PUNTA ARENAS",2001,175,1436,0.121866295264624,4.13028085909842,0.445910290237467
"542","PUNTA ARENAS",2002,180,1616,0.111386138613861,4.24828888364409,0.45910290237467
"543","PUNTA ARENAS",2003,197,1813,0.108659680088252,4.64951616709936,0.503957783641161
"544","PUNTA ARENAS",2004,205,2018,0.101585728444004,4.83832900637243,0.525065963060686
"545","PUNTA ARENAS",2005,264,2282,0.115687992988606,6.23082369601133,0.680738786279684
"546","PUNTA ARENAS",2006,179,2461,0.0727346607070297,4.22468727873495,0.45646437994723
"547","PUNTA ARENAS",2007,121,2582,0.046862896979086,2.85579419400519,0.303430079155673
"548","PUNTA ARENAS",2008,63,2645,0.0238185255198488,1.48690110927543,0.150395778364116
"549","PUNTA ARENAS",2009,111,2756,0.0402757619738752,2.61977814491385,0.277044854881267
"550","PUNTA ARENAS",2010,96,2852,0.0336605890603086,2.26575407127685,0.237467018469657
"551","PUNTA ARENAS",2011,70,2922,0.0239561943874059,1.65211234363937,0.168865435356201
"552","PUNTA ARENAS",2012,99,3021,0.0327706057596822,2.33655888600425,0.245382585751979
"553","PUNTA ARENAS",2013,71,3092,0.0229624838292367,1.6757139485485,0.171503957783641
"554","PUNTA ARENAS",2014,115,3207,0.035859058309947,2.71418456455039,0.287598944591029
"555","PUNTA ARENAS",2015,195,3402,0.0573192239858906,4.6023129572811,0.49868073878628
"556","PUNTA ARENAS",2016,206,3608,0.0570953436807095,4.86193061128157,0.527704485488127
"557","PUNTA ARENAS",2017,99,3707,0.0267062314540059,2.33655888600425,0.245382585751979
"558","PUNTA ARENAS",2018,177,3884,0.0455715756951596,4.17748406891669,0.451187335092348
"559","PUNTA ARENAS",2019,164,4048,0.0405138339920949,3.87066320509795,0.41688654353562
"560","PUNTA ARENAS",2020,67,4115,0.0162818955042527,1.58130752891197,0.160949868073879
"561","PUNTA ARENAS",2021,116,4231,0.027416686362562,2.73778616945952,0.29023746701847
"562","PUNTA ARENAS",2022,6,4237,0.00141609629454803,0.141609629454803,0
"563","PUQUELDÓN",2001,3,3,1,0.928792569659443,0.0129032258064516
"564","PUQUELDÓN",2002,1,4,0.25,0.309597523219814,0
"565","PUQUELDÓN",2003,2,6,0.333333333333333,0.619195046439629,0.00645161290322581
"566","PUQUELDÓN",2005,3,9,0.333333333333333,0.928792569659443,0.0129032258064516
"567","PUQUELDÓN",2007,1,10,0.1,0.309597523219814,0
"568","PUQUELDÓN",2009,5,15,0.333333333333333,1.54798761609907,0.0258064516129032
"569","PUQUELDÓN",2010,2,17,0.117647058823529,0.619195046439629,0.00645161290322581
"570","PUQUELDÓN",2011,4,21,0.19047619047619,1.23839009287926,0.0193548387096774
"571","PUQUELDÓN",2012,26,47,0.553191489361702,8.04953560371517,0.161290322580645
"572","PUQUELDÓN",2013,2,49,0.0408163265306122,0.619195046439629,0.00645161290322581
"573","PUQUELDÓN",2014,5,54,0.0925925925925926,1.54798761609907,0.0258064516129032
"574","PUQUELDÓN",2015,82,136,0.602941176470588,25.3869969040248,0.52258064516129
"575","PUQUELDÓN",2016,156,292,0.534246575342466,48.297213622291,1
"576","PUQUELDÓN",2017,11,303,0.0363036303630363,3.40557275541796,0.064516129032258
"577","PUQUELDÓN",2018,2,305,0.00655737704918033,0.619195046439629,0.00645161290322581
"578","PUQUELDÓN",2019,8,313,0.0255591054313099,2.47678018575851,0.0451612903225806
"579","PUQUELDÓN",2020,6,319,0.0188087774294671,1.85758513931889,0.032258064516129
"580","PUQUELDÓN",2021,2,321,0.00623052959501558,0.619195046439629,0.00645161290322581
"581","PUQUELDÓN",2022,2,323,0.00619195046439629,0.619195046439629,0.00645161290322581
"582","PURRANQUE",1992,7,7,1,3.82513661202186,0.162162162162162
"583","PURRANQUE",1993,16,23,0.695652173913043,8.7431693989071,0.405405405405405
"584","PURRANQUE",1994,14,37,0.378378378378378,7.65027322404372,0.351351351351351
"585","PURRANQUE",2000,31,68,0.455882352941176,16.9398907103825,0.810810810810811
"586","PURRANQUE",2001,1,69,0.0144927536231884,0.546448087431694,0
"587","PURRANQUE",2002,4,73,0.0547945205479452,2.18579234972678,0.0810810810810811
"588","PURRANQUE",2003,32,105,0.304761904761905,17.4863387978142,0.837837837837838
"589","PURRANQUE",2006,1,106,0.00943396226415094,0.546448087431694,0
"590","PURRANQUE",2008,3,109,0.0275229357798165,1.63934426229508,0.0540540540540541
"591","PURRANQUE",2009,4,113,0.0353982300884956,2.18579234972678,0.0810810810810811
"592","PURRANQUE",2010,1,114,0.0087719298245614,0.546448087431694,0
"593","PURRANQUE",2012,38,152,0.25,20.7650273224044,1
"594","PURRANQUE",2013,1,153,0.0065359477124183,0.546448087431694,0
"595","PURRANQUE",2014,1,154,0.00649350649350649,0.546448087431694,0
"596","PURRANQUE",2015,2,156,0.0128205128205128,1.09289617486339,0.027027027027027
"597","PURRANQUE",2016,12,168,0.0714285714285714,6.55737704918033,0.297297297297297
"598","PURRANQUE",2017,11,179,0.0614525139664804,6.01092896174863,0.27027027027027
"599","PURRANQUE",2018,3,182,0.0164835164835165,1.63934426229508,0.0540540540540541
"600","PURRANQUE",2020,1,183,0.00546448087431694,0.546448087431694,0
"601","QUEILÉN",1992,53,53,1,4.01819560272934,0.206349206349206
"602","QUEILÉN",1993,55,108,0.509259259259259,4.16982562547384,0.214285714285714
"603","QUEILÉN",1994,4,112,0.0357142857142857,0.303260045489007,0.0119047619047619
"604","QUEILÉN",1996,8,120,0.0666666666666667,0.606520090978014,0.0277777777777778
"605","QUEILÉN",1997,7,127,0.0551181102362205,0.530705079605762,0.0238095238095238
"606","QUEILÉN",1998,26,153,0.169934640522876,1.97119029567854,0.0992063492063492
"607","QUEILÉN",1999,5,158,0.0316455696202532,0.379075056861259,0.0158730158730159
"608","QUEILÉN",2000,3,161,0.0186335403726708,0.227445034116755,0.00793650793650794
"609","QUEILÉN",2001,43,204,0.21078431372549,3.26004548900682,0.166666666666667
"610","QUEILÉN",2002,17,221,0.0769230769230769,1.28885519332828,0.0634920634920635
"611","QUEILÉN",2003,29,250,0.116,2.1986353297953,0.111111111111111
"612","QUEILÉN",2004,23,273,0.0842490842490843,1.74374526156179,0.0873015873015873
"613","QUEILÉN",2005,27,300,0.09,2.0470053070508,0.103174603174603
"614","QUEILÉN",2006,17,317,0.0536277602523659,1.28885519332828,0.0634920634920635
"615","QUEILÉN",2007,18,335,0.0537313432835821,1.36467020470053,0.0674603174603175
"616","QUEILÉN",2008,37,372,0.0994623655913978,2.80515542077331,0.142857142857143
"617","QUEILÉN",2009,54,426,0.126760563380282,4.09401061410159,0.21031746031746
"618","QUEILÉN",2010,25,451,0.0554323725055432,1.89537528430629,0.0952380952380952
"619","QUEILÉN",2011,26,477,0.0545073375262055,1.97119029567854,0.0992063492063492
"620","QUEILÉN",2012,27,504,0.0535714285714286,2.0470053070508,0.103174603174603
"621","QUEILÉN",2013,44,548,0.0802919708029197,3.33586050037908,0.170634920634921
"622","QUEILÉN",2014,89,637,0.139717425431711,6.7475360121304,0.349206349206349
"623","QUEILÉN",2015,124,761,0.162943495400788,9.40106141015921,0.488095238095238
"624","QUEILÉN",2016,253,1014,0.249506903353057,19.1811978771797,1
"625","QUEILÉN",2017,86,1100,0.0781818181818182,6.52009097801365,0.337301587301587
"626","QUEILÉN",2018,101,1201,0.0840965861781848,7.65731614859742,0.396825396825397
"627","QUEILÉN",2019,52,1253,0.0415003990422985,3.94238059135709,0.202380952380952
"628","QUEILÉN",2020,22,1275,0.0172549019607843,1.66793025018954,0.0833333333333333
"629","QUEILÉN",2021,40,1315,0.0304182509505703,3.03260045489007,0.154761904761905
"630","QUEILÉN",2022,3,1318,0.00227617602427921,0.227445034116755,0.00793650793650794
"631","QUELLÓN",1992,527,527,1,11.203231292517,0.942652329749104
"632","QUELLÓN",1993,420,947,0.44350580781415,8.92857142857143,0.75089605734767
"633","QUELLÓN",1994,67,1014,0.0660749506903353,1.42431972789116,0.118279569892473
"634","QUELLÓN",1995,19,1033,0.0183930300096805,0.40391156462585,0.032258064516129
"635","QUELLÓN",1996,29,1062,0.0273069679849341,0.616496598639456,0.050179211469534
"636","QUELLÓN",1997,31,1093,0.0283623055809698,0.659013605442177,0.0537634408602151
"637","QUELLÓN",1998,82,1175,0.0697872340425532,1.74319727891156,0.145161290322581
"638","QUELLÓN",1999,51,1226,0.0415986949429038,1.08418367346939,0.0896057347670251
"639","QUELLÓN",2000,30,1256,0.0238853503184713,0.637755102040816,0.0519713261648745
"640","QUELLÓN",2001,240,1496,0.160427807486631,5.10204081632653,0.42831541218638
"641","QUELLÓN",2002,367,1863,0.19699409554482,7.80187074829932,0.655913978494624
"642","QUELLÓN",2003,161,2024,0.0795454545454545,3.42261904761905,0.28673835125448
"643","QUELLÓN",2004,79,2103,0.0375653827864955,1.67942176870748,0.139784946236559
"644","QUELLÓN",2005,92,2195,0.0419134396355353,1.95578231292517,0.163082437275986
"645","QUELLÓN",2006,150,2345,0.0639658848614073,3.18877551020408,0.267025089605735
"646","QUELLÓN",2007,79,2424,0.0325907590759076,1.67942176870748,0.139784946236559
"647","QUELLÓN",2008,267,2691,0.0992196209587514,5.67602040816327,0.476702508960574
"648","QUELLÓN",2009,307,2998,0.102401601067378,6.52636054421769,0.548387096774194
"649","QUELLÓN",2010,87,3085,0.0282009724473258,1.84948979591837,0.154121863799283
"650","QUELLÓN",2011,125,3210,0.0389408099688473,2.65731292517007,0.222222222222222
"651","QUELLÓN",2012,114,3324,0.0342960288808664,2.4234693877551,0.202508960573477
"652","QUELLÓN",2013,59,3383,0.0174401418859001,1.25425170068027,0.103942652329749
"653","QUELLÓN",2014,85,3468,0.0245098039215686,1.80697278911565,0.150537634408602
"654","QUELLÓN",2015,93,3561,0.0261162594776748,1.97704081632653,0.164874551971326
"655","QUELLÓN",2016,559,4120,0.135679611650485,11.8835034013605,1
