"";"Comuna";"Year";"Gini_inv"
"83";"GUAITECAS";2001;NA
"84";"HUALAIHUÉ";2001;0,00761765626630484
"85";"LOS MUERMOS";2001;NA
"86";"MAULLÍN";2001;0,0923599320882857
"87";"NATALES";2001;0,20332507228418
"88";"PORVENIR";2001;0,310924369747899
"89";"PUERTO MONTT";2001;0,0249542124542121
"90";"PUNTA ARENAS";2001;0,109929078014184
"91";"PUQUELDÓN";2001;NA
"92";"QUEILÉN";2001;0,0588235294117647
"93";"QUELLÓN";2001;0,177449502562556
"94";"QUEMCHI";2001;0,0605734767025088
"95";"QUINCHAO";2001;0,0748299319727891
"96";"ANCUD";2002;0,0249979383143657
"97";"AYSÉN";2002;0,0137931034482759
"98";"CABO DE HORNOS(NAVARINO)";2002;0,0420899854862119
"99";"CALBUCO";2002;0,026763657110255
"100";"CASTRO";2002;1
"101";"CHAITÉN";2002;0,00829875518672196
"102";"CHONCHI";2002;NA
"103";"CISNES";2002;0,00854037267080743
"104";"COCHAMÓ";2002;0,185964912280702
"105";"DALCAHUE";2002;0,0519957983193278
"106";"GUAITECAS";2002;0,0330308233177992
"107";"HUALAIHUÉ";2002;0,00264900662251666
"108";"LOS MUERMOS";2002;1
"109";"MAULLÍN";2002;0,074955644948794
"110";"NATALES";2002;0,0658104926853875
"111";"PORVENIR";2002;0,076262083780881
"112";"PUERTO MONTT";2002;0,0141176470588236
"113";"PUNTA ARENAS";2002;0,0517057989284586
"114";"PUQUELDÓN";2002;NA
"115";"PURRANQUE";2002;1
"116";"QUEILÉN";2002;0,125
"117";"QUELLÓN";2002;0,121489689398478
"118";"QUEMCHI";2002;0,0397639397639402
"119";"QUINCHAO";2002;0,0169491525423728
"120";"SAN JUAN DE LA COSTA";2002;NA
"121";"TORTEL";2002;1
"122";"ANCUD";2003;0,0296727411506534
"123";"AYSÉN";2003;0,0718954248366015
"124";"CABO DE HORNOS(NAVARINO)";2003;0,0222222222222221
"125";"CALBUCO";2003;0,0159313518444995
"126";"CASTRO";2003;0,21875
"127";"CHAITÉN";2003;0,0256502127896745
"128";"CHONCHI";2003;NA
"129";"CISNES";2003;0,0143149284253576
"130";"COCHAMÓ";2003;0,211111111111111
"131";"DALCAHUE";2003;0,0515849282296648
"132";"GUAITECAS";2003;0,0627961494338871
"133";"HUALAIHUÉ";2003;0,00748538011695965
"134";"LOS MUERMOS";2003;NA
"135";"MAULLÍN";2003;0,0534210526315784
"136";"NATALES";2003;0,0949477477477476
"137";"PORVENIR";2003;NA
"138";"PUERTO MONTT";2003;0,014630442431987
"139";"PUNTA ARENAS";2003;0,0280563260081075
"140";"PUQUELDÓN";2003;0,5
"141";"PURRANQUE";2003;1
"142";"QUEILÉN";2003;0,146853146853147
"143";"QUELLÓN";2003;0,0753307533075329
"144";"QUEMCHI";2003;0,0208004851425105
"145";"QUINCHAO";2003;0,00689655172413794
"146";"SAN JUAN DE LA COSTA";2003;0,166666666666667
"147";"TORTEL";2003;1
"148";"ANCUD";2004;0,0134369521529052
"149";"AYSÉN";2004;0,0281557067271354
"150";"CABO DE HORNOS(NAVARINO)";2004;0,0254545454545454
"151";"CALBUCO";2004;0,0264290818736468
"152";"CASTRO";2004;0,46570796460177
"153";"CHAITÉN";2004;0,0283205659307386
"154";"CHONCHI";2004;1
"155";"CISNES";2004;0,0172157386635745
"156";"COCHAMÓ";2004;0,24645390070922
"157";"DALCAHUE";2004;0,0922222222222215
"158";"GUAITECAS";2004;0,0556701030927838
"159";"HUALAIHUÉ";2004;0,00516498842858715
"160";"MAULLÍN";2004;0,0649176480449269
"161";"NATALES";2004;0,134755392256924
"162";"PORVENIR";2004;0,0634920634920635
"163";"PUERTO MONTT";2004;0,00985007467906884
"164";"PUNTA ARENAS";2004;0,0588488950110797
"165";"QUEILÉN";2004;0,0384615384615384
"166";"QUELLÓN";2004;0,10977937069447
"167";"QUEMCHI";2004;0,0199566374297824
"168";"QUINCHAO";2004;0,010828025477707
"169";"SAN JUAN DE LA COSTA";2004;NA
"170";"TORTEL";2004;NA
"171";"ANCUD";2005;0,0219784931483358
"172";"AYSÉN";2005;0,0213161021984549
"173";"CABO DE HORNOS(NAVARINO)";2005;0,0123539793259937
"174";"CALBUCO";2005;0,0301866078870248
"175";"CASTRO";2005;0,5
"176";"CHAITÉN";2005;0,0268966644865927
"177";"CHONCHI";2005;NA
"178";"CISNES";2005;0,0232880822020549
"179";"COCHAMÓ";2005;0,125
"180";"DALCAHUE";2005;0,0933835591469716
"181";"GUAITECAS";2005;0,0601871015812563
"182";"HUALAIHUÉ";2005;0,0063764291996482
"183";"MAULLÍN";2005;0,0967098703888336
"184";"NATALES";2005;0,0812425798749796
"185";"PORVENIR";2005;NA
"186";"PUERTO MONTT";2005;0,0105162718817153
"187";"PUNTA ARENAS";2005;0,0478926551751488
"188";"PUQUELDÓN";2005;0,111111111111111
"189";"QUEILÉN";2005;0,0828313253012052
"190";"QUELLÓN";2005;0,112090994944726
"191";"QUEMCHI";2005;0,0319334795321637
"192";"QUINCHAO";2005;0,0218579234972677
"193";"SAN JUAN DE LA COSTA";2005;NA
"194";"TORTEL";2005;0,333333333333333
"195";"ANCUD";2006;0,0636866137947614
"196";"AYSÉN";2006;0,0210756722951841
"197";"CABO DE HORNOS(NAVARINO)";2006;0,0338983050847457
"198";"CALBUCO";2006;0,0274643996506807
"199";"CASTRO";2006;NA
"200";"CHAITÉN";2006;0,0215785277703961
"201";"CHONCHI";2006;NA
"202";"CISNES";2006;0,0156543754543406
"203";"COCHAMÓ";2006;NA
"204";"DALCAHUE";2006;0,111841550779603
"205";"GUAITECAS";2006;0,111818457407647
"206";"HUALAIHUÉ";2006;0,00265151515151518
"207";"MAULLÍN";2006;0,0708773427220031
"208";"NATALES";2006;0,0900068096697311
"209";"PORVENIR";2006;0,015625
"210";"PUERTO MONTT";2006;0,00973731963724456
"211";"PUNTA ARENAS";2006;0,0462048422137116
"212";"PUQUELDÓN";2006;0,331578947368421
"213";"QUEILÉN";2006;0,0497427101200687
"214";"QUELLÓN";2006;0,116179497735693
"215";"QUEMCHI";2006;0,0440975886570243
"216";"QUINCHAO";2006;0,0174825174825174
"217";"SAN JUAN DE LA COSTA";2006;NA
"218";"TORTEL";2006;NA
"219";"ANCUD";2007;0,0736313624953269
"220";"AYSÉN";2007;0,0185322308609981
"221";"CABO DE HORNOS(NAVARINO)";2007;0,0306818181818181
"222";"CALBUCO";2007;0,0197309915518007
"223";"CASTRO";2007;NA
"224";"CHAITÉN";2007;0,0713963455898945
"225";"CHONCHI";2007;0,101010101010101
"226";"CISNES";2007;0,0109629629629633
"227";"COCHAMÓ";2007;0,48125
"228";"DALCAHUE";2007;0,0636136015882851
"229";"GUAITECAS";2007;0,0712707634399803
"230";"HUALAIHUÉ";2007;0,0083652489417454
"231";"MAULLÍN";2007;0,124634502923977
"232";"NATALES";2007;0,125931724811648
"233";"PORVENIR";2007;0,0454545454545454
"234";"PUERTO MONTT";2007;0,0128323054420436
"235";"PUNTA ARENAS";2007;0,0335592738304022
"236";"PUQUELDÓN";2007;NA
"237";"QUEILÉN";2007;0,0641025641025639
"238";"QUELLÓN";2007;0,0776841567726301
"239";"QUEMCHI";2007;0,0254968153999426
"240";"QUINCHAO";2007;0,0659340659340657
"241";"SAN JUAN DE LA COSTA";2007;NA
"242";"TORTEL";2007;1
"243";"ANCUD";2008;0,0943654634670956
"244";"AYSÉN";2008;0,0172890187100339
"245";"CABO DE HORNOS(NAVARINO)";2008;0,05
"246";"CALBUCO";2008;0,0221722721722717
"247";"CASTRO";2008;0,291666666666667
"248";"CHAITÉN";2008;0,0572506561679784
"249";"CHONCHI";2008;0,138888888888889
"250";"CISNES";2008;0,00633958964429615
"251";"COCHAMÓ";2008;0,3
"252";"DALCAHUE";2008;0,0651418052904278
"253";"GUAITECAS";2008;0,0872513562386974
"254";"HUALAIHUÉ";2008;0,0521448128993001
"255";"LOS MUERMOS";2008;NA
"256";"MAULLÍN";2008;0,237220816834213
"257";"NATALES";2008;0,0804451194156677
"258";"PORVENIR";2008;0,0392648287385129
"259";"PUERTO MONTT";2008;0,00863055084742403
"260";"PUNTA ARENAS";2008;0,0381943111588807
"261";"PUQUELDÓN";2008;0,1
"262";"QUEILÉN";2008;0,0711500974658871
"263";"QUELLÓN";2008;0,0963490872718182
"264";"QUEMCHI";2008;0,0134783101143956
"265";"QUINCHAO";2008;0,024390243902439
"266";"SAN JUAN DE LA COSTA";2008;NA
"267";"TORTEL";2008;0,5
"268";"ANCUD";2009;0,0702972669601092
"269";"AYSÉN";2009;0,0478867513427161
"270";"CABO DE HORNOS(NAVARINO)";2009;0,0652173913043479
"271";"CALBUCO";2009;0,0310726827005894
"272";"CASTRO";2009;0,0695187165775401
"273";"CHAITÉN";2009;0,0698718744183164
"274";"CHONCHI";2009;0,149797570850203
"275";"CISNES";2009;0,00449673766091274
"276";"COCHAMÓ";2009;0,148148148148148
"277";"DALCAHUE";2009;0,134028747433266
"278";"GUAITECAS";2009;0,0765137889688248
"279";"HUALAIHUÉ";2009;0,00793683207405893
"280";"LOS MUERMOS";2009;1
"281";"MAULLÍN";2009;0,216252155093358
"282";"NATALES";2009;0,0755757208050856
"283";"PORVENIR";2009;0,024390243902439
"284";"PUERTO MONTT";2009;0,0148320266121309
"285";"PUNTA ARENAS";2009;0,0367770017706075
"286";"PUQUELDÓN";2009;0,0769230769230769
"287";"PURRANQUE";2009;1
"288";"QUEILÉN";2009;0,0468911381945882
"289";"QUELLÓN";2009;0,178253769717188
"290";"QUEMCHI";2009;0,025817566198123
"291";"QUINCHAO";2009;0,0177304964539008
"292";"SAN JUAN DE LA COSTA";2009;NA
"293";"ANCUD";2010;0,27575276347843
"294";"AYSÉN";2010;0,293014139218286
"295";"CABO DE HORNOS(NAVARINO)";2010;0,393108886648422
"296";"CALBUCO";2010;0,0888838791861488
"297";"CASTRO";2010;0,462767362586039
"298";"CHAITÉN";2010;0,144749967334995
"299";"CHONCHI";2010;0,295213454580225
"300";"CISNES";2010;0,527283535162198
"301";"COCHAMÓ";2010;0,504351696172485
"302";"CURACO DE VÉLEZ";2010;1
"303";"DALCAHUE";2010;0,232810568299772
"304";"GUAITECAS";2010;0,457649524987431
"305";"HUALAIHUÉ";2010;0,486929014550782
"306";"LOS MUERMOS";2010;0,680292532717475
"307";"MAULLÍN";2010;0,493040346275926
"308";"NATALES";2010;0,487462704950246
"309";"PORVENIR";2010;0,415111218730434
"310";"PUERTO MONTT";2010;0,100805485397981
"311";"PUNTA ARENAS";2010;0,441371061356733
"312";"PUQUELDÓN";2010;0,35126831432294
"313";"PURRANQUE";2010;0,802120141342756
"314";"QUEILÉN";2010;0,31831928124349
"315";"QUELLÓN";2010;0,432180701039016
"316";"QUEMCHI";2010;0,189857232125163
"317";"QUINCHAO";2010;0,340725752767145
"318";"SAN JUAN DE LA COSTA";2010;0,708145927036482
"319";"ANCUD";2011;0,294344695669519
"320";"AYSÉN";2011;0,208301872938595
"321";"CABO DE HORNOS(NAVARINO)";2011;0,363127661599815
"322";"CALBUCO";2011;0,11309866148229
"323";"CASTRO";2011;0,401824960981013
"324";"CHAITÉN";2011;0,188940327762632
"325";"CHONCHI";2011;0,289790002732415
"326";"CISNES";2011;0,51698719956353
"327";"COCHAMÓ";2011;0,296561891844076
"328";"CURACO DE VÉLEZ";2011;0,766440579177861
"329";"DALCAHUE";2011;0,252520458746897
"330";"GUAITECAS";2011;0,508856093813456
"331";"HUALAIHUÉ";2011;0,392271500074358
"332";"LOS MUERMOS";2011;0,91304347826087
"333";"MAULLÍN";2011;0,419613789315434
"334";"NATALES";2011;0,434264979351184
"335";"PORVENIR";2011;0,47341463607178
"336";"PUERTO MONTT";2011;0,211225527183245
"337";"PUNTA ARENAS";2011;0,387756123151064
"338";"PUQUELDÓN";2011;0,56023703451069
"339";"PURRANQUE";2011;0,442956764295676
"340";"QUEILÉN";2011;0,225330900176044
"341";"QUELLÓN";2011;0,417121505988078
"342";"QUEMCHI";2011;0,225362500073345
"343";"QUINCHAO";2011;0,146889613833224
"344";"SAN JUAN DE LA COSTA";2011;0,412836126266563
"345";"TORTEL";2011;1
"346";"ANCUD";2012;0,310282164579789
"347";"AYSÉN";2012;0,110296045533797
"348";"CABO DE HORNOS(NAVARINO)";2012;0,333409803053734
"349";"CALBUCO";2012;0,0763796448605838
"350";"CASTRO";2012;0,263070558773503
"351";"CHAITÉN";2012;0,223404044697364
"352";"CHONCHI";2012;0,24524125466937
"353";"CISNES";2012;0,470806844442365
"354";"COCHAMÓ";2012;0,249310927358407
"355";"CURACO DE VÉLEZ";2012;0,532574836302956
"356";"DALCAHUE";2012;0,269618927562558
"357";"FRESIA";2012;0,75
"358";"GUAITECAS";2012;0,459743859711342
"359";"HUALAIHUÉ";2012;0,483918020454922
"360";"LOS MUERMOS";2012;0,515159141673125
"361";"MAULLÍN";2012;0,440932966038822
"362";"NATALES";2012;0,446547058711687
"363";"PORVENIR";2012;0,476695443943342
"364";"PUERTO MONTT";2012;0,334845273800099
"365";"PUNTA ARENAS";2012;0,388679555960621
"366";"PUQUELDÓN";2012;1
"367";"PURRANQUE";2012;0,594252873563218
"368";"QUEILÉN";2012;0,237330407389825
"369";"QUELLÓN";2012;0,441996877117376
"370";"QUEMCHI";2012;0,277906710021032
"371";"QUINCHAO";2012;0,182980453534043
"372";"SAN JUAN DE LA COSTA";2012;0,182453113941967
"373";"TORTEL";2012;1
"374";"ANCUD";2013;0,308564766189274
"375";"AYSÉN";2013;0,111562261888388
"376";"CABO DE HORNOS(NAVARINO)";2013;0,396076113383673
"377";"CALBUCO";2013;0,121695141896886
"378";"CASTRO";2013;0,367173692597421
"379";"CHAITÉN";2013;0,300190345518002
"380";"CHONCHI";2013;0,271941083342078
"381";"CISNES";2013;0,456379493961592
"382";"COCHAMÓ";2013;0,220689184888848
"383";"CURACO DE VÉLEZ";2013;0,465868734424184
"384";"DALCAHUE";2013;0,257682859025694
"385";"FRESIA";2013;0,867413632119514
"386";"GUAITECAS";2013;0,454390586499205
"387";"HUALAIHUÉ";2013;0,433964678361036
"388";"LOS MUERMOS";2013;0,52449668474985
"389";"MAULLÍN";2013;0,445100902606143
"390";"NATALES";2013;0,45192957807059
"391";"PORVENIR";2013;0,512238949668657
"392";"PUERTO MONTT";2013;0,264236837704495
"393";"PUNTA ARENAS";2013;0,388460156764218
"394";"PUQUELDÓN";2013;0,853503236641719
"395";"PURRANQUE";2013;0,1382020688378
"396";"QUEILÉN";2013;0,232645407761389
"397";"QUELLÓN";2013;0,453101961814937
"398";"QUEMCHI";2013;0,26239759268786
"399";"QUINCHAO";2013;0,204057190558873
"400";"SAN JUAN DE LA COSTA";2013;0,223887288927688
"401";"TORTEL";2013;0,767743146826887
"402";"ANCUD";2014;0,304030193063436
"403";"AYSÉN";2014;0,121217433542639
"404";"CABO DE HORNOS(NAVARINO)";2014;0,380923314359157
"405";"CALBUCO";2014;0,117386594639207
"406";"CASTRO";2014;0,347048640567894
"407";"CHAITÉN";2014;0,159215224154741
"408";"CHONCHI";2014;0,29150934166714
"409";"CISNES";2014;0,477492581029786
"410";"COCHAMÓ";2014;0,289190591733405
"411";"CURACO DE VÉLEZ";2014;0,512433386732926
"412";"DALCAHUE";2014;0,290381733522626
"413";"GUAITECAS";2014;0,499803654385993
"414";"HUALAIHUÉ";2014;0,480402428464117
"415";"LOS MUERMOS";2014;0,5535367851449
"416";"MAULLÍN";2014;0,399825328410994
"417";"NATALES";2014;0,47094759829065
"418";"PORVENIR";2014;0,413848087536643
"419";"PUERTO MONTT";2014;0,192930355717728
"420";"PUNTA ARENAS";2014;0,407481521093018
"421";"PUQUELDÓN";2014;1
"422";"PURRANQUE";2014;0,448486061091103
"423";"QUEILÉN";2014;0,282080644034215
"424";"QUELLÓN";2014;0,477645007136779
"425";"QUEMCHI";2014;0,25333492620884
"426";"QUINCHAO";2014;0,338294507900934
"427";"SAN JUAN DE LA COSTA";2014;0,287342815186268
"428";"ANCUD";2015;0,252033282493436
"429";"AYSÉN";2015;0,0827388051384066
"430";"CABO DE HORNOS(NAVARINO)";2015;0,29730582895451
"431";"CALBUCO";2015;0,110287401358121
"432";"CASTRO";2015;0,206478054874059
"433";"CHAITÉN";2015;0,195859846242811
"434";"CHONCHI";2015;0,352307121959819
"435";"CISNES";2015;0,517972300267335
"436";"COCHAMÓ";2015;0,329027789801749
"437";"CURACO DE VÉLEZ";2015;0,590060168356457
"438";"DALCAHUE";2015;0,26953253915832
"439";"FRESIA";2015;0,978048780487805
"440";"GUAITECAS";2015;0,471228592638298
"441";"HUALAIHUÉ";2015;0,331888279839518
"442";"LOS MUERMOS";2015;0,554774504562466
"443";"MAULLÍN";2015;0,394034093133538
"444";"NATALES";2015;0,411200523344043
"445";"PORVENIR";2015;0,455838265887699
"446";"PUERTO MONTT";2015;0,261397864392968
"447";"PUNTA ARENAS";2015;0,36835512451735
"448";"PUQUELDÓN";2015;1
"449";"PURRANQUE";2015;0,41039595009944
"450";"QUEILÉN";2015;0,234053627263357
"451";"QUELLÓN";2015;0,494277239198134
"452";"QUEMCHI";2015;0,186368368749338
"453";"QUINCHAO";2015;0,368093025654927
"454";"SAN JUAN DE LA COSTA";2015;0,314553779594678
"455";"ANCUD";2016;0,327046989209812
"456";"AYSÉN";2016;0,106594467299291
"457";"CABO DE HORNOS(NAVARINO)";2016;0,403534405788226
"458";"CALBUCO";2016;0,1121513813032
"459";"CASTRO";2016;0,153812395793844
"460";"CHAITÉN";2016;0,189484193020675
"461";"CHONCHI";2016;0,409267688228846
"462";"CISNES";2016;0,427220839220684
"463";"COCHAMÓ";2016;0,459127093055174
"464";"CURACO DE VÉLEZ";2016;0,801984509588893
"465";"DALCAHUE";2016;0,291832927215999
"466";"FRESIA";2016;1
"467";"GUAITECAS";2016;0,473678983776907
"468";"HUALAIHUÉ";2016;0,27710934728826
"469";"LOS MUERMOS";2016;0,55729403641064
"470";"MAULLÍN";2016;0,429249464472107
"471";"NATALES";2016;0,477749652252641
"472";"PORVENIR";2016;0,390837176377744
"473";"PUERTO MONTT";2016;0,250735697688391
"474";"PUNTA ARENAS";2016;0,439993713295799
"475";"PUQUELDÓN";2016;1
"476";"PURRANQUE";2016;1
"477";"QUEILÉN";2016;0,299582907178852
"478";"QUELLÓN";2016;0,455179933952195
"479";"QUEMCHI";2016;0,307851960786337
"480";"QUINCHAO";2016;0,397637557096424
"481";"RÍO VERDE";2016;0,635545258977329
"482";"SAN JUAN DE LA COSTA";2016;0,386280179406644
"483";"TORTEL";2016;0,5728477149804
"484";"ANCUD";2017;0,289558740474003
"485";"AYSÉN";2017;0,0741628061380579
"486";"CABO DE HORNOS(NAVARINO)";2017;0,304522467705911
"487";"CALBUCO";2017;0,106784318549888
"488";"CASTRO";2017;0,215202735362887
"489";"CHAITÉN";2017;0,241042306173648
"490";"CHONCHI";2017;0,316697293357765
"491";"CISNES";2017;0,336393435000931
"492";"COCHAMÓ";2017;0,242616168310599
"493";"CURACO DE VÉLEZ";2017;0,607924055595982
"494";"DALCAHUE";2017;0,307390801954867
"495";"FRESIA";2017;1
"496";"GUAITECAS";2017;0,49987044320374
"497";"HUALAIHUÉ";2017;0,242760033384805
"498";"LOS MUERMOS";2017;0,438203087293823
"499";"MAULLÍN";2017;0,380361745369832
"500";"NATALES";2017;0,447972775612783
"501";"PORVENIR";2017;0,311482906358226
"502";"PUERTO MONTT";2017;0,24508963572751
"503";"PUNTA ARENAS";2017;0,401945290503612
"504";"PUQUELDÓN";2017;1
"505";"PURRANQUE";2017;0,663656683057666
"506";"QUEILÉN";2017;0,262844644001152
"507";"QUELLÓN";2017;0,452453044594023
"508";"QUEMCHI";2017;0,237473020607018
"509";"QUINCHAO";2017;0,360867734090284
"510";"RÍO NEGRO";2017;1
"511";"RÍO VERDE";2017;0,416229762878718
"512";"SAN JUAN DE LA COSTA";2017;0,299009123015971
"513";"TORTEL";2017;0,374540804792585
"514";"ANCUD";2018;0,24671534735274
"515";"AYSÉN";2018;0,166763385023865
"516";"CABO DE HORNOS(NAVARINO)";2018;0,332047091929462
"517";"CALBUCO";2018;0,155821362604073
"518";"CASTRO";2018;0,158740352836273
"519";"CHAITÉN";2018;0,357601650279061
"520";"CHONCHI";2018;0,344815242234181
"521";"CISNES";2018;0,359590065655603
"522";"COCHAMÓ";2018;0,260741040038269
"523";"CURACO DE VÉLEZ";2018;0,204777529618294
"524";"DALCAHUE";2018;0,248697763950748
"525";"FRESIA";2018;1
"526";"GUAITECAS";2018;0,507512820027618
"527";"HUALAIHUÉ";2018;0,253324313523621
"528";"LOS MUERMOS";2018;0,499249784870531
"529";"MAULLÍN";2018;0,368554006737227
"530";"NATALES";2018;0,441424402395036
"531";"PORVENIR";2018;0,383158030419095
"532";"PUERTO MONTT";2018;0,214457413783894
"533";"PUNTA ARENAS";2018;0,435584301749145
"534";"PUQUELDÓN";2018;1
"535";"PURRANQUE";2018;0,420678513731825
"536";"QUEILÉN";2018;0,233700330087336
"537";"QUELLÓN";2018;0,470401698896787
"538";"QUEMCHI";2018;0,293445055311363
"539";"QUINCHAO";2018;0,392187211675276
"540";"RÍO VERDE";2018;0,360046102527888
"541";"SAN JUAN DE LA COSTA";2018;0,235645492373331
"542";"TORTEL";2018;0,537834982425777
"543";"ANCUD";2019;0,281176430407694
"544";"AYSÉN";2019;0,205958558636553
"545";"CABO DE HORNOS(NAVARINO)";2019;0,364440369675702
"546";"CALBUCO";2019;0,128718493439813
"547";"CASTRO";2019;0,156364465265752
"548";"CHAITÉN";2019;0,277205219233457
"549";"CHONCHI";2019;0,236390119258894
"550";"CISNES";2019;0,404172786183583
"551";"COCHAMÓ";2019;0,298513169073917
"552";"CURACO DE VÉLEZ";2019;0,927822951825713
"553";"DALCAHUE";2019;0,246596491555902
"554";"GUAITECAS";2019;0,526210813898469
"555";"HUALAIHUÉ";2019;0,248807020403568
"556";"LOS MUERMOS";2019;0,658762771481213
"557";"MAULLÍN";2019;0,429445055215755
"558";"NATALES";2019;0,468019962748372
"559";"PORVENIR";2019;0,38369825483516
"560";"PUERTO MONTT";2019;0,272623319525486
"561";"PUNTA ARENAS";2019;0,462038849947625
"562";"PUQUELDÓN";2019;1
"563";"PURRANQUE";2019;0,787702265372168
"564";"QUEILÉN";2019;0,283441875948412
"565";"QUELLÓN";2019;0,468416697804656
"566";"QUEMCHI";2019;0,259644266335943
"567";"QUINCHAO";2019;0,524266712782406
"568";"RÍO VERDE";2019;0,382035097204388
"569";"SAN JUAN DE LA COSTA";2019;0,349585744150375
"570";"TORTEL";2019;0,638869597390664
"571";"ANCUD";2020;0,310812442020623
"572";"AYSÉN";2020;0,169797899322454
"573";"CABO DE HORNOS(NAVARINO)";2020;0,478595880370307
"574";"CALBUCO";2020;0,0778569226195742
"575";"CASTRO";2020;0,19711804898263
"576";"CHAITÉN";2020;0,336149761344576
"577";"CHONCHI";2020;0,318008992207717
"578";"CISNES";2020;0,46001158510926
"579";"COCHAMÓ";2020;0,581005586592179
"580";"CURACO DE VÉLEZ";2020;1
"581";"DALCAHUE";2020;0,282286164191582
"582";"GUAITECAS";2020;0,53408969384077
"583";"HUALAIHUÉ";2020;0,240532982605853
"584";"LOS MUERMOS";2020;0,738993710691824
"585";"MAULLÍN";2020;0,44987745309249
"586";"NATALES";2020;0,523523194943294
"587";"PORVENIR";2020;0,458299831863567
"588";"PUERTO MONTT";2020;0,205700430148866
"589";"PUNTA ARENAS";2020;0,436907631660745
"590";"PUQUELDÓN";2020;0,842436526562833
"591";"PURRANQUE";2020;0,509375
"592";"QUEILÉN";2020;0,273085852088487
"593";"QUELLÓN";2020;0,583374879822671
"594";"QUEMCHI";2020;0,269997928292259
"595";"QUINCHAO";2020;0,342827190810147
"596";"RÍO VERDE";2020;0,566138783244046
"597";"SAN JUAN DE LA COSTA";2020;0,491471078905183
"598";"TORTEL";2020;1
"599";"ANCUD";2021;0,250779736306701
"600";"AYSÉN";2021;0,127238771873882
